gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CDC37	8822.648417716578	-1.050731598562649	0.024793132704093376	-42.379944926813224	0	0
FAM129A	836.6992451910879	3.6761128221172372	0.0968351026433269	37.962605726329194	0	0
MDH1	12932.35407114283	-1.9490153088087223	0.04896934384268934	-39.80072338869396	0	0
TNNC2	95.49333560079248	-3.540429575566209	0.06928479967477733	-51.09965810949843	0	0
NDRG4	47894.98291623492	-2.5724773625151593	0.052913890342836147	-48.616296134110264	0	0
CALU	3684.7527571514347	2.384366811648263	0.04666793872292264	51.09218184682957	0	0
HNRNPUL2	12271.524940407806	-1.2593114816558635	0.02762311572301884	-45.58904557629089	0	0
ANTXR1	4967.7688651695125	2.5971213780142133	0.05845995040486679	44.425651407976616	0	0
NNMT	732.5155254528311	4.499239298479374	0.11484876277609542	39.175339722648225	0	0
SERF2	5863.9514165068385	1.3505972914173547	0.03315279939581952	40.73855951928034	0	0
ENO2	54234.859536505086	-2.9044442771878707	0.05448549844993519	-53.306739587904524	0	0
GRK2	12749.735240974602	-1.7987445319051862	0.027728115940839147	-64.87078082560664	0	0
NCDN	30310.78825849647	-2.994536853900596	0.053404050365056535	-56.07321604692345	0	0
AKAP13	3741.370626501742	3.403550053409428	0.08821615783151286	38.581934841347184	0	0
KPNB1	8700.833211413546	1.0215882506308454	0.019732629413499663	51.77152163674382	0	0
TRIP12	7339.094377780779	0.9870499496896973	0.023385175976921253	42.20836100031119	0	0
TXNDC5	2482.8859912363732	1.6208759534285264	0.041265031369088545	39.27964912787434	0	0
RPN2	4871.549670043791	1.4774037263237823	0.030780965767847546	47.99731553150336	0	0
SHANK3	24295.049212167774	-3.072293863971421	0.05420467523707355	-56.679499517969816	0	0
LAMA4	2698.860378685465	3.239246969862057	0.06554438190150617	49.420665446653956	0	0
SFTPA2	184.13474841615852	-4.138011174156383	0.1001905521725523	-41.30141100559791	0	0
CORO1C	5404.721181343626	1.5204437910859467	0.032457581826235114	46.844025510766436	0	0
PRRC2B	17482.405759126377	1.312512578370694	0.033022946504764915	39.74547147636599	0	0
IGF2R	3885.2018884116446	2.1404550914345624	0.03905067749110721	54.81223960639341	0	0
GNS	4152.596176690576	1.945684141715372	0.03623243498389715	53.700065772010525	0	0
OS9	6869.6325045805215	1.3207830755421457	0.034371548246247115	38.426638977089326	0	0
VCAN	11046.30978553539	4.601843002757605	0.06955827400885643	66.15809647852505	0	0
CPLX2	59922.98572160399	-4.933297893429603	0.10652302329045915	-46.312034159768906	0	0
NDUFV1	8958.031424897119	-1.039207573622286	0.022756312697575436	-45.66678211154166	0	0
NPDC1	19178.35423047776	-2.3454999738760574	0.046454488698199736	-50.49027638887678	0	0
PABPC4	3584.5609816933948	0.794637565983057	0.020648771669873535	38.48352718929183	0	0
CAPRIN1	8933.705981064217	1.0170349840271649	0.02331527443754967	43.62097417087279	0	0
MEF2D	8450.593313268173	-1.3279742508545895	0.03395892830279772	-39.105305061855674	0	0
C6orf106	9755.398825961352	-1.5368953645969916	0.02978750426505285	-51.595304894344586	0	0
KAT2A	9796.876055729768	-1.840858444419393	0.038490565533188005	-47.82622491821109	0	0
PLVAP	275.1003510747273	4.150119788058757	0.10561140860246564	39.296131383687154	0	0
RSRP1	6541.021918259301	-1.6708539828083022	0.038102165359894566	-43.8519429808313	0	0
DDR2	3386.8861432814297	2.601895583698178	0.06049036505842023	43.01338868074818	0	0
NRBP2	9192.760758832279	-1.4866611297941614	0.03879381109508514	-38.32212117933702	0	0
EMILIN1	1179.0281366617205	2.775218484980549	0.07362195260236538	37.6955294838429	0	0
PDGFRA	9301.854462323674	4.677103727080122	0.10316479041851054	45.3362402822361	0	0
RPN1	4823.3755506138095	1.1133305493178691	0.027781427807549528	40.074633925594156	0	0
HNRNPF	4019.301922295214	1.267828650102482	0.027882108130070953	45.471047030878	0	0
KDELR2	3511.00051169225	1.2592199734016876	0.03287214565727141	38.306595089059684	0	0
FCGBP	10497.963807407345	7.286085818575692	0.11623670794869319	62.68317424983995	0	0
PRDX5	9147.825196656871	-1.3605796757443924	0.03470800098996585	-39.20075017105533	0	0
ACAP3	29221.352155759087	-2.4609489260821453	0.061154338450215076	-40.241608174464524	0	0
ISCU	5975.817267757154	-1.6109345175023668	0.0392055785211103	-41.08942090052202	0	0
