statistic	p.value	method	alternative	k
0.8464758284016675	0	One-sample Kolmogorov-Smirnov test	two-sided	1
0.9671962147914059	0	One-sample Kolmogorov-Smirnov test	two-sided	2
0.8172612481815754	0	One-sample Kolmogorov-Smirnov test	two-sided	3
0.9702261868926926	0	One-sample Kolmogorov-Smirnov test	two-sided	4
0.9698542201208274	0	One-sample Kolmogorov-Smirnov test	two-sided	5
