statistic	p.value	method	alternative	k
0.4440755687822369	0	One-sample Kolmogorov-Smirnov test	two-sided	1
0.5556051641239791	0	One-sample Kolmogorov-Smirnov test	two-sided	2
0.7476645309332908	0	One-sample Kolmogorov-Smirnov test	two-sided	3
0.6763311648209727	0	One-sample Kolmogorov-Smirnov test	two-sided	4
0.7497565863143849	0	One-sample Kolmogorov-Smirnov test	two-sided	5
