statistic	p.value	method	alternative	k
0.18118216084792585	0	One-sample Kolmogorov-Smirnov test	two-sided	1
0.3144544689023204	0	One-sample Kolmogorov-Smirnov test	two-sided	2
0.11020206739315194	0	One-sample Kolmogorov-Smirnov test	two-sided	3
0.2953775293312867	0	One-sample Kolmogorov-Smirnov test	two-sided	4
0.304928627387453	0	One-sample Kolmogorov-Smirnov test	two-sided	5
