statistic	p.value	method	alternative	k
0.4158187470442347	0	One-sample Kolmogorov-Smirnov test	two-sided	1
0.5021136653615796	0	One-sample Kolmogorov-Smirnov test	two-sided	2
0.7325047363356597	0	One-sample Kolmogorov-Smirnov test	two-sided	3
0.6447535480598716	0	One-sample Kolmogorov-Smirnov test	two-sided	4
0.7249718601315682	0	One-sample Kolmogorov-Smirnov test	two-sided	5
