statistic	p.value	parameter	method	k
532.9348258612728	1	1533	Chi-squared test for given probabilities	1
622.0428536380037	1	1533	Chi-squared test for given probabilities	2
595.4445767715033	1	1533	Chi-squared test for given probabilities	3
640.6352297737062	1	1533	Chi-squared test for given probabilities	4
20.025061848448217	1	1533	Chi-squared test for given probabilities	5
