statistic	p.value	method	alternative	k
0.39888403384606536	0	One-sample Kolmogorov-Smirnov test	two-sided	1
0.5337403107689809	0	One-sample Kolmogorov-Smirnov test	two-sided	2
0.8971958511974717	0	One-sample Kolmogorov-Smirnov test	two-sided	3
0.8398787424596601	0	One-sample Kolmogorov-Smirnov test	two-sided	4
0.9687737244716539	0	One-sample Kolmogorov-Smirnov test	two-sided	5
