statistic	p.value	method	alternative	k
0.20939432988983506	0	One-sample Kolmogorov-Smirnov test	two-sided	1
0.06342168419239552	0	One-sample Kolmogorov-Smirnov test	two-sided	2
0.3067973823338649	0	One-sample Kolmogorov-Smirnov test	two-sided	3
0.2974054504920393	0	One-sample Kolmogorov-Smirnov test	two-sided	4
0.39755132459737996	0	One-sample Kolmogorov-Smirnov test	two-sided	5
