statistic	p.value	method	alternative	k
0.1755637459629696	0	One-sample Kolmogorov-Smirnov test	two-sided	1
0.0865699370778097	0	One-sample Kolmogorov-Smirnov test	two-sided	2
0.2440074297587298	0	One-sample Kolmogorov-Smirnov test	two-sided	3
0.4668881464237475	0	One-sample Kolmogorov-Smirnov test	two-sided	4
0.06656138343570916	0	One-sample Kolmogorov-Smirnov test	two-sided	5
