statistic	p.value	parameter	method	k
450.11226573345516	1	2132	Chi-squared test for given probabilities	1
449.3026071872642	1	2132	Chi-squared test for given probabilities	2
261.47534245740695	1	2132	Chi-squared test for given probabilities	3
228.9716387304379	1	2132	Chi-squared test for given probabilities	4
188.97827054262305	1	2132	Chi-squared test for given probabilities	5
