statistic	p.value	parameter	method	k
0.002691200136959253	0.9999628988649774	3	Chi-squared test for given probabilities	1
0.0821889617658354	0.9938855702359927	3	Chi-squared test for given probabilities	2
0.4117489097153748	0.9378048932199305	3	Chi-squared test for given probabilities	3
0.07160542777917138	0.9950119881531746	3	Chi-squared test for given probabilities	4
