statistic	p.value	method	alternative	k
0.13565375169905733	0	One-sample Kolmogorov-Smirnov test	two-sided	1
0.1464489010687414	0	One-sample Kolmogorov-Smirnov test	two-sided	2
0.13030259907349595	0	One-sample Kolmogorov-Smirnov test	two-sided	3
0.177341061812358	0	One-sample Kolmogorov-Smirnov test	two-sided	4
0.22199680332433466	0	One-sample Kolmogorov-Smirnov test	two-sided	5
