statistic	p.value	method	alternative	k
0.22707799689554178	0.12935365199909254	One-sample Kolmogorov-Smirnov test	two-sided	1
0.32246980100108985	0.008184480643200764	One-sample Kolmogorov-Smirnov test	two-sided	2
0.24546597980853305	0.08212049279829803	One-sample Kolmogorov-Smirnov test	two-sided	3
0.13578608799065728	0.6960677206976069	One-sample Kolmogorov-Smirnov test	two-sided	4
0.1870083101705273	0.30666056256373864	One-sample Kolmogorov-Smirnov test	two-sided	5
