sample_id	tp53_score	tp53_shuffle
BS_R7NTZR4C	0.9385499372727557	0.4926096927050704
BS_R9B92M75	0.6057346683813885	0.3094448626497369
BS_RX1YTZ7F	0.6420363420896398	0.5087148714476096
BS_S6Q7NKA3	0.880074867546429	0.6986680898359704
BS_SNVM7CZT	0.4520439245265024	0.18796909515704657
BS_T3DGY9J9	0.4165644948135764	0.5334143832978854
BS_W1385R8Y	0.9706252144701429	0.3553488873056435
BS_W4H1D4Y6	0.142526322076578	0.166199022867236
BS_W7MFJZ5A	0.22347162533952572	0.4825258387859517
BS_X0XXN9BK	0.5555768111071009	0.4530933945597866
BS_X4DD4KSZ	0.9226684778888022	0.5726032998892242
BS_XGDPK33A	0.8281748752651124	0.3406705774443692
BS_XM1AHBDJ	0.6559622334055638	0.2510362734107453
BS_XZM79E42	0.6442539090932794	0.5035826452331538
BS_YDEVMD24	0.7724702108239457	0.5695606734895249
BS_Z3RCA1T9	0.6964686627909067	0.4330871530555335
BS_ZD5HN296	0.4423854647251617	0.4967819534879069
BS_ZF6BSFNF	0.6827251143051464	0.3760338242285782
BS_ZQ76ZBEX	0.5990057519480194	0.5101752567930796
BS_ZQKGJD70	0.7254254760877005	0.34378259152482876
TARGET-10-DCC002-09A-01R	0.38831290765353876	0.5482465028242985
TARGET-10-PAKHZT-03A-01R	0.726488120268179	0.5737918489411857
TARGET-10-PAKKCA-03A-01R	0.7059805595984838	0.6937451214546092
TARGET-10-PAKKXB-03A-01R	0.6751317879519612	0.6156507132498548
TARGET-10-PAKTAL-03A-01R	0.579408350632317	0.4504589251698791
TARGET-10-PAKVKK-03A-01R	0.6425113950725778	0.46589711519342925
TARGET-10-PAKYEP-03A-01R	0.5313425919152694	0.5996968374795407
TARGET-10-PALJDL-09A-01R	0.432988142919248	0.26509244620473116
TARGET-10-PAMDRM-09A-01R	0.5938289324313597	0.22644164641136338
TARGET-10-PANEHF-09A-01R	0.67270727084845	0.3435173478143253
TARGET-10-PANNGL-09A-01R	0.5019224858934251	0.6384340871537375
TARGET-10-PANSFD-09A-01R	0.3120786698882423	0.49217132111261824
TARGET-10-PARMKM-03A-01R	0.6183104225634178	0.5911840401003973
TARGET-10-PARMRF-09A-01R	0.5972298316162764	0.34304528626118524
TARGET-10-PARNBN-09A-01R	0.621017851737884	0.5042126320929516
TARGET-10-PASILW-09A-01R	0.5602741587917726	0.38280218459165566
TARGET-10-PASKTG-09A-01R	0.617334122588619	0.7018246569063784
TARGET-10-PASSHC-09A-01R	0.6109626370267771	0.22010327658313994
TARGET-10-PASXSI-09A-01R	0.5911174741376395	0.15065984174567612
TARGET-10-PASYAJ-09A-01R	0.5443139172158706	0.4077227933003342
TARGET-10-PASYHN-09A-01R	0.5523418142567015	0.6155007396609073
TARGET-10-PATAXS-09A-01R	0.6210042942114229	0.45050823292709086
TARGET-10-PATDFE-09A-01R	0.5904966429661255	0.6539664597068751
TARGET-10-PATFRM-09A-01R	0.42789410419324414	0.6288282842347538
TARGET-10-PATITB-09A-01R	0.5878340583571083	0.5577253013360556
TARGET-10-PATLRZ-09A-01R	0.4763240156543051	0.5098979582755475
TARGET-10-PATWHB-09A-01R	0.6002950637972491	0.41434776825741937
TARGET-10-PATWIJ-09A-01R	0.6005800509083166	0.37956356177763534
TARGET-10-PATWXC-09A-01R	0.6209209944127808	0.5336859055618081
TARGET-10-PATWYL-09A-01R	0.6055182234105625	0.5525026653755305
TARGET-10-PAUBCB-09A-01R	0.6217467830371317	0.48866125253381915
TARGET-15-SJMPAL011912-09A-01R	0.38192227778208765	0.5811456195182239
TARGET-15-SJMPAL011913-09A-01R	0.3627442139726075	0.42475912926145043
TARGET-15-SJMPAL011914-09A-01R	0.36014759441338257	0.6161588139091935
TARGET-15-SJMPAL011915-09A-01R	0.06101679407079181	0.35891046463464166
TARGET-15-SJMPAL022667-09A-01R	0.48204899874608653	0.6652608084628326
TARGET-30-PAIFXV-01A-01R	0.4563159234354826	0.5854709924522905
TARGET-30-PAIPGU-01A-01R	0.4580190130178269	0.6952989916414455
TARGET-30-PAISNS-01A-01R	0.26286576304262793	0.6331960637638492
TARGET-30-PAITCI-01A-01R	0.5370823841936804	0.5459454178613387
TARGET-30-PAITEG-01A-01R	0.4869167507717588	0.4441076165378205
TARGET-30-PAIVHE-01A-01R	0.341761316906487	0.4523453694348874
TARGET-30-PAKYZS-01A-01R	0.43826447237788096	0.7044447485428837
TARGET-30-PAKZRH-01A-01R	0.432434192078096	0.3648993431443623
TARGET-30-PALBFW-01A-01R	0.46947942352045174	0.30154945153192386
TARGET-30-PALCBW-01A-01R	0.29436353046749525	0.480247272089563
TARGET-30-PALETP-01A-01R	0.477461299372097	0.849554564469124
TARGET-30-PALEVG-01A-01R	0.1979236729006461	0.3365856228324259
TARGET-30-PALIIN-01A-01R	0.48080982394882754	0.45189412486811814
TARGET-30-PALKUC-01A-01R	0.5003248756950852	0.6672009635471451
TARGET-30-PALNVP-01A-01R	0.30036713766417983	0.5549029769292183
TARGET-30-PALTEG-01A-01R	0.5496367527012296	0.4474513650075136
TARGET-30-PALUYS-01A-01R	0.15441350968660866	0.7204422290840143
TARGET-30-PALVKK-01A-01R	0.4944694261277815	0.5044136666566864
TARGET-30-PALWVJ-01A-01R	0.4722178094262297	0.7622943431392868
TARGET-30-PALXTB-01A-01R	0.6143051149141001	0.5847977130028273
TARGET-30-PALZZV-01A-01R	0.41210265664039974	0.22618939749857717
TARGET-30-PAMBMJ-01A-01R	0.4063819417919787	0.5462822806525458
TARGET-30-PAMEZH-01A-01R	0.4116078626529376	0.45314050138981
TARGET-30-PAMMXF-01A-01R	0.5542168309225546	0.4713883228307984
TARGET-30-PAMNLH-01A-01R	0.3634748804532303	0.3583904537784436
TARGET-30-PAMVRA-01A-01R	0.5637547648624831	0.6023300340245578
TARGET-30-PAMYCE-01A-01R	0.41508052097434844	0.2530855900350035
TARGET-30-PAMZGT-01A-01R	0.3987491105298647	0.5608109396185855
TARGET-30-PAMZMG-01A-01R	0.3378309727687218	0.40776942895517654
TARGET-30-PANBJH-01A-01R	0.2915407440155874	0.5288891837706609
TARGET-30-PANBMJ-01A-01R	0.46330706649967957	0.7052558778937706
TARGET-30-PANBSP-01A-01R	0.6680012188128418	0.5563012623056275
TARGET-30-PANGXK-01A-01R	0.16009118129992767	0.6455669756636886
TARGET-30-PANJLH-01A-01R	0.2505995793316694	0.38174840178386554
TARGET-30-PANKFE-01A-01R	0.3246300426869147	0.7748198234607999
TARGET-30-PANLET-01A-01R	0.3694733341483919	0.6310503512024881
TARGET-30-PANNMS-01A-01R	0.44218674494082527	0.734706758907811
TARGET-30-PANRHJ-01A-01R	0.3966032558316972	0.3551560809056792
TARGET-30-PANRRW-01A-01R	0.2867331722768263	0.5278325727083655
TARGET-30-PANRVJ-01A-01R	0.41844601394020603	0.7472764037728189
TARGET-30-PANSBN-01A-01R	0.10197732752079797	0.7318867398824138
TARGET-30-PANUIF-01A-01R	0.5791187047661264	0.6086111840968732
TARGET-30-PANWRR-01A-01R	0.545331783155056	0.4513491403220379
TARGET-30-PANXJL-01A-01R	0.11515999787749334	0.5483415714136549
TARGET-30-PANYGR-01A-01R	0.7621450354908417	0.35593318484453146
TARGET-30-PANZPV-01A-01R	0.46396145782876597	0.3483011820355371
TARGET-30-PANZRV-01A-01R	0.6711757770744142	0.5230570482949376
TARGET-30-PANZVU-01A-01R	0.24878479442228593	0.42310622567246325
TARGET-30-PAPBGH-01A-01R	0.5063968866890893	0.6688460541071695
TARGET-30-PAPBJE-01A-01R	0.33546242401299403	0.342091062461712
TARGET-30-PAPBZI-01A-01R	0.6311005766842892	0.665882383586287
TARGET-30-PAPCTS-01A-01R	0.6210233491721645	0.6164790020675014
TARGET-30-PAPEFE-01A-01R	0.3124620839205515	0.45532099125693765
TARGET-30-PAPHPE-01A-01R	0.3688387911576613	0.4755923378187018
TARGET-30-PAPICY-01A-01R	0.6660913034010989	0.4599874906151208
TARGET-30-PAPKWN-01A-01R	0.5843329059137763	0.7078622028902866
TARGET-30-PAPKXS-01A-01R	0.5382817106144465	0.5635095835472016
TARGET-30-PAPLSD-01A-01R	0.5343087487241895	0.3673744890551607
TARGET-30-PAPTAN-01A-01R	0.47589461280341877	0.39705100808794896
TARGET-30-PAPTCR-01A-01R	0.2514847523724111	0.3854399074533031
TARGET-30-PAPTDH-01A-01R	0.6098723377026386	0.4461092967166953
TARGET-30-PAPTFZ-01A-01R	0.2850816220889926	0.5525267664147524
TARGET-30-PAPTLV-01A-01R	0.33140976742406053	0.2894361754576817
TARGET-30-PAPUEB-01A-01R	0.4461505166531133	0.6174090071065987
TARGET-30-PAPUNH-01A-01R	0.6439984209851796	0.3405136329180821
TARGET-30-PAPUWY-01A-01R	0.5668637069587794	0.6487436809340215
TARGET-30-PAPVEB-04A-01R	0.41934584776628636	0.5007438539170758
TARGET-30-PAPVFD-01A-01R	0.3803435580631809	0.3123746141355299
TARGET-30-PAPVRN-01A-01R	0.5694552190451405	0.5803628493625769
TARGET-30-PAPVXS-01A-01R	0.3259430405106507	0.5755996061602766
TARGET-30-PAPZYP-01A-01R	0.18822645260818127	0.5740028221764509
TARGET-30-PAPZYZ-01A-01R	0.36788924507209053	0.34230372778413787
TARGET-30-PARACM-01A-01R	0.5458467076096003	0.3478026758697441
TARGET-30-PARACS-01A-01R	0.5628814631400824	0.40314731306287294
TARGET-30-PARAMT-01A-01R	0.3346054405712153	0.3592056061522409
TARGET-30-PARBAJ-01A-01R	0.67921411956486	0.6564930091072617
TARGET-30-PARBAJ-02A-01R	0.5766488312389298	0.4373328593363404
TARGET-30-PARBGP-01A-01R	0.5725764447674504	0.4636098373058347
TARGET-30-PARDCK-01A-01R	0.49908474238339345	0.7620946897894657
TARGET-30-PARDIW-01A-01R	0.7097356612764625	0.43277895732104277
TARGET-30-PARFRE-01A-01R	0.4026485543104145	0.6696226488365765
TARGET-30-PARFWB-01A-01R	0.31288593865303277	0.2138237400167026
TARGET-30-PARGKK-01A-01R	0.5337733587917282	0.23881024376265791
TARGET-30-PARHAM-01A-01R	0.34941302934891494	0.7385161335563268
TARGET-30-PARHAM-02A-01R	0.36194174718608824	0.5193061155136999
TARGET-30-PARJVP-01A-01R	0.6589325898431745	0.43002450334548337
TARGET-30-PARKGJ-01A-01R	0.48321995961713105	0.5456310820440832
TARGET-30-PARNNC-01A-01R	0.4684748826214432	0.5072861144075798
TARGET-30-PARSBI-01A-01R	0.5839433747868484	0.45086439469911416
TARGET-30-PARVLK-01A-01R	0.4033587550686434	0.8467135404323421
TARGET-30-PARYNK-01A-01R	0.3901426006603082	0.38145355901182526
TARGET-30-PARZCJ-01A-01R	0.5819267446912677	0.5786919420487668
TARGET-30-PARZHA-01A-01R	0.700613928337064	0.5266473549567415
TARGET-30-PARZIP-01A-01R	0.23638620870503213	0.44959093109691245
TARGET-30-PASCFC-01A-01R	0.6236974938906455	0.5982571171350721
TARGET-30-PASCTR-01A-01R	0.4210409304722357	0.8159250791923995
TARGET-30-PASEGA-01A-01R	0.3855945382479341	0.20707737333878776
TARGET-30-PASFGG-01A-01R	0.2532626099835379	0.3661873239182181
TARGET-30-PASFIC-01A-01R	0.7036644052505816	0.4974286461859647
TARGET-30-PASGAP-01A-01R	0.4861858134748635	0.4595081254530704
TARGET-30-PASGAP-02A-01R	0.43661080118350226	0.5745964517953638
TARGET-30-PASGUT-01A-01R	0.641535391281626	0.49273202082699574
TARGET-30-PASHFA-01A-01R	0.16732950680217903	0.3554074823966973
TARGET-30-PASJZC-01A-01R	0.63435467767542	0.7693837545885526
TARGET-30-PASMDM-01A-01R	0.5072250402756506	0.6602558748910982
TARGET-30-PASMJG-01A-01R	0.4514586003681419	0.3899892705294488
TARGET-30-PASMNT-01A-01R	0.5092402909195352	0.22967841252392285
TARGET-30-PASNEF-01A-01R	0.5964004149928952	0.4094631693239833
TARGET-30-PASNML-01A-01R	0.6204189081111553	0.5829645683594435
TARGET-30-PASNPG-01A-01R	0.36003985928800775	0.649216513183876
TARGET-30-PASNPG-02A-01R	0.21688812910084368	0.6107418045442498
TARGET-30-PASNZU-01A-01R	0.397691538316552	0.4376068341795671
TARGET-30-PASPBZ-01A-01R	0.5943076144599672	0.4877601826992896
TARGET-30-PASPER-01A-01R	0.2573889867508999	0.6404293381025044
TARGET-30-PASRFS-01A-01R	0.6134043543672705	0.28189448578479953
TARGET-30-PASSRN-01A-01R	0.4470162002373584	0.375698744523606
TARGET-30-PASSRS-01A-01R	0.5443559382829952	0.49036851683476235
TARGET-30-PASSWW-01A-01R	0.5707838627680808	0.5880917793697454
TARGET-30-PASTCN-01A-01R	0.22290899356322613	0.4266512957997414
TARGET-30-PASTKC-01A-01R	0.35404666646093297	0.3590817580610405
TARGET-30-PASUCB-01A-01R	0.27220630096728604	0.38755149642703474
TARGET-30-PASUML-01A-01R	0.608273233427284	0.5142607488330319
TARGET-30-PASUYG-01A-01R	0.47676123480996935	0.5617757564500204
TARGET-30-PASVRU-01A-01R	0.19599335906908077	0.35321778932731546
TARGET-30-PASWFB-01A-01R	0.210233985470539	0.32910499227729356
TARGET-30-PASWIJ-01A-01R	0.5176272976440003	0.5561198061346823
TARGET-30-PASWVY-01A-01R	0.2478526040086574	0.47633739840806644
TARGET-30-PASWYR-01A-01R	0.4731380172831241	0.4257516723606558
TARGET-30-PASXGP-01A-01R	0.426650437819816	0.6811198086134056
TARGET-30-PASXHE-01A-01R	0.41035104465661915	0.4531099219034918
TARGET-30-PASXIE-01A-01R	0.2451557996163607	0.45484785946183276
TARGET-30-PASXRG-01A-01R	0.40087394104955	0.5178117099918275
TARGET-30-PASXRJ-01A-01R	0.4438331767902763	0.586105336907214
TARGET-30-PASYPX-01A-01R	0.3466928987271524	0.6817584418430054
TARGET-30-PASZKE-01A-01R	0.15500825466965995	0.5598576551489999
TARGET-30-PASZPI-01A-01R	0.3742284538312874	0.6468826236064937
TARGET-30-PATAYJ-01A-01R	0.5641518813650611	0.4730038985807519
TARGET-30-PATBMM-01A-01R	0.6209045838046671	0.6374075342233179
TARGET-30-PATCFL-01A-01R	0.418829011831907	0.6673406109235
TARGET-30-PATDWN-01A-01R	0.4568646563538293	0.46478551158005665
TARGET-30-PATDXC-01A-01R	0.589068352420638	0.44370429731737226
TARGET-30-PATDXG-01A-01R	0.259446228718239	0.6319969966498158
TARGET-30-PATEKG-01A-01R	0.41732187677513854	0.5070666516873136
TARGET-30-PATEPF-01A-01R	0.6352173010248813	0.5830076241451182
TARGET-30-PATESI-01A-01R	0.6413176069219173	0.4647632704982347
TARGET-30-PATFCY-01A-01R	0.44053297523708007	0.4332191817962445
TARGET-30-PATFXV-01A-01R	0.4244030295133596	0.42800446723368984
TARGET-30-PATGJU-01A-01R	0.5915800898054486	0.5769794669651719
TARGET-30-PATGLU-01A-01R	0.3434439640315081	0.23955724256896757
TARGET-30-PATHKB-01A-01R	0.655646467765537	0.579188865770996
TARGET-30-PATHVK-01A-01R	0.30575753515247295	0.3574576214651787
TARGET-30-PATINJ-01A-01R	0.35405325956246614	0.747915498356188
TARGET-30-PATNKP-02A-01R	0.03725643964935813	0.3790106438168208
TARGET-30-PATYIL-01A-01R	0.7729920820005657	0.47474077844307344
TARGET-30-PATYIL-02A-01R	0.6652807853145806	0.5670594279928508
TARGET-30-PAUDDK-01A-01R	0.6117009988928203	0.4380664974825718
TARGET-30-PAUDDK-02A-01R	0.45865482598527685	0.6238945423452995
TARGET-10-PAKSWW-03A-02R	0.4952371944878111	0.823299859387992
TARGET-10-PAKSWW-04A-01R	0.5749708790445025	0.5779073515500638
TARGET-10-PAMXHJ-09A-01R	0.23716918884923158	0.7644049428642408
TARGET-10-PAMXSP-09A-01R	0.5999859537782724	0.4488393386729309
TARGET-10-PANATY-09B-01R	0.3912052578405975	0.7094900517236936
TARGET-10-PANCVR-03A-01R	0.46813325520230237	0.5836281940926662
TARGET-10-PANCVR-04A-02R	0.6112164784292544	0.4542869680542826
TARGET-10-PANDBX-09B-01R	0.08679591417576416	0.4672377627604393
TARGET-10-PANDWE-03A-02R	0.6977631856183197	0.3579879643373323
TARGET-10-PANEUH-09A-01R	0.529687809078696	0.6597686889286112
TARGET-10-PANFNZ-03A-01R	0.5703676099865868	0.4674258250365015
TARGET-10-PANGIF-03A-01R	0.717957744087408	0.7407036772458675
TARGET-10-PANIEU-03A-01R	0.28779250796349143	0.15671743512784247
TARGET-10-PANJPG-09A-01R	0.42745101414105335	0.4260048595272015
TARGET-10-PANJWJ-09A-01R	0.48506265695511114	0.5872185062313564
TARGET-10-PANKAK-04A-02R	0.836540766128406	0.32523405521838045
TARGET-10-PANKAK-09A-01R	0.6076041476298051	0.19594355424567964
TARGET-10-PANKDT-03A-01R	0.47908556512155803	0.6902084534860089
TARGET-10-PANKGK-09A-01R	0.6947060929145036	0.3632067542746326
TARGET-10-PANKMB-09A-02R	0.3909020067811674	0.5275726413460208
TARGET-10-PANKRG-03A-02R	0.5523921890659744	0.5917193143757036
TARGET-10-PANLGK-03B-01R	0.11830174915082413	0.5497370002834068
TARGET-10-PANLIC-09A-01R	0.41111191997363966	0.47544323327567506
TARGET-10-PANPJI-09A-01R	0.5249157798503561	0.7301884889352556
TARGET-10-PANRDC-03A-01R	0.6253522091453971	0.6487006247699786
TARGET-10-PANRWG-09A-01R	0.47577907979677814	0.2135756397490007
TARGET-10-PANRYM-09A-01R	0.2837784223953815	0.20714350276250826
TARGET-10-PANSBK-03B-01R	0.47273205381750877	0.38098299577366135
TARGET-10-PANSBR-09A-01R	0.5225698029202708	0.33280979067908334
TARGET-10-PANSDA-04A-02R	0.6575061568143776	0.31685205942109407
TARGET-10-PANSDA-09A-02R	0.3916401981339119	0.4358414317873875
TARGET-10-PANSHK-04A-02R	0.4417046591555082	0.4369948194462873
TARGET-10-PANSHK-09A-01R	0.33746783926053814	0.3858355413200384
TARGET-10-PANSIA-09A-02R	0.43649785411157327	0.5254316649135308
TARGET-10-PANSPW-09A-01R	0.4979170482867999	0.449502149904671
TARGET-10-PANSUL-09A-01R	0.6311661900653704	0.42214757992105395
TARGET-10-PANSXG-09A-02R	0.7120330137454463	0.41304637451089105
TARGET-10-PANTSM-04A-01R	0.5941426238432658	0.6390102362123768
TARGET-10-PANTSM-09A-01R	0.6684657411486337	0.41289056678483715
TARGET-10-PANTTZ-09B-01R	0.10327787958659071	0.3692828556048512
TARGET-10-PANUHA-09A-01R	0.7166896777191879	0.41292371833458963
TARGET-10-PANUSN-03A-01R	0.7082063351020796	0.4717582372774655
TARGET-10-PANUSN-04A-01R	0.5442735870454338	0.5028131770586209
TARGET-10-PANUUF-09A-02R	0.5867814174626066	0.7802150174853181
TARGET-10-PANWEZ-09B-01R	0.6347435978672569	0.4263942128970604
TARGET-10-PANWFB-09A-01R	0.5513469091761991	0.5582839326697091
TARGET-10-PANWHJ-09A-01R	0.4778063990839199	0.32425389103742563
TARGET-10-PANWHW-09A-01R	0.7342914728448954	0.45172009969795646
TARGET-10-PANWVW-09A-01R	0.4452609783334522	0.30492472917802216
TARGET-10-PANWYH-09A-02R	0.3755645641878236	0.672401526590699
TARGET-10-PANWYH-09B-01R	0.07554442320762639	0.486815021260746
TARGET-10-PANXDB-03A-01R	0.822872747091015	0.3680513478811533
TARGET-10-PANXDR-09A-01R	0.6923567339994331	0.6828710703268049
TARGET-10-PANXPE-04A-01R	0.5578369328849192	0.7330083216294215
TARGET-10-PANYEJ-09A-01R	0.5988738048673138	0.5433448399909588
TARGET-10-PANYGB-04A-01R	0.6942022408181117	0.47007593754775084
TARGET-10-PANYGB-09A-01R	0.5968696955645388	0.660192005516748
TARGET-10-PANYYV-04A-01R	0.3153877087442912	0.5801150825934678
TARGET-10-PANYZE-09A-01R	0.2946192759835982	0.525103918920548
TARGET-10-PANZPJ-04A-01R	0.5049077643708264	0.739537132287655
TARGET-10-PANZPJ-09A-02R	0.5679671055078273	0.5965491032646425
TARGET-10-PANZXZ-03A-02R	0.5304526203608761	0.6653324495703099
TARGET-10-PAPACP-04A-02R	0.46359031045311727	0.42091981214815494
TARGET-10-PAPAGK-04A-01R	0.5839633522087115	0.4634459709182807
TARGET-10-PAPAGK-09A-01R	0.5313856156164328	0.35633864996370157
TARGET-10-PAPAIZ-09A-01R	0.23617200729389384	0.40581130109769775
TARGET-10-PAPAXK-09B-01R	0.28658684151313607	0.23569264061196185
TARGET-10-PAPBCI-09A-01R	0.5068111206573594	0.3843169145061447
TARGET-10-PAPBES-03A-01R	0.37367777405193836	0.3524420417210899
TARGET-10-PAPBFN-09A-01R	0.551721314511177	0.5030607947702187
TARGET-10-PAPBSY-09A-01R	0.5579357947841154	0.6696807964450302
TARGET-10-PAPBZK-09A-01R	0.5093365981061836	0.3922488819505712
TARGET-10-PAPCUR-09A-01R	0.5391209508961933	0.524206758570046
TARGET-10-PAPCVZ-04A-01R	0.3711533208881725	0.5255231079087389
TARGET-10-PAPDKJ-09A-01R	0.5535754212808178	0.267393918061183
TARGET-10-PAPDUF-09A-01R	0.30914092555975153	0.5697744014691245
TARGET-10-PAPDUV-04A-01R	0.5181734269961521	0.5896545938913192
TARGET-10-PAPDUV-09A-02R	0.5087013816925929	0.7814474328060355
TARGET-10-PAPDWT-04A-01R	0.5716980434232715	0.7804083692436252
TARGET-10-PAPEAB-04A-01R	0.20559759193543736	0.5511432646247103
TARGET-10-PAPECF-04A-01R	0.5199147407367429	0.45033513915020446
TARGET-10-PAPECF-09A-01R	0.4959420782359641	0.5160839467991587
TARGET-10-PAPEFH-04A-01R	0.63460300477004	0.6943296034174288
TARGET-10-PAPEFH-09A-01R	0.5214208675429336	0.6543024373877462
TARGET-10-PAPEJN-04A-01R	0.6286884660529223	0.572195518505876
TARGET-10-PAPEJN-09A-01R	0.16394900257846196	0.5389745028071891
TARGET-10-PAPESW-09A-02R	0.40785162155723315	0.41533903105253456
TARGET-10-PAPEWB-09A-01R	0.4495208554081647	0.5764591398562794
TARGET-10-PAPFWH-09A-01R	0.46566670884390454	0.42394112883890694
TARGET-10-PAPFXN-09A-01R	0.5153244836836177	0.4823740444280182
TARGET-10-PAPGFP-04A-01R	0.5449943871201047	0.7511398468476103
TARGET-10-PAPGFP-09A-02R	0.4585304792592149	0.275773070995446
TARGET-10-PAPGGT-03A-01R	0.3159701180951016	0.4436239496415385
TARGET-10-PAPGNC-03A-02R	0.432012586271112	0.6523342031218283
TARGET-10-PAPGYC-09A-01R	0.3097850258494466	0.2415850737522256
TARGET-10-PAPHEK-03A-01R	0.4531019810916715	0.6689472087818562
TARGET-10-PAPHGD-09A-01R	0.29435509162193485	0.4165183914838372
TARGET-10-PAPHJF-04A-01R	0.21789811572378523	0.6594402798541187
TARGET-10-PAPHJF-09A-01R	0.4037862476681298	0.17136539027921513
TARGET-10-PAPHMH-09A-02R	0.6581936979220164	0.535127901815474
TARGET-10-PAPHPX-03B-01R	0.3812432094569342	0.4961415238561334
TARGET-10-PAPHYN-09B-01R	0.23244913671847142	0.582120732513793
TARGET-10-PAPHZT-09A-01R	0.4927488641034613	0.7746455716478131
TARGET-10-PAPIJB-04A-01R	0.2679034308603325	0.6708540622596634
TARGET-10-PAPIJM-09A-01R	0.5742259052550469	0.7558646926037035
TARGET-10-PAPIRZ-09A-01R	0.45847392168883466	0.42849545604828754
TARGET-10-PAPISG-04A-01R	0.2561288835549236	0.5633308176222345
TARGET-10-PAPIYG-03B-01R	0.3659754890762345	0.35177091868963983
TARGET-10-PAPJHB-04A-02R	0.41898024748936424	0.5938382051699777
TARGET-10-PAPJHB-09A-01R	0.40077622766049464	0.6522532519635964
TARGET-10-PAPJHR-09A-01R	0.8981204658746701	0.46003477914418467
TARGET-10-PAPJIB-04A-01R	0.341382628099381	0.27738404386999427
TARGET-10-PAPJIB-09A-01R	0.49928082125397055	0.40807070902392606
TARGET-10-PAPJXI-04A-01R	0.25961755682965415	0.6133254577258137
TARGET-10-PAPJXI-09A-01R	0.332066987156823	0.40141498289736544
TARGET-10-PAPKNC-09A-01R	0.5363975220028359	0.47437707208243685
TARGET-10-PAPKNJ-09B-01R	0.09728665024448355	0.4669601415698646
TARGET-10-PAPLDL-03A-01R	0.5358750192455969	0.47087610270952324
TARGET-10-PAPLDL-04A-01R	0.4476696867289654	0.28633617785612864
TARGET-10-PAPLDM-04A-01R	0.49706045805940796	0.31606487381020093
TARGET-10-PAPLTZ-04A-01R	0.5797006702616655	0.5282529681268483
TARGET-10-PAPLTZ-09A-01R	0.5727508711504447	0.3886372208411098
TARGET-10-PAPLUG-09A-01R	0.8816530603381741	0.2506661917097148
TARGET-10-PAPMFI-04A-02R	0.6715756063138385	0.6161477197227415
TARGET-10-PAPMVB-04A-02R	0.5822172025916	0.5841163547940119
TARGET-10-PAPMVB-09A-02R	0.6112243343793938	0.5115201464201679
TARGET-10-PAPMYD-03A-01R	0.503612017030314	0.7604666122774723
