fpr	tpr	threshold	auroc	gene	shuffled
0.0	0.023809523809523808	0.9912279618985046	0.8675436160858901	TP53	False
0.0	0.047619047619047616	0.985745273580392	0.8675436160858901	TP53	False
0.00024295432458697764	0.047619047619047616	0.9851587364334924	0.8675436160858901	TP53	False
0.00048590864917395527	0.047619047619047616	0.965270891445132	0.8675436160858901	TP53	False
0.0009718172983479105	0.047619047619047616	0.9437291554494704	0.8675436160858901	TP53	False
0.0012147716229348883	0.047619047619047616	0.9413782172504984	0.8675436160858901	TP53	False
0.002186588921282799	0.047619047619047616	0.938720874042605	0.8675436160858901	TP53	False
0.0024295432458697765	0.047619047619047616	0.929607192629999	0.8675436160858901	TP53	False
0.0024295432458697765	0.07142857142857142	0.9291804359127916	0.8675436160858901	TP53	False
0.0029154518950437317	0.07142857142857142	0.9196601618220686	0.8675436160858901	TP53	False
0.0029154518950437317	0.09523809523809523	0.9163878940976842	0.8675436160858901	TP53	False
0.0031584062196307093	0.09523809523809523	0.910094747924534	0.8675436160858901	TP53	False
0.003401360544217687	0.09523809523809523	0.9088964536408168	0.8675436160858901	TP53	False
0.003887269193391642	0.09523809523809523	0.9008660806134442	0.8675436160858901	TP53	False
0.003887269193391642	0.11904761904761904	0.9005537609951046	0.8675436160858901	TP53	False
0.004859086491739553	0.11904761904761904	0.8684416085562597	0.8675436160858901	TP53	False
0.00510204081632653	0.11904761904761904	0.8668518395165081	0.8675436160858901	TP53	False
0.005587949465500486	0.11904761904761904	0.865522543447256	0.8675436160858901	TP53	False
0.0060738581146744415	0.11904761904761904	0.8618696453235121	0.8675436160858901	TP53	False
0.006559766763848397	0.11904761904761904	0.8601381551906286	0.8675436160858901	TP53	False
0.007045675413022352	0.11904761904761904	0.8566742951432997	0.8675436160858901	TP53	False
0.007045675413022352	0.14285714285714285	0.8536106365345557	0.8675436160858901	TP53	False
0.007531584062196307	0.14285714285714285	0.8527276972492595	0.8675436160858901	TP53	False
0.008503401360544218	0.14285714285714285	0.8484722305536487	0.8675436160858901	TP53	False
0.008989310009718173	0.14285714285714285	0.8472507124999157	0.8675436160858901	TP53	False
0.00923226433430515	0.14285714285714285	0.8463727669863159	0.8675436160858901	TP53	False
0.009718172983479106	0.14285714285714285	0.8431252373453719	0.8675436160858901	TP53	False
0.009961127308066083	0.14285714285714285	0.8414421187404042	0.8675436160858901	TP53	False
0.01044703595724004	0.14285714285714285	0.8403567638058207	0.8675436160858901	TP53	False
0.010932944606413994	0.14285714285714285	0.8386280170025014	0.8675436160858901	TP53	False
0.010932944606413994	0.16666666666666666	0.8352991521292199	0.8675436160858901	TP53	False
0.01141885325558795	0.19047619047619047	0.8339610955611771	0.8675436160858901	TP53	False
0.01239067055393586	0.19047619047619047	0.8327159083245266	0.8675436160858901	TP53	False
