sample_id	ras_score	tp53_score	nf1_score	ras_shuffle	tp53_shuffle	nf1_shuffle
BS_014EVM2D	0.4844396375826064	0.3705876931030928	0.6190488606194343	0.4221682026989837	0.45641199975224483	0.49562513037779665
BS_02NZT8CE	0.5419103129550144	0.3252126746852937	0.5237352764068308	0.5396626493906099	0.5174931751418982	0.3424533806279258
BS_02X4QTNE	0.5772732129667508	0.44697705957040684	0.3475610036604273	0.3726737572770498	0.36761387198925255	0.5589313119789957
BS_03FT4S8B	0.5332920987764284	0.49918595857192816	0.5393880168029832	0.5778481638218054	0.6598981981209815	0.6145244702715684
BS_0448A413	0.48856696199371524	0.08090146408688327	0.4156122503806649	0.3944477994834649	0.3988648946854167	0.4093130560175952
BS_044XZ8ST	0.4321284903743282	0.20645712028183924	0.6190584576947564	0.6685079581630838	0.47086552402959836	0.49002623664815415
BS_052PZFMK	0.4378642458186857	0.8282879640157925	0.4647122780300826	0.34599259775411195	0.6545291029661818	0.4716176441791074
BS_063ERW0R	0.5402688001077149	0.4766466679638801	0.5343764376857215	0.43143830893381385	0.6386415147184609	0.5512221730416639
BS_06AMMCXR	0.598108682409471	0.2759312204330621	0.5627701269963539	0.5104401972280781	0.4946182607584711	0.538301797901961
BS_06XH7EVF	0.6181001117874636	0.1789157292161337	0.5102214808496389	0.5205751160162645	0.5970956519163046	0.47547389611465085
BS_07ANYSYQ	0.28483781265977354	0.5624974099159326	0.4685700549068431	0.6031789318113694	0.5211211086035348	0.3996117005079336
BS_09R7GDA7	0.5092294298561452	0.4971939996286066	0.5616997360515489	0.5105443892898945	0.5247992484134081	0.459031695924743
BS_09Z7TC35	0.5018317439224849	0.6980982901333704	0.43160559396379433	0.5641797106896947	0.5517301284443021	0.4672287890963428
BS_0BXY0F9N	0.2907927196224216	0.6241541410669252	0.43372873588061733	0.34780286796160603	0.5344471019871798	0.42341194003871446
BS_0C7VZC0A	0.5023101486677741	0.46239992566587573	0.6125374255514525	0.42375092575696655	0.34299825727845146	0.5312751339470282
BS_0D3SCV7P	0.6763024300593936	0.21896701117192843	0.44153741537858127	0.6353279931615831	0.22265987748603533	0.5886039767370576
BS_0GDJQANN	0.43917002966183494	0.3120468126591092	0.4489893170397073	0.5817575506247927	0.36120382236599063	0.44000376500193633
BS_0HW7W7SD	0.5121155681476717	0.423831667085582	0.5468253961685111	0.38819847201486096	0.6094960842218548	0.5390714284556481
BS_0J9SHHSC	0.5309254040064846	0.46746622564651735	0.5581748107037005	0.5589694244342731	0.5935828755001449	0.6214649710804417
BS_0JBZPAGN	0.5481077656837324	0.6346680093991235	0.47606082577558356	0.4827085073603543	0.7168029454533903	0.5961465868014646
BS_0QYS36NR	0.46076645669117156	0.5397066475893582	0.5423971475498143	0.48336041719547845	0.4437596094101581	0.5466507121738704
BS_0RF0EZTV	0.3690757878943189	0.4381397237224946	0.5248678759723697	0.39092329697376155	0.6369668562713192	0.6004162750041674
BS_0RQ4P069	0.5426606976349748	0.34285969393220583	0.597514502473085	0.5573776869251599	0.6649625975552406	0.4637816587813159
BS_0SC4QNTM	0.5935375116703537	0.45611058237924545	0.5065081400202882	0.3896506066903263	0.5590358992754281	0.5062381110109097
BS_0SCXXM6N	0.561239299413623	0.3148998441856003	0.5740778191967183	0.6226888534943943	0.4661475637281376	0.5687351452712411
BS_0SPCTBZY	0.5639545276378676	0.6110069269437212	0.5801077683918244	0.41786290501602574	0.6372100735362027	0.5852519330441079
BS_0T17SY47	0.3468316239327942	0.5697490603446611	0.4427671378569066	0.5133228559704954	0.36069461626793087	0.5633545048811889
BS_0VRSD9V3	0.3897586827351255	0.786781665918902	0.5825098931919143	0.5772689350346807	0.6349785840110455	0.4851807279810004
BS_0WQJP6ZG	0.3968970801589564	0.5439053526300178	0.4911918929648497	0.5596608010108072	0.3448247144540396	0.4398298128552284
BS_0WVJYM9R	0.30370668750309676	0.566043382085595	0.46808877690814377	0.49362738939864603	0.6595826497689359	0.5191098050372717
BS_0X9EGHY2	0.35233689872508556	0.5626016355975629	0.4975147856088046	0.5190770887791358	0.47631961809599566	0.5392844656165489
BS_0XEG6SNV	0.33749934692328953	0.09933984972635301	0.5283933445901848	0.5171621255536082	0.5385059455880457	0.48000376001643075
BS_0Y66ZBWE	0.5037379170464609	0.5810511227289364	0.5110932000883399	0.4735321920144923	0.7171954934882239	0.65339314314658
BS_0YPDAAE8	0.523501099986517	0.3925043373044775	0.5214913275807901	0.5118158370104489	0.5006102161526655	0.5570308314549743
BS_1021ZGQT	0.5315622766167379	0.33938042787120143	0.36752986521631237	0.5017645781148422	0.3609407887453256	0.6118761506991981
BS_10APZRVT	0.24953086892434453	0.18190903666874908	0.38761043853985305	0.5433676464977135	0.4165374013729146	0.43726079925190037
BS_10MQQC5C	0.5829021364816116	0.4874893698157309	0.4549712652757938	0.6585748415359066	0.4699233198577114	0.4878808105000649
BS_11WY983P	0.48915797482680656	0.6269095549157984	0.4333233387000789	0.4735711761679163	0.6577304100380621	0.45857508030118305
BS_135GYQQD	0.4865174349633915	0.4543092083968875	0.5054332423972554	0.3895012061629407	0.37197395508916614	0.6131930616748228
BS_13CGKADW	0.3295209022840062	0.4265124087465769	0.5198456000542498	0.45533037458524184	0.4607077214225949	0.5462094775154505
BS_15ED4VDX	0.576276095206486	0.5327229532859211	0.5012287031631251	0.47179345650450405	0.4263944175131341	0.5028495011620145
BS_15ETQ0E4	0.5521144468911962	0.4534221644539619	0.46022506907009103	0.5092175434579068	0.6158137681560268	0.3814687386863511
BS_1607397Q	0.4503964121357669	0.4649792940011606	0.4993664780949775	0.6099162275116365	0.43760976122420797	0.5206072022551405
BS_17WYVEEC	0.5400749849944546	0.49448433188201363	0.525429977074353	0.4162848586594858	0.5845237160721503	0.4316939066148167
BS_196BBNEJ	0.27298541554925465	0.6824719819281833	0.4731767537488308	0.6387715439420214	0.30840836166320307	0.5507139241780301
BS_19PXZ71B	0.7318890968417872	0.48486612821209235	0.44337094210673383	0.5067857011134413	0.4577703152002734	0.5349666144500437
BS_1A6MQ9ZA	0.713829222656887	0.45458935520170124	0.6509297289767791	0.6019972840400553	0.382984110349119	0.47102211254735726
BS_1AYRM596	0.3487354589867664	0.6556807302568506	0.38748234798891373	0.5069258636341436	0.7339827789160432	0.3667982664943271
BS_1BKHK7AY	0.5472039953502222	0.45894346276532294	0.4741846877114741	0.4924159515275528	0.4284943507524555	0.5251235956480242
BS_1BWP5MCT	0.4514450540451136	0.44166080925918166	0.4561075478216532	0.5444268314970553	0.5302770534990014	0.5466997837922891
BS_1D6PZNKN	0.6979585242690803	0.7496168311350537	0.5075768401339218	0.33372551734918887	0.5707498387259969	0.41416749661104185
BS_1EBQ3T20	0.5623444580434297	0.42464579896677895	0.4843297072475708	0.4882275725843537	0.6423474803951265	0.5127108043016185
BS_1EN5V3XW	0.5068158892132195	0.7728167287962789	0.40904987623639266	0.391444570793006	0.3431685129914487	0.48081413588792044
BS_1G3WYEN3	0.4042122760915386	0.3480247253385649	0.6204101889461454	0.6536351439088018	0.5448073791069032	0.48328217177099
BS_1HFK0SXV	0.5209448229891991	0.4766854602563592	0.5203752093251429	0.6478441984584548	0.6352270132935104	0.4793828719324241
BS_1HQ76V6D	0.4094224527198315	0.39857839336768874	0.44132719534023934	0.5450732236652024	0.5454102104156571	0.6403974674936883
BS_1J2WQ08M	0.4828336769817351	0.5343262594344641	0.48513698386421	0.5843850150563369	0.5805777726136656	0.4156437064014886
BS_1JDG6JV5	0.5387122543489087	0.35894229133843736	0.6029655125657687	0.5334732538959295	0.6720753594462557	0.4491016902339703
BS_1KYGSMA7	0.41727344340618483	0.4175630039157758	0.5253360898332972	0.396178942137522	0.5405570979745062	0.5414729411294256
