Gene_symbol	current_dataset	previous_dataset
AC017019.1	NA	PBTA
MIR548AS	NA	PBTA
MIR4529	NA	PBTA
RNU6-985P	NA	PBTA
MIR3142	NA	PBTA
PNPLA4P1	NA	PBTA
RNU6-772P	NA	PBTA
MIR1255B1	NA	PBTA
MTND1P12	NA	PBTA
RNU7-159P	NA	PBTA
MIR548AG2	NA	PBTA
RNU6-867P	NA	PBTA
MIR488	NA	PBTA
MIR4318	NA	PBTA
MIR548W	NA	PBTA
MIR1297	NA	PBTA
RN7SKP298	NA	PBTA
RNU6-458P	NA	PBTA
RNU7-147P	NA	PBTA
RNU7-157P	NA	PBTA
RNU5B-6P	NA	PBTA
IGHD1OR15-1B	NA	PBTA
RNU6-332P	NA	PBTA
RNU6-133P	NA	PBTA
RNU6-417P	NA	PBTA
MIR8084	NA	PBTA
MIR7977	NA	PBTA
MIR4510	NA	PBTA
MIR1912	NA	PBTA
RNU6-749P	NA	PBTA
RNU6-261P	NA	PBTA
RNU6-679P	NA	PBTA
RNU7-69P	NA	PBTA
MIR361	NA	PBTA
RNU6-1314P	NA	PBTA
IGHD5OR15-5A	NA	PBTA
MIR515-2	NA	PBTA
RNU6-138P	NA	PBTA
MIR873	NA	PBTA
AC137675.1	NA	PBTA
MIR3686	NA	PBTA
RNU6-99P	NA	PBTA
RNU6-209P	NA	PBTA
RNU6-655P	NA	PBTA
RNU6-1129P	NA	PBTA
RNU7-14P	NA	PBTA
MIR4264	NA	PBTA
MIR941-1	NA	PBTA
RNU7-51P	NA	PBTA
RNU6-280P	NA	PBTA
RNU7-65P	NA	PBTA
MIR5692A2	NA	PBTA
RNU7-130P	NA	PBTA
ZYXP1	NA	PBTA
RNA5SP406	NA	PBTA
RNA5SP517	NA	PBTA
MIR548X	NA	PBTA
MIR548F4	NA	PBTA
MIR4503	NA	PBTA
MIR2052	NA	PBTA
RNU6-472P	NA	PBTA
MIR3910-1	NA	PBTA
RBMY2UP	NA	PBTA
RNU7-120P	NA	PBTA
MIR548AE1	NA	PBTA
MIR4661	NA	PBTA
RNA5SP409	NA	PBTA
MIR514A2	NA	PBTA
MIR941-5	NA	PBTA
MIR3923	NA	PBTA
MIR3118-2	NA	PBTA
MIR4495	NA	PBTA
MIR891A	NA	PBTA
MIR548M	NA	PBTA
RNU6-544P	NA	PBTA
MIR1302-6	NA	PBTA
MIR31	NA	PBTA
MIR764	NA	PBTA
MIR3156-1	NA	PBTA
RNU6-67P	NA	PBTA
MIR4693	NA	PBTA
RNU6-374P	NA	PBTA
MIR7157	NA	PBTA
RNA5SP50	NA	PBTA
MIR105-1	NA	PBTA
MIR3670-4	NA	PBTA
MIR514A3	NA	PBTA
MIR4487	NA	PBTA
MIR6072	NA	PBTA
MIR4718	NA	PBTA
MIR105-2	NA	PBTA
RNU7-148P	NA	PBTA
RNU6-573P	NA	PBTA
RNU6-1236P	NA	PBTA
HSFY7P	NA	PBTA
RNU6-555P	NA	PBTA
MIR1264	NA	PBTA
MIR924	NA	PBTA
MIR302F	NA	PBTA
SNORA108	NA	PBTA
MIR3687-1	NA	PBTA
RNU6-974P	NA	PBTA
RNA5SP347	NA	PBTA
MIR548I4	NA	PBTA
RNU7-152P	NA	PBTA
MIR504	NA	PBTA
MIR1263	NA	PBTA
RNU7-99P	NA	PBTA
MIR4704	NA	PBTA
MIR30D	NA	PBTA
SNORD115-46	NA	PBTA
AC006335.2	NA	PBTA
MIR3668	NA	PBTA
MIR548AB	NA	PBTA
RNU7-2P	NA	PBTA
RNU7-155P	NA	PBTA
MIR2053	NA	PBTA
MIR5579	NA	PBTA
snoZ40	NA	PBTA
MIR4535	NA	PBTA
RNA5SP253	NA	PBTA
MIR320D2	NA	PBTA
MIR3670-3	NA	PBTA
RNU6-54P	NA	PBTA
RNU7-153P	NA	PBTA
MIR297	NA	PBTA
USP9YP33	NA	PBTA
MIR3201	NA	PBTA
TSPY21P	NA	PBTA
UBE2Q2P5Y	NA	PBTA
MIR3156-2	NA	PBTA
MIR548AV	NA	PBTA
MIR5007	NA	PBTA
MIR5011	NA	PBTA
MIR3123	NA	PBTA
MIR4699	NA	PBTA
RNU7-66P	NA	PBTA
MIR892C	NA	PBTA
MIR515-1	NA	PBTA
MIR383	NA	PBTA
RNU4-37P	NA	PBTA
MIR890	NA	PBTA
MIR3171	NA	PBTA
MIR548F1	NA	PBTA
RNU6-184P	NA	PBTA
RNU6-712P	NA	PBTA
AC007322.1	NA	PBTA
USP9YP19	NA	PBTA
TTTY17A	NA	PBTA
UBE2Q2P4Y	NA	PBTA
ELOCP35	NA	PBTA
ZNF736P3Y	NA	PBTA
USP9YP29	NA	PBTA
USP9YP11	NA	PBTA
USP9YP24	NA	PBTA
OFD1P13Y	NA	PBTA
USP9YP25	NA	PBTA
DUX4L7	NA	PBTA
TSPY23P	NA	PBTA
USP9YP18	NA	PBTA
CDY17P	NA	PBTA
TRIM60P11Y	NA	PBTA
DUX4L29	NA	PBTA
USP9YP17	NA	PBTA
DUX4L21	NA	PBTA
REXO1L4P	NA	PBTA
MIR3116-1	NA	PBTA
MIR1295A	NA	PBTA
MIR664A	NA	PBTA
RNA5SP162	NA	PBTA
MIR4433B	NA	PBTA
MIR4445	NA	PBTA
RNU7-82P	NA	PBTA
USP17L19	NA	PBTA
USP17L24	NA	PBTA
USP17L25	NA	PBTA
USP17L26	NA	PBTA
USP17L27	NA	PBTA
USP17L28	NA	PBTA
USP17L29	NA	PBTA
USP17L30	NA	PBTA
RNA5SP157	NA	PBTA
MIR548AG1	NA	PBTA
MIR2054	NA	PBTA
MIR3688-1	NA	PBTA
DUX4L6	NA	PBTA
DUX4L5	NA	PBTA
DUX4L1	NA	PBTA
DUX4L3	NA	PBTA
DUX4L2	NA	PBTA
SNORD29	NA	PBTA
MIR548AE2	NA	PBTA
MIR103A1	NA	PBTA
MIR6838	NA	PBTA
MIR3914-1	NA	PBTA
MIR4659A	NA	PBTA
RNA5SP254	NA	PBTA
MIR3926-1	NA	PBTA
MIR486-1	NA	PBTA
MIR5681A	NA	PBTA
REXO1L10P	NA	PBTA
MIR4662B	NA	PBTA
MIR101-2	NA	PBTA
MIR4665	NA	PBTA
SNORD36C	NA	PBTA
MIR3155A	NA	PBTA
MIR7162	NA	PBTA
SNORD98	NA	PBTA
MIR6715A	NA	PBTA
DUX4L24	NA	PBTA
DUX4L23	NA	PBTA
DUX4L22	NA	PBTA
DUX4L20	NA	PBTA
MIR3160-1	NA	PBTA
RNU7-88P	NA	PBTA
TRDD1	NA	PBTA
TRDD2	NA	PBTA
IGHD5-5	NA	PBTA
IGHD4OR15-4A	NA	PBTA
IGHD2OR15-2A	NA	PBTA
IGHD1OR15-1A	NA	PBTA
MIR5701-2	NA	PBTA
MIR7973-2	NA	PBTA
MIR7973-1	NA	PBTA
SNORD18B	NA	PBTA
MIR4520-1	NA	PBTA
RNY4P13	NA	PBTA
MIR3065	NA	PBTA
MIR5583-2	NA	PBTA
MIR5583-1	NA	PBTA
MIR3190	NA	PBTA
MIR512-1	NA	PBTA
MIR520B	NA	PBTA
MIR517B	NA	PBTA
MIR103A2	NA	PBTA
MIR8062	NA	PBTA
MIR941-2	NA	PBTA
MIR941-3	NA	PBTA
MIR3156-3	NA	PBTA
SNORD43	NA	PBTA
MIR4770	NA	PBTA
MIR374B	NA	PBTA
CT47A11	NA	PBTA
CT47A10	NA	PBTA
CT47A9	NA	PBTA
CT47A8	NA	PBTA
CT47A5	NA	PBTA
CT47A4	NA	PBTA
CT47A3	NA	PBTA
CT47A2	NA	PBTA
MIR718	NA	PBTA
RNU6-109P	NA	PBTA
TRAPPC2P9	NA	PBTA
TTTY17B	NA	PBTA
TRAPPC2P5	NA	PBTA
IGKJ1	NA	GMKF
IGKJ2	NA	GMKF
IGKJ4	NA	GMKF
IGKJ5	NA	GMKF
IGKJ3	NA	GMKF
IGHJ4	NA	GMKF
MT-TS1	NA	GMKF
IGHJ6	NA	GMKF
IGHJ3	NA	GMKF
IGHJ5	NA	GMKF
MT-TE	NA	GMKF
MT-TL1	NA	GMKF
IGHJ2	NA	GMKF
MT-TY	NA	GMKF
MT-TI	NA	GMKF
IGHJ1	NA	GMKF
MT-TL2	NA	GMKF
MT-TV	NA	GMKF
MT-TM	NA	GMKF
MT-TP	NA	GMKF
HLA-S	NA	GMKF
MT-TD	NA	GMKF
MT-TC	NA	GMKF
MT-TT	NA	GMKF
MT-TH	NA	GMKF
MIR145	NA	GMKF
MT-TF	NA	GMKF
IGHD3-10	NA	GMKF
MT-TA	NA	GMKF
MT-TN	NA	GMKF
MT-TK	NA	GMKF
MT-TG	NA	GMKF
IGHD3-3	NA	GMKF
MT-TR	NA	GMKF
MIR324	NA	GMKF
IGHD3-22	NA	GMKF
MIR6883	NA	GMKF
TRBJ2-1	NA	GMKF
MT-TS2	NA	GMKF
TRGJP2	NA	GMKF
TRBJ2-7	NA	GMKF
TRGJP	NA	GMKF
MT-TQ	NA	GMKF
IGHD2-15	NA	GMKF
TRBJ2-3	NA	GMKF
MIR631	NA	GMKF
IGHD3-9	NA	GMKF
RNU6-776P	NA	GMKF
MT-TW	NA	GMKF
IGHD2-2	NA	GMKF
TRGJP1	NA	GMKF
TRBJ2-5	NA	GMKF
IGHD2-21	NA	GMKF
IGHD3-16	NA	GMKF
MIR3064	NA	GMKF
RNU6-882P	NA	GMKF
TRBJ2-2	NA	GMKF
TRGJ1	NA	GMKF
SNORD19B	NA	GMKF
MIR4668	NA	GMKF
RNU6-415P	NA	GMKF
IGHD4-17	NA	GMKF
MIR186	NA	GMKF
SNORD102	NA	GMKF
IGLJ6	NA	GMKF
IGLJ7	NA	GMKF
MIR429	NA	GMKF
MIR6785	NA	GMKF
MIR8083	NA	GMKF
RNU6-1022P	NA	GMKF
MIR4737	NA	GMKF
SNORD19	NA	GMKF
MIR3164	NA	GMKF
IGHD6-19	NA	GMKF
RNU6-595P	NA	GMKF
MIR3125	NA	GMKF
MIR3682	NA	GMKF
RNA5SP219	NA	GMKF
MIR4742	NA	GMKF
RNU6-1098P	NA	GMKF
IGHD5-12	NA	GMKF
MIR200B	NA	GMKF
TRDJ1	NA	GMKF
MIR6787	NA	GMKF
RNU6-167P	NA	GMKF
MIR3671	NA	GMKF
SNORD73A	NA	GMKF
MIR1539	NA	GMKF
MIR6821	NA	GMKF
IGHD2-8	NA	GMKF
MIR93	NA	GMKF
SNORD72	NA	GMKF
MIR200A	NA	GMKF
RNU5B-4P	NA	GMKF
ZNRD1-AS1_2	NA	GMKF
SNORD100	NA	GMKF
MIR567	NA	GMKF
IGHD6-13	NA	GMKF
TRBJ2-4	NA	GMKF
TRBJ2-6	NA	GMKF
MIR5685	NA	GMKF
IGHD4-23	NA	GMKF
AC004869.2	NA	GMKF
RNU6-282P	NA	GMKF
MIR6884	NA	GMKF
TRAJ4	NA	GMKF
SNORD49A	NA	GMKF
RNU2-38P	NA	GMKF
MIR224	NA	GMKF
TRAJ42	NA	GMKF
MIR27A	NA	GMKF
TRAJ6	NA	GMKF
MIR3613	NA	GMKF
SNORD26	NA	GMKF
MIR208B	NA	GMKF
TRAJ52	NA	GMKF
TRAJ37	NA	GMKF
TRAJ49	NA	GMKF
MIR4635	NA	GMKF
TRAJ45	NA	GMKF
SNORD28	NA	GMKF
MIR6503	NA	GMKF
MIR3131	NA	GMKF
TRAJ39	NA	GMKF
SNORD20	NA	GMKF
MTRNR2L2	NA	GMKF
SNORD104	NA	GMKF
MIR6762	NA	GMKF
IGHVIII-67-2	NA	GMKF
TRAJ33	NA	GMKF
IGHD1-26	NA	GMKF
TRAJ13	NA	GMKF
TRAJ20	NA	GMKF
TRAJ48	NA	GMKF
TRAJ22	NA	GMKF
MIR559	NA	GMKF
MIR7107	NA	GMKF
TRAJ34	NA	GMKF
TRAJ23	NA	GMKF
RNU6-584P	NA	GMKF
RNU6-509P	NA	GMKF
RNU6-483P	NA	GMKF
MIR3186	NA	GMKF
IGHVIII-5-1	NA	GMKF
SNORD54	NA	GMKF
TRAJ10	NA	GMKF
TRAJ9	NA	GMKF
SNORD117	NA	GMKF
TRAJ43	NA	GMKF
RNA5SP132	NA	GMKF
SNORD34	NA	GMKF
IGHD5-24	NA	GMKF
RNU6-460P	NA	GMKF
TRAJ40	NA	GMKF
RNU6-623P	NA	GMKF
MIR4269	NA	GMKF
TRAJ3	NA	GMKF
SNORD5	NA	GMKF
MIR4653	NA	GMKF
SNORD58C	NA	GMKF
TRAJ30	NA	GMKF
TRAJ47	NA	GMKF
TRAJ31	NA	GMKF
TRAJ53	NA	GMKF
MIR1238	NA	GMKF
TRAJ17	NA	GMKF
MIR149	NA	GMKF
IGHD6-6	NA	GMKF
TRAJ26	NA	GMKF
IGHJ2P	NA	GMKF
TRAJ57	NA	GMKF
MIR7111	NA	GMKF
TRAJ44	NA	GMKF
RNU6-644P	NA	GMKF
TRAJ29	NA	GMKF
TRAJ54	NA	GMKF
MIR3179-1	NA	GMKF
MIR4537	NA	GMKF
SNORD38A	NA	GMKF
TRAJ28	NA	GMKF
MIR4749	NA	GMKF
MIR26A2	NA	GMKF
MIR6834	NA	GMKF
TRAJ8	NA	GMKF
RNU6-1257P	NA	GMKF
TRAJ5	NA	GMKF
MIR3180-1	NA	GMKF
RNU6-824P	NA	GMKF
MIR8078	NA	GMKF
TRAJ27	NA	GMKF
IGLJ5	NA	GMKF
TRAJ36	NA	GMKF
SNORD114-2	NA	GMKF
RNU6-844P	NA	GMKF
TRAJ32	NA	GMKF
RNU6-969P	NA	GMKF
MIR3690	NA	GMKF
TRAJ21	NA	GMKF
IGHD1-1	NA	GMKF
SNORD115-45	NA	GMKF
SNORD59A	NA	GMKF
TRAJ18	NA	GMKF
MIR8085	NA	GMKF
MIR656	NA	GMKF
MIR6758	NA	GMKF
RNU6-1091P	NA	GMKF
MIR6819	NA	GMKF
MIR1234	NA	GMKF
TRAJ38	NA	GMKF
MIR4754	NA	GMKF
TRAJ41	NA	GMKF
IGHJ3P	NA	GMKF
MIR6721	NA	GMKF
TRAJ24	NA	GMKF
MIR6727	NA	GMKF
TRAJ16	NA	GMKF
RNY4P17	NA	GMKF
SNORD99	NA	GMKF
TRAJ58	NA	GMKF
RNY4P24	NA	GMKF
TRAJ11	NA	GMKF
RNU6-780P	NA	GMKF
SNORD69	NA	GMKF
MIR4506	NA	GMKF
RNU6-725P	NA	GMKF
MIR3138	NA	GMKF
MIR4420	NA	GMKF
MIR4746	NA	GMKF
RNU6-409P	NA	GMKF
MIR6071	NA	GMKF
MIR6845	NA	GMKF
TRAJ12	NA	GMKF
MIR6510	NA	GMKF
MIR6859-4	NA	GMKF
MIR4722	NA	GMKF
RNU6-911P	NA	GMKF
SNORD58A	NA	GMKF
MIR4786	NA	GMKF
RNU6-1043P	NA	GMKF
TRAJ35	NA	GMKF
MIR6757	NA	GMKF
IGHVIII-22-2	NA	GMKF
RNU6-1042P	NA	GMKF
RNU6-677P	NA	GMKF
MIR6850	NA	GMKF
RNA5SP124	NA	GMKF
MIR6726	NA	GMKF
RNU6-1333P	NA	GMKF
TRAJ7	NA	GMKF
RNU6-199P	NA	GMKF
MIR4677	NA	GMKF
MIR6772	NA	GMKF
MIR4538	NA	GMKF
MT1CP	NA	GMKF
MIR3149	NA	GMKF
MIR1909	NA	GMKF
MIR6756	NA	GMKF
SNORD27	NA	GMKF
RNU6-967P	NA	GMKF
RNA5SP247	NA	GMKF
RNU6-1215P	NA	GMKF
MIR150	NA	GMKF
SNORD30	NA	GMKF
RNU6-288P	NA	GMKF
AC062032.1	NA	GMKF
MIR548AR	NA	GMKF
MIR6867	NA	GMKF
MIR6751	NA	GMKF
MIR6848	NA	GMKF
MIR7108	NA	GMKF
SNORD2	NA	GMKF
RNU6-57P	NA	GMKF
TRAJ56	NA	GMKF
TRAJ50	NA	GMKF
MIR6895	NA	GMKF
RNU6-903P	NA	GMKF
TRBJ2-2P	NA	GMKF
RNU6-897P	NA	GMKF
IGHD6-25	NA	GMKF
MIR6875	NA	GMKF
SNORD50B	NA	GMKF
MIR4784	NA	GMKF
RNU6-308P	NA	GMKF
MIR6800	NA	GMKF
RNU6-1301P	NA	GMKF
MIR6088	NA	GMKF
MIR320C1	NA	GMKF
MIR6801	NA	GMKF
RNU6-160P	NA	GMKF
MIR7113	NA	GMKF
MIR6746	NA	GMKF
MIR7152	NA	GMKF
RNU6-1203P	NA	GMKF
MIR215	NA	GMKF
MIR4701	NA	GMKF
RNA5SP320	NA	GMKF
MIR331	NA	GMKF
MIR6730	NA	GMKF
MIR4723	NA	GMKF
RNU6-136P	NA	GMKF
RNU6-618P	NA	GMKF
RNA5SP258	NA	GMKF
MIR3153	NA	GMKF
MIR6808	NA	GMKF
MIR7703	NA	GMKF
MIR7109	NA	GMKF
MIR6509	NA	GMKF
IGHD1-20	NA	GMKF
MIR4730	NA	GMKF
MIR644A	NA	GMKF
MIR6069	NA	GMKF
MIR6791	NA	GMKF
SNORD101	NA	GMKF
RNU7-48P	NA	GMKF
RNU6-924P	NA	GMKF
SNORD6	NA	GMKF
MIR4690	NA	GMKF
MIR4728	NA	GMKF
RNU6-886P	NA	GMKF
MIR4672	NA	GMKF
MIR5692B	NA	GMKF
MIR548AN	NA	GMKF
MIR5707	NA	GMKF
AC007948.1	NA	GMKF
MIR375	NA	GMKF
MIR6777	NA	GMKF
MIR3677	NA	GMKF
MIR6748	NA	GMKF
RNU6-1318P	NA	GMKF
IGHVII-40-1	NA	GMKF
RNU6-19P	NA	GMKF
MIR4512	NA	GMKF
MIR452	NA	GMKF
MIR6750	NA	GMKF
RNU6-799P	NA	GMKF
RNA5SP277	NA	GMKF
RNU7-52P	NA	GMKF
MIR8089	NA	GMKF
MIR4489	NA	GMKF
MIR3972	NA	GMKF
MIR3177	NA	GMKF
MIR4666A	NA	GMKF
MIR5094	NA	GMKF
MIR320A	NA	GMKF
MIR4526	NA	GMKF
TRDJ3	NA	GMKF
MIR548L	NA	GMKF
MIR3117	NA	GMKF
MIR760	NA	GMKF
SNORD116-30	NA	GMKF
TRGJ2	NA	GMKF
MIR4436A	NA	GMKF
MIR4477B	NA	GMKF
CYP3A52P	NA	GMKF
MIR4292	NA	GMKF
MIR6784	NA	GMKF
RNY4P20	NA	GMKF
RNU6-151P	NA	GMKF
MIR8075	NA	GMKF
RNU6-422P	NA	GMKF
MIR6739	NA	GMKF
MIR4740	NA	GMKF
MIR6858	NA	GMKF
MIR4999	NA	GMKF
MIR4507	NA	GMKF
RNU6-550P	NA	GMKF
MIR7112	NA	GMKF
TRDJ2	NA	GMKF
RNU6-260P	NA	GMKF
IGHV1OR16-2	NA	GMKF
RNU6-110P	NA	GMKF
MIR4738	NA	GMKF
MIR1270	NA	GMKF
SNORD48	NA	GMKF
RNU6-145P	NA	GMKF
MIR1229	NA	GMKF
RNU6-854P	NA	GMKF
MIR4271	NA	GMKF
SNORD63	NA	GMKF
MIR9-3	NA	GMKF
MIR1179	NA	GMKF
IGKV2-38	NA	GMKF
snoMe28S-Am2634	NA	GMKF
SNORD93	NA	GMKF
MTRNR2L9	NA	GMKF
MIR5695	NA	GMKF
MIR6732	NA	GMKF
RNU7-13P	NA	GMKF
RNU6-135P	NA	GMKF
RNU6-339P	NA	GMKF
MIR6124	NA	GMKF
SPINT5P	NA	GMKF
MIR3680-1	NA	GMKF
MIR548AY	NA	GMKF
mascRNA-menRNA	NA	GMKF
MIR6859-1	NA	GMKF
RNU6-588P	NA	GMKF
MIR649	NA	GMKF
MIR6890	NA	GMKF
MIR6790	NA	GMKF
MIR6894	NA	GMKF
MIR6832	NA	GMKF
RNA5SP170	NA	GMKF
MIR138-2	NA	GMKF
RNU6-933P	NA	GMKF
MIR561	NA	GMKF
RNU6-726P	NA	GMKF
MIR580	NA	GMKF
MIR6798	NA	GMKF
MIR3161	NA	GMKF
MIR4772	NA	GMKF
MIR3685	NA	GMKF
MIR4744	NA	GMKF
SNORD84	NA	GMKF
MIR1226	NA	GMKF
MIR4745	NA	GMKF
RNU6-269P	NA	GMKF
MIR4783	NA	GMKF
MIR4530	NA	GMKF
MIR8076	NA	GMKF
RNU6-527P	NA	GMKF
RNU6-766P	NA	GMKF
RNU6-813P	NA	GMKF
MIR4312	NA	GMKF
RNU6-1190P	NA	GMKF
MIR4539	NA	GMKF
MIR23A	NA	GMKF
RNU6-724P	NA	GMKF
MIR491	NA	GMKF
RNU6-236P	NA	GMKF
MIR24-2	NA	GMKF
RNU6-1141P	NA	GMKF
RNU6-399P	NA	GMKF
RNU6-1169P	NA	GMKF
MIR7974	NA	GMKF
MIR6878	NA	GMKF
MIR4734	NA	GMKF
MIR6749	NA	GMKF
RNU4-90P	NA	GMKF
MIR6729	NA	GMKF
MIR4656	NA	GMKF
MIR6761	NA	GMKF
MIR4513	NA	GMKF
MIR548H1	NA	GMKF
MIR4502	NA	GMKF
MIR5787	NA	GMKF
SNORD123	NA	GMKF
RNU6-506P	NA	GMKF
RNU6-1205P	NA	GMKF
RNA5SP218	NA	GMKF
MIR2116	NA	GMKF
RNU6-542P	NA	GMKF
MIR563	NA	GMKF
RNA5SP35	NA	GMKF
RNU6-524P	NA	GMKF
MIR181B2	NA	GMKF
MIR208A	NA	GMKF
IGHD1-7	NA	GMKF
MIR6722	NA	GMKF
RNA5SP278	NA	GMKF
RNU6-158P	NA	GMKF
MIR6797	NA	GMKF
MIR587	NA	GMKF
RNU6-450P	NA	GMKF
RNU6-1289P	NA	GMKF
MIR6849	NA	GMKF
MIR3154	NA	GMKF
MIR6853	NA	GMKF
MIR4285	NA	GMKF
MIR1249	NA	GMKF
MIR4777	NA	GMKF
SNORD115-4	NA	GMKF
RNU7-40P	NA	GMKF
MIR6781	NA	GMKF
SNORD39	NA	GMKF
SNORD42A	NA	GMKF
MIR6865	NA	GMKF
RNA5SP460	NA	GMKF
RNA5SP40	NA	GMKF
RNA5SP321	NA	GMKF
MIR6752	NA	GMKF
SNORD73B	NA	GMKF
IGHJ1P	NA	GMKF
RNU6-1310P	NA	GMKF
MIR4479	NA	GMKF
MIR6804	NA	GMKF
MIR4632	NA	GMKF
RNU6-624P	NA	GMKF
MIR6881	NA	GMKF
RNU6-782P	NA	GMKF
RNU6-451P	NA	GMKF
RNU6-908P	NA	GMKF
RNU6-62P	NA	GMKF
RNU6-922P	NA	GMKF
MIR3135B	NA	GMKF
RNU6-272P	NA	GMKF
MIR6796	NA	GMKF
MIR3656	NA	GMKF
RNA5SP476	NA	GMKF
MIR6514	NA	GMKF
RNA5SP120	NA	GMKF
MIR8058	NA	GMKF
RNA5SP163	NA	GMKF
MIRLET7A1	NA	GMKF
RNU6-1181P	NA	GMKF
MIR4664	NA	GMKF
MIR4706	NA	GMKF
RNU6-796P	NA	GMKF
MIR541	NA	GMKF
RNU6-1282P	NA	GMKF
MIR6870	NA	GMKF
AC079150.2	NA	GMKF
TRAJ46	NA	GMKF
RNU6-1050P	NA	GMKF
RNU5A-4P	NA	GMKF
MIR6851	NA	GMKF
MIR1228	NA	GMKF
RNU6-1149P	NA	GMKF
KRTAP9-10P	NA	GMKF
MIR6773	NA	GMKF
RNU6-535P	NA	GMKF
MIR6864	NA	GMKF
MIR1180	NA	GMKF
MIR548V	NA	GMKF
RNU6-455P	NA	GMKF
MIR4322	NA	GMKF
RNU6-960P	NA	GMKF
MIR6825	NA	GMKF
MIR6763	NA	GMKF
SNORD59	NA	GMKF
MIR6889	NA	GMKF
RNU6-331P	NA	GMKF
MIR548AT	NA	GMKF
RNU6-1146P	NA	GMKF
SNORD56	NA	GMKF
MIR6513	NA	GMKF
MIR6835	NA	GMKF
RNA5SP47	NA	GMKF
MIR6802	NA	GMKF
RNA5SP512	NA	GMKF
MIR4284	NA	GMKF
MIR6792	NA	GMKF
MIR4518	NA	GMKF
MIR1915	NA	GMKF
MIR4297	NA	GMKF
MIR4685	NA	GMKF
MIR4324	NA	GMKF
MIR6769A	NA	GMKF
MIR6793	NA	GMKF
RNU6-758P	NA	GMKF
RNU6-1154P	NA	GMKF
MIR3132	NA	GMKF
RNU6-651P	NA	GMKF
MIR1203	NA	GMKF
RNU6-58P	NA	GMKF
MIR200C	NA	GMKF
MIR6737	NA	GMKF
RNU6-1250P	NA	GMKF
RNA5SP256	NA	GMKF
MIR3192	NA	GMKF
SNORD115-21	NA	GMKF
MIR548AW	NA	GMKF
MIR670	NA	GMKF
RNU6-645P	NA	GMKF
RNU6-1306P	NA	GMKF
RNU6-191P	NA	GMKF
IGHD3OR15-3B	NA	GMKF
RNU6-1324P	NA	GMKF
RNA5SP448	NA	GMKF
RNA5SP60	NA	GMKF
MIR6780B	NA	GMKF
RNU6-973P	NA	GMKF
MIR6803	NA	GMKF
MIR3189	NA	GMKF
RNU6-971P	NA	GMKF
MIR6859-2	NA	GMKF
MIR6778	NA	GMKF
MIR5088	NA	GMKF
MIR3198-1	NA	GMKF
MIR6766	NA	GMKF
RNU6-254P	NA	GMKF
MIR6499	NA	GMKF
SNORD114-10	NA	GMKF
RNA5SP441	NA	GMKF
MIR3646	NA	GMKF
RNU7-151P	NA	GMKF
MIR6515	NA	GMKF
RNU6-1081P	NA	GMKF
RNU6-1137P	NA	GMKF
MIR6812	NA	GMKF
MIR8071-2	NA	GMKF
RNU6-1212P	NA	GMKF
MIR4522	NA	GMKF
SNORD18A	NA	GMKF
MIR21	NA	GMKF
MIR4314	NA	GMKF
MIR3151	NA	GMKF
MIR6747	NA	GMKF
MIR6774	NA	GMKF
MIR5588	NA	GMKF
MIR138-1	NA	GMKF
MIR4642	NA	GMKF
MIRLET7G	NA	GMKF
RNU6-258P	NA	GMKF
MIR6815	NA	GMKF
RNA5SP461	NA	GMKF
MIR938	NA	GMKF
MIR6862-2	NA	GMKF
MIR4725	NA	GMKF
MIR6077	NA	GMKF
MIR4782	NA	GMKF
MIR6511B2	NA	GMKF
MIR320E	NA	GMKF
MIR6768	NA	GMKF
RNU6-927P	NA	GMKF
MIR1303	NA	GMKF
MIR4467	NA	GMKF
MIR6767	NA	GMKF
RNA5SP130	NA	GMKF
RNA5SP175	NA	GMKF
MIR1972-1	NA	GMKF
MIR301A	NA	GMKF
MIR3162	NA	GMKF
RNU7-140P	NA	GMKF
TRAJ61	NA	GMKF
RNU6-287P	NA	GMKF
MIR548A3	NA	GMKF
RNU6-613P	NA	GMKF
RNU6-79P	NA	GMKF
MIR328	NA	GMKF
MIR8071-1	NA	GMKF
MIR4726	NA	GMKF
MIR4488	NA	GMKF
MIR6741	NA	GMKF
MIR4641	NA	GMKF
RNU6-456P	NA	GMKF
MIR4305	NA	GMKF
MIR6806	NA	GMKF
MIR9500	NA	GMKF
RNA5SP97	NA	GMKF
MIR7849	NA	GMKF
MIR6744	NA	GMKF
MIR6776	NA	GMKF
RNU6ATAC11P	NA	GMKF
MIR1913	NA	GMKF
MIR199A1	NA	GMKF
MIR130A	NA	GMKF
RNU6-894P	NA	GMKF
SNORD37	NA	GMKF
SNORD41	NA	GMKF
MIR4667	NA	GMKF
MIR758	NA	GMKF
MIR6770-1	NA	GMKF
MIR6814	NA	GMKF
MIR34B	NA	GMKF
RNU6-317P	NA	GMKF
RNU6-319P	NA	GMKF
SNORD53	NA	GMKF
RNU2-16P	NA	GMKF
MIR933	NA	GMKF
MIR6879	NA	GMKF
RNU6-902P	NA	GMKF
MIR6511A1	NA	GMKF
RNU6-768P	NA	GMKF
snoMBII-202	NA	GMKF
MIR2467	NA	GMKF
MIR7843	NA	GMKF
MIR5087	NA	GMKF
MIR601	NA	GMKF
RNU6-526P	NA	GMKF
RNU6-565P	NA	GMKF
MIR4768	NA	GMKF
RNA5SP367	NA	GMKF
RFPL3-AS1_1	NA	GMKF
SNORD66	NA	GMKF
MIR4259	NA	GMKF
MIR4281	NA	GMKF
