Gene_symbol	current_dataset	previous_dataset
RNU7-196P	NA	All Cohorts
MIR4650-2	NA	All Cohorts
MIR4491	NA	All Cohorts
MIR6504	NA	All Cohorts
RNU7-119P	NA	All Cohorts
MIR516B1	NA	All Cohorts
RNU6-794P	NA	All Cohorts
MIR4671	NA	All Cohorts
MIR3672	NA	All Cohorts
RNU6-253P	NA	All Cohorts
MIR320B1	NA	All Cohorts
USP9YP12	NA	All Cohorts
RNA5SP116	NA	All Cohorts
MIR320C2	NA	All Cohorts
RNU7-55P	NA	All Cohorts
RNU6-1179P	NA	All Cohorts
MIR513A1	NA	All Cohorts
MIR5692A1	NA	All Cohorts
RNU6-1213P	NA	All Cohorts
RNA5SP342	NA	All Cohorts
RNU7-107P	NA	All Cohorts
RNU6-1130P	NA	All Cohorts
RNU7-149P	NA	All Cohorts
RNU6-1059P	NA	All Cohorts
RNU6-77P	NA	All Cohorts
MIR6844	NA	All Cohorts
MIR517A	NA	All Cohorts
MIR4421	NA	All Cohorts
RNU6-284P	NA	All Cohorts
MIR6086	NA	All Cohorts
RNU6-1041P	NA	All Cohorts
RNU6-276P	NA	All Cohorts
RNU6-1023P	NA	All Cohorts
MIR4290	NA	All Cohorts
IGHD4-11	NA	All Cohorts
RNU6-214P	NA	All Cohorts
RNU7-174P	NA	All Cohorts
RNA5SP147	NA	All Cohorts
RNU6-622P	NA	All Cohorts
MIR548F5	NA	All Cohorts
MIR4524B	NA	All Cohorts
MIR4735	NA	All Cohorts
MIRLET7A2	NA	All Cohorts
MIR4480	NA	All Cohorts
MIR4307	NA	All Cohorts
MIR4317	NA	All Cohorts
SNORD36	NA	All Cohorts
MIR329-1	NA	All Cohorts
RN7SKP223	NA	All Cohorts
RNU7-74P	NA	All Cohorts
MIR4501	NA	All Cohorts
MIR4330	NA	All Cohorts
MIR3152	NA	All Cohorts
MIR518A2	NA	All Cohorts
RNU7-85P	NA	All Cohorts
RNU6-830P	NA	All Cohorts
RNU6-706P	NA	All Cohorts
MIR4666B	NA	All Cohorts
MIR4705	NA	All Cohorts
RNY4P29	NA	All Cohorts
RNA5SP94	NA	All Cohorts
RNU6-982P	NA	All Cohorts
MIR4474	NA	All Cohorts
MIR4514	NA	All Cohorts
MIR3975	NA	All Cohorts
RNU6-231P	NA	All Cohorts
RNU7-38P	NA	All Cohorts
MIR4791	NA	All Cohorts
SNORD115-48	NA	All Cohorts
RNU6-627P	NA	All Cohorts
RNU6-1106P	NA	All Cohorts
RNU6-845P	NA	All Cohorts
RNU7-60P	NA	All Cohorts
MIR6508	NA	All Cohorts
RNU7-70P	NA	All Cohorts
RNU7-173P	NA	All Cohorts
SNORD114-15	NA	All Cohorts
MIR4293	NA	All Cohorts
MIR888	NA	All Cohorts
MIR4703	NA	All Cohorts
MIR4765	NA	All Cohorts
MIR147A	NA	All Cohorts
MIR4276	NA	All Cohorts
RNU6-837P	NA	All Cohorts
MIR8057	NA	All Cohorts
MIR4430	NA	All Cohorts
MIR761	NA	All Cohorts
MIR5591	NA	All Cohorts
RNU6-832P	NA	All Cohorts
IGHD4OR15-4B	NA	All Cohorts
RNU6-219P	NA	All Cohorts
RNA5SP153	NA	All Cohorts
SNORD58	NA	All Cohorts
RNU7-6P	NA	All Cohorts
DEFB105B	NA	All Cohorts
SNORD114-29	NA	All Cohorts
RNU7-116P	NA	All Cohorts
RNU6-1232P	NA	All Cohorts
MIR3929	NA	All Cohorts
MIR5701-3	NA	All Cohorts
MIR3118-1	NA	All Cohorts
MIR3924	NA	All Cohorts
MIR148A	NA	All Cohorts
MIR5693	NA	All Cohorts
MIR4328	NA	All Cohorts
MIR4431	NA	All Cohorts
RNU6-1192P	NA	All Cohorts
RNU6-804P	NA	All Cohorts
MIR3927	NA	All Cohorts
MIR548A2	NA	All Cohorts
RNU6-394P	NA	All Cohorts
RNU6-475P	NA	All Cohorts
RNA5SP487	NA	All Cohorts
MIR548AD	NA	All Cohorts
RNU7-129P	NA	All Cohorts
RNY1P8	NA	All Cohorts
RNU6-546P	NA	All Cohorts
RNA5SP455	NA	All Cohorts
RNU7-180P	NA	All Cohorts
RNU7-73P	NA	All Cohorts
IGHD3OR15-3A	NA	All Cohorts
MIR1252	NA	All Cohorts
MIR516A1	NA	All Cohorts
RNU4-10P	NA	All Cohorts
RNU6-113P	NA	All Cohorts
MIR4302	NA	All Cohorts
RNU6-778P	NA	All Cohorts
MIR548AJ1	NA	All Cohorts
MIR4490	NA	All Cohorts
MIR892B	NA	All Cohorts
MIR3689C	NA	All Cohorts
RNU6-996P	NA	All Cohorts
MIR4778	NA	All Cohorts
MIR517C	NA	All Cohorts
MIR6082	NA	All Cohorts
RNU5F-8P	NA	All Cohorts
MIR4278	NA	All Cohorts
SNORD114-5	NA	All Cohorts
MIR520G	NA	All Cohorts
MIR362	NA	All Cohorts
RNY4P30	NA	All Cohorts
MIR4303	NA	All Cohorts
SNORD95	NA	All Cohorts
RNU7-80P	NA	All Cohorts
MIR7151	NA	All Cohorts
MIR548AI	NA	All Cohorts
RNU6-889P	NA	All Cohorts
MIR509-1	NA	All Cohorts
AL355301.1	NA	All Cohorts
MIR1251	NA	All Cohorts
SNORD109B	NA	All Cohorts
MIR4660	NA	All Cohorts
RNU6-102P	NA	All Cohorts
MIR500B	NA	All Cohorts
MIR4436B1	NA	All Cohorts
RNU7-194P	NA	All Cohorts
MIR384	NA	All Cohorts
MIR4789	NA	All Cohorts
MIR509-3	NA	All Cohorts
RNU6-983P	NA	All Cohorts
RNA5SP182	NA	All Cohorts
RNU7-190P	NA	All Cohorts
MIR520H	NA	All Cohorts
RNU4ATAC7P	NA	All Cohorts
MIR4262	NA	All Cohorts
RNU7-156P	NA	All Cohorts
RNU6-232P	NA	All Cohorts
RNU7-8P	NA	All Cohorts
MIR4427	NA	All Cohorts
MIR4454	NA	All Cohorts
MIR4436B2	NA	All Cohorts
MIR892A	NA	All Cohorts
RNU7-9P	NA	All Cohorts
RNU7-93P	NA	All Cohorts
MIR4509-2	NA	All Cohorts
RNU6-1103P	NA	All Cohorts
MIR4283-2	NA	All Cohorts
MIR1206	NA	All Cohorts
MIR3169	NA	All Cohorts
RNU6-488P	NA	All Cohorts
RNU6-75P	NA	All Cohorts
RNU6-217P	NA	All Cohorts
MIR466	NA	All Cohorts
MIR4675	NA	All Cohorts
RNU6-578P	NA	All Cohorts
MIR5586	NA	All Cohorts
RNU7-56P	NA	All Cohorts
MIR583	NA	All Cohorts
MIR548AJ2	NA	All Cohorts
RNU7-136P	NA	All Cohorts
MIR513B	NA	All Cohorts
RNU6-348P	NA	All Cohorts
MIR6134	NA	All Cohorts
RNU6-129P	NA	All Cohorts
RPS29P28	NA	All Cohorts
RNU11-5P	NA	All Cohorts
MIR521-1	NA	All Cohorts
RNU6-1211P	NA	All Cohorts
MIR759	NA	All Cohorts
MIR7978	NA	All Cohorts
MIR5701-1	NA	All Cohorts
CYP3A54P	NA	All Cohorts
RNA5SP518	NA	All Cohorts
MIR4476	NA	All Cohorts
RNU7-34P	NA	All Cohorts
MIR4711	NA	All Cohorts
MIR1254-2	NA	All Cohorts
RNU6-303P	NA	All Cohorts
MIR514A1	NA	All Cohorts
MIR518F	NA	All Cohorts
RNU7-183P	NA	All Cohorts
MIR7702	NA	All Cohorts
MIR1827	NA	All Cohorts
MIR5096	NA	All Cohorts
MIR1302-7	NA	All Cohorts
MIR4799	NA	All Cohorts
MIR5689	NA	All Cohorts
MIR30A	NA	All Cohorts
SNORD115-36	NA	All Cohorts
MIR3118-4	NA	All Cohorts
RNA5SP102	NA	All Cohorts
RNU4-66P	NA	All Cohorts
MIR4435-2	NA	All Cohorts
MIR548AX	NA	All Cohorts
RNA5SP189	NA	All Cohorts
SNORD115-9	NA	All Cohorts
RNA5SP167	NA	All Cohorts
MIR3974	NA	All Cohorts
MIR378G	NA	All Cohorts
MIR3683	NA	All Cohorts
MIR4438	NA	All Cohorts
RNA5SP173	NA	All Cohorts
MIR518A1	NA	All Cohorts
MIR374A	NA	All Cohorts
RNU7-182P	NA	All Cohorts
RNU7-127P	NA	All Cohorts
RNU6-1044P	NA	All Cohorts
MIR5580	NA	All Cohorts
MIR4533	NA	All Cohorts
MIR302B	NA	All Cohorts
RNU7-87P	NA	All Cohorts
RNU6-978P	NA	All Cohorts
MIR5590	NA	All Cohorts
MIR4275	NA	All Cohorts
MIR4459	NA	All Cohorts
RNU6-480P	NA	All Cohorts
MIR3687-2	NA	All Cohorts
MIR6507	NA	All Cohorts
RNU6-334P	NA	All Cohorts
RNU6-259P	NA	All Cohorts
MIR4272	NA	All Cohorts
SNORD78	NA	All Cohorts
RNU6-906P	NA	All Cohorts
RNU6-274P	NA	All Cohorts
MIR4540	NA	All Cohorts
RNU6-641P	NA	All Cohorts
RNU6-715P	NA	All Cohorts
RNU6-382P	NA	All Cohorts
MIR3692	NA	All Cohorts
MIR376A1	NA	All Cohorts
MIR3681	NA	All Cohorts
RNU6ATAC37P	NA	All Cohorts
TRAPPC2P3	NA	All Cohorts
RNU7-126P	NA	All Cohorts
RNU6-400P	NA	All Cohorts
MIR3144	NA	All Cohorts
RNU6-692P	NA	All Cohorts
MIR448	NA	All Cohorts
RNU6-278P	NA	All Cohorts
RNA5SP291	NA	All Cohorts
RNU6-1230P	NA	All Cohorts
RNU6-635P	NA	All Cohorts
RNU7-37P	NA	All Cohorts
RNU7-53P	NA	All Cohorts
MIR4527	NA	All Cohorts
RNU6-543P	NA	All Cohorts
RNU6-1015P	NA	All Cohorts
MIR1269B	NA	All Cohorts
RNU7-192P	NA	All Cohorts
RNU7-185P	NA	All Cohorts
MIR1321	NA	All Cohorts
RNU6-533P	NA	All Cohorts
RNU6-309P	NA	All Cohorts
MIR378D1	NA	All Cohorts
TTTY17C	NA	All Cohorts
TSPY24P	NA	All Cohorts
MIR1205	NA	All Cohorts
RNU6-1087P	NA	All Cohorts
MIR921	NA	All Cohorts
MIR676	NA	All Cohorts
MIR891B	NA	All Cohorts
MIR510	NA	All Cohorts
MIR4719	NA	All Cohorts
RNU6-168P	NA	All Cohorts
MIR4280	NA	All Cohorts
RNA5SP208	NA	All Cohorts
MIR876	NA	All Cohorts
MIR1258	NA	All Cohorts
RNU7-133P	NA	All Cohorts
RNU6-632P	NA	All Cohorts
SNORD114-9	NA	All Cohorts
RNU2-55P	NA	All Cohorts
RNU6-449P	NA	All Cohorts
IGHD2OR15-2B	NA	All Cohorts
RNU6-1325P	NA	All Cohorts
RNU7-197P	NA	All Cohorts
RNU6-931P	NA	All Cohorts
AC004866.1	NA	All Cohorts
MIR941-4	NA	All Cohorts
RNU6-412P	NA	All Cohorts
MIR5708	NA	All Cohorts
MIR6130	NA	All Cohorts
RNU6-289P	NA	All Cohorts
MIR1322	NA	All Cohorts
MIR519B	NA	All Cohorts
SNORD115-29	NA	All Cohorts
MIR4643	NA	All Cohorts
MIR4528	NA	All Cohorts
MIR4760	NA	All Cohorts
MIR7852	NA	All Cohorts
RNA5SP471	NA	All Cohorts
MIR8068	NA	All Cohorts
RNU6-478P	NA	All Cohorts
AC017019.1	NA	All Cohorts
MIR548AS	NA	All Cohorts
MIR4529	NA	All Cohorts
RNU6-985P	NA	All Cohorts
MIR3142	NA	All Cohorts
PNPLA4P1	NA	All Cohorts
RNU6-772P	NA	All Cohorts
MIR1255B1	NA	All Cohorts
MTND1P12	NA	All Cohorts
RNU7-159P	NA	All Cohorts
MIR548AG2	NA	All Cohorts
RNU6-867P	NA	All Cohorts
MIR488	NA	All Cohorts
MIR4318	NA	All Cohorts
MIR548W	NA	All Cohorts
MIR1297	NA	All Cohorts
RN7SKP298	NA	All Cohorts
RNU6-458P	NA	All Cohorts
RNU7-147P	NA	All Cohorts
RNU7-157P	NA	All Cohorts
RNU5B-6P	NA	All Cohorts
IGHD1OR15-1B	NA	All Cohorts
RNU6-332P	NA	All Cohorts
RNU6-133P	NA	All Cohorts
RNU6-417P	NA	All Cohorts
MIR8084	NA	All Cohorts
MIR7977	NA	All Cohorts
MIR4510	NA	All Cohorts
MIR1912	NA	All Cohorts
RNU6-749P	NA	All Cohorts
RNU6-261P	NA	All Cohorts
RNU6-679P	NA	All Cohorts
RNU7-69P	NA	All Cohorts
MIR361	NA	All Cohorts
RNU6-1314P	NA	All Cohorts
IGHD5OR15-5A	NA	All Cohorts
MIR515-2	NA	All Cohorts
RNU6-138P	NA	All Cohorts
MIR873	NA	All Cohorts
AC137675.1	NA	All Cohorts
MIR3686	NA	All Cohorts
RNU6-99P	NA	All Cohorts
RNU6-209P	NA	All Cohorts
RNU6-655P	NA	All Cohorts
RNU6-1129P	NA	All Cohorts
RNU7-14P	NA	All Cohorts
MIR4264	NA	All Cohorts
MIR941-1	NA	All Cohorts
RNU7-51P	NA	All Cohorts
RNU6-280P	NA	All Cohorts
RNU7-65P	NA	All Cohorts
MIR5692A2	NA	All Cohorts
RNU7-130P	NA	All Cohorts
ZYXP1	NA	All Cohorts
RNA5SP406	NA	All Cohorts
RNA5SP517	NA	All Cohorts
MIR548X	NA	All Cohorts
MIR548F4	NA	All Cohorts
MIR4503	NA	All Cohorts
MIR2052	NA	All Cohorts
RNU6-472P	NA	All Cohorts
MIR3910-1	NA	All Cohorts
RBMY2UP	NA	All Cohorts
RNU7-120P	NA	All Cohorts
MIR548AE1	NA	All Cohorts
MIR4661	NA	All Cohorts
RNA5SP409	NA	All Cohorts
MIR514A2	NA	All Cohorts
MIR941-5	NA	All Cohorts
MIR3923	NA	All Cohorts
MIR3118-2	NA	All Cohorts
MIR4495	NA	All Cohorts
MIR891A	NA	All Cohorts
MIR548M	NA	All Cohorts
RNU6-544P	NA	All Cohorts
MIR1302-6	NA	All Cohorts
MIR31	NA	All Cohorts
MIR764	NA	All Cohorts
MIR3156-1	NA	All Cohorts
RNU6-67P	NA	All Cohorts
MIR4693	NA	All Cohorts
RNU6-374P	NA	All Cohorts
MIR7157	NA	All Cohorts
RNA5SP50	NA	All Cohorts
MIR105-1	NA	All Cohorts
MIR3670-4	NA	All Cohorts
MIR514A3	NA	All Cohorts
MIR4487	NA	All Cohorts
MIR6072	NA	All Cohorts
MIR4718	NA	All Cohorts
MIR105-2	NA	All Cohorts
RNU7-148P	NA	All Cohorts
RNU6-573P	NA	All Cohorts
RNU6-1236P	NA	All Cohorts
HSFY7P	NA	All Cohorts
RNU6-555P	NA	All Cohorts
MIR1264	NA	All Cohorts
MIR924	NA	All Cohorts
MIR302F	NA	All Cohorts
SNORA108	NA	All Cohorts
MIR3687-1	NA	All Cohorts
RNU6-974P	NA	All Cohorts
RNA5SP347	NA	All Cohorts
MIR548I4	NA	All Cohorts
RNU7-152P	NA	All Cohorts
MIR504	NA	All Cohorts
MIR1263	NA	All Cohorts
RNU7-99P	NA	All Cohorts
MIR4704	NA	All Cohorts
MIR30D	NA	All Cohorts
SNORD115-46	NA	All Cohorts
AC006335.2	NA	All Cohorts
MIR3668	NA	All Cohorts
MIR548AB	NA	All Cohorts
RNU7-2P	NA	All Cohorts
RNU7-155P	NA	All Cohorts
MIR2053	NA	All Cohorts
MIR5579	NA	All Cohorts
snoZ40	NA	All Cohorts
MIR4535	NA	All Cohorts
RNA5SP253	NA	All Cohorts
MIR320D2	NA	All Cohorts
MIR3670-3	NA	All Cohorts
RNU6-54P	NA	All Cohorts
RNU7-153P	NA	All Cohorts
MIR297	NA	All Cohorts
USP9YP33	NA	All Cohorts
MIR3201	NA	All Cohorts
TSPY21P	NA	All Cohorts
UBE2Q2P5Y	NA	All Cohorts
MIR3156-2	NA	All Cohorts
MIR548AV	NA	All Cohorts
MIR5007	NA	All Cohorts
MIR5011	NA	All Cohorts
MIR3123	NA	All Cohorts
MIR4699	NA	All Cohorts
RNU7-66P	NA	All Cohorts
MIR892C	NA	All Cohorts
MIR515-1	NA	All Cohorts
MIR383	NA	All Cohorts
RNU4-37P	NA	All Cohorts
MIR890	NA	All Cohorts
MIR3171	NA	All Cohorts
MIR548F1	NA	All Cohorts
RNU6-184P	NA	All Cohorts
RNU6-712P	NA	All Cohorts
AC007322.1	NA	All Cohorts
USP9YP19	NA	All Cohorts
TTTY17A	NA	All Cohorts
UBE2Q2P4Y	NA	All Cohorts
ELOCP35	NA	All Cohorts
ZNF736P3Y	NA	All Cohorts
USP9YP29	NA	All Cohorts
USP9YP11	NA	All Cohorts
USP9YP24	NA	All Cohorts
OFD1P13Y	NA	All Cohorts
USP9YP25	NA	All Cohorts
DUX4L7	NA	All Cohorts
TSPY23P	NA	All Cohorts
USP9YP18	NA	All Cohorts
CDY17P	NA	All Cohorts
TRIM60P11Y	NA	All Cohorts
DUX4L29	NA	All Cohorts
USP9YP17	NA	All Cohorts
DUX4L21	NA	All Cohorts
REXO1L4P	NA	All Cohorts
MIR3116-1	NA	All Cohorts
MIR1295A	NA	All Cohorts
MIR664A	NA	All Cohorts
RNA5SP162	NA	All Cohorts
MIR4433B	NA	All Cohorts
MIR4445	NA	All Cohorts
RNU7-82P	NA	All Cohorts
USP17L19	NA	All Cohorts
USP17L24	NA	All Cohorts
USP17L25	NA	All Cohorts
USP17L26	NA	All Cohorts
USP17L27	NA	All Cohorts
USP17L28	NA	All Cohorts
USP17L29	NA	All Cohorts
USP17L30	NA	All Cohorts
RNA5SP157	NA	All Cohorts
MIR548AG1	NA	All Cohorts
MIR2054	NA	All Cohorts
MIR3688-1	NA	All Cohorts
DUX4L6	NA	All Cohorts
DUX4L5	NA	All Cohorts
DUX4L1	NA	All Cohorts
DUX4L3	NA	All Cohorts
DUX4L2	NA	All Cohorts
SNORD29	NA	All Cohorts
MIR548AE2	NA	All Cohorts
MIR103A1	NA	All Cohorts
MIR6838	NA	All Cohorts
MIR3914-1	NA	All Cohorts
MIR4659A	NA	All Cohorts
RNA5SP254	NA	All Cohorts
MIR3926-1	NA	All Cohorts
MIR486-1	NA	All Cohorts
MIR5681A	NA	All Cohorts
REXO1L10P	NA	All Cohorts
MIR4662B	NA	All Cohorts
MIR101-2	NA	All Cohorts
MIR4665	NA	All Cohorts
SNORD36C	NA	All Cohorts
MIR3155A	NA	All Cohorts
MIR7162	NA	All Cohorts
SNORD98	NA	All Cohorts
MIR6715A	NA	All Cohorts
DUX4L24	NA	All Cohorts
DUX4L23	NA	All Cohorts
DUX4L22	NA	All Cohorts
DUX4L20	NA	All Cohorts
MIR3160-1	NA	All Cohorts
RNU7-88P	NA	All Cohorts
TRDD1	NA	All Cohorts
TRDD2	NA	All Cohorts
IGHD5-5	NA	All Cohorts
IGHD4OR15-4A	NA	All Cohorts
IGHD2OR15-2A	NA	All Cohorts
IGHD1OR15-1A	NA	All Cohorts
MIR5701-2	NA	All Cohorts
MIR7973-2	NA	All Cohorts
MIR7973-1	NA	All Cohorts
SNORD18B	NA	All Cohorts
MIR4520-1	NA	All Cohorts
RNY4P13	NA	All Cohorts
MIR3065	NA	All Cohorts
MIR5583-2	NA	All Cohorts
MIR5583-1	NA	All Cohorts
MIR3190	NA	All Cohorts
MIR512-1	NA	All Cohorts
MIR520B	NA	All Cohorts
MIR517B	NA	All Cohorts
MIR103A2	NA	All Cohorts
MIR8062	NA	All Cohorts
MIR941-2	NA	All Cohorts
MIR941-3	NA	All Cohorts
MIR3156-3	NA	All Cohorts
SNORD43	NA	All Cohorts
MIR4770	NA	All Cohorts
MIR374B	NA	All Cohorts
CT47A11	NA	All Cohorts
CT47A10	NA	All Cohorts
CT47A9	NA	All Cohorts
CT47A8	NA	All Cohorts
CT47A5	NA	All Cohorts
CT47A4	NA	All Cohorts
CT47A3	NA	All Cohorts
CT47A2	NA	All Cohorts
MIR718	NA	All Cohorts
RNU6-109P	NA	All Cohorts
TRAPPC2P9	NA	All Cohorts
TTTY17B	NA	All Cohorts
TRAPPC2P5	NA	All Cohorts
IGKJ1	NA	TARGET
IGKJ2	NA	TARGET
IGKJ4	NA	TARGET
IGKJ5	NA	TARGET
IGKJ3	NA	TARGET
IGHJ4	NA	TARGET
MT-TS1	NA	TARGET
IGHJ6	NA	TARGET
IGHJ3	NA	TARGET
IGHJ5	NA	TARGET
MT-TE	NA	TARGET
MT-TL1	NA	TARGET
IGHJ2	NA	TARGET
MT-TY	NA	TARGET
MT-TI	NA	TARGET
IGHJ1	NA	TARGET
MT-TL2	NA	TARGET
MT-TV	NA	TARGET
MT-TM	NA	TARGET
MT-TP	NA	TARGET
HLA-S	NA	TARGET
MT-TD	NA	TARGET
MT-TC	NA	TARGET
MT-TT	NA	TARGET
MT-TH	NA	TARGET
MIR145	NA	TARGET
MT-TF	NA	TARGET
IGHD3-10	NA	TARGET
MT-TA	NA	TARGET
MT-TN	NA	TARGET
MT-TK	NA	TARGET
MT-TG	NA	TARGET
IGHD3-3	NA	TARGET
MT-TR	NA	TARGET
MIR324	NA	TARGET
IGHD3-22	NA	TARGET
MIR6883	NA	TARGET
TRBJ2-1	NA	TARGET
MT-TS2	NA	TARGET
TRGJP2	NA	TARGET
TRBJ2-7	NA	TARGET
TRGJP	NA	TARGET
MT-TQ	NA	TARGET
IGHD2-15	NA	TARGET
TRBJ2-3	NA	TARGET
MIR631	NA	TARGET
IGHD3-9	NA	TARGET
RNU6-776P	NA	TARGET
MT-TW	NA	TARGET
IGHD2-2	NA	TARGET
TRGJP1	NA	TARGET
TRBJ2-5	NA	TARGET
IGHD2-21	NA	TARGET
IGHD3-16	NA	TARGET
MIR3064	NA	TARGET
RNU6-882P	NA	TARGET
TRBJ2-2	NA	TARGET
TRGJ1	NA	TARGET
SNORD19B	NA	TARGET
MIR4668	NA	TARGET
RNU6-415P	NA	TARGET
IGHD4-17	NA	TARGET
MIR186	NA	TARGET
SNORD102	NA	TARGET
IGLJ6	NA	TARGET
IGLJ7	NA	TARGET
MIR429	NA	TARGET
MIR6785	NA	TARGET
MIR8083	NA	TARGET
RNU6-1022P	NA	TARGET
MIR4737	NA	TARGET
SNORD19	NA	TARGET
MIR3164	NA	TARGET
IGHD6-19	NA	TARGET
RNU6-595P	NA	TARGET
MIR3125	NA	TARGET
MIR3682	NA	TARGET
RNA5SP219	NA	TARGET
MIR4742	NA	TARGET
RNU6-1098P	NA	TARGET
IGHD5-12	NA	TARGET
MIR200B	NA	TARGET
TRDJ1	NA	TARGET
MIR6787	NA	TARGET
RNU6-167P	NA	TARGET
MIR3671	NA	TARGET
SNORD73A	NA	TARGET
MIR1539	NA	TARGET
MIR6821	NA	TARGET
IGHD2-8	NA	TARGET
MIR93	NA	TARGET
SNORD72	NA	TARGET
MIR200A	NA	TARGET
RNU5B-4P	NA	TARGET
ZNRD1-AS1_2	NA	TARGET
SNORD100	NA	TARGET
MIR567	NA	TARGET
IGHD6-13	NA	TARGET
TRBJ2-4	NA	TARGET
TRBJ2-6	NA	TARGET
MIR5685	NA	TARGET
IGHD4-23	NA	TARGET
AC004869.2	NA	TARGET
RNU6-282P	NA	TARGET
MIR6884	NA	TARGET
TRAJ4	NA	TARGET
SNORD49A	NA	TARGET
RNU2-38P	NA	TARGET
MIR224	NA	TARGET
TRAJ42	NA	TARGET
MIR27A	NA	TARGET
TRAJ6	NA	TARGET
MIR3613	NA	TARGET
SNORD26	NA	TARGET
MIR208B	NA	TARGET
TRAJ52	NA	TARGET
TRAJ37	NA	TARGET
TRAJ49	NA	TARGET
MIR4635	NA	TARGET
TRAJ45	NA	TARGET
SNORD28	NA	TARGET
MIR6503	NA	TARGET
MIR3131	NA	TARGET
TRAJ39	NA	TARGET
SNORD20	NA	TARGET
MTRNR2L2	NA	TARGET
SNORD104	NA	TARGET
MIR6762	NA	TARGET
IGHVIII-67-2	NA	TARGET
TRAJ33	NA	TARGET
IGHD1-26	NA	TARGET
TRAJ13	NA	TARGET
TRAJ20	NA	TARGET
TRAJ48	NA	TARGET
TRAJ22	NA	TARGET
MIR559	NA	TARGET
MIR7107	NA	TARGET
TRAJ34	NA	TARGET
TRAJ23	NA	TARGET
RNU6-584P	NA	TARGET
RNU6-509P	NA	TARGET
RNU6-483P	NA	TARGET
MIR3186	NA	TARGET
IGHVIII-5-1	NA	TARGET
SNORD54	NA	TARGET
TRAJ10	NA	TARGET
TRAJ9	NA	TARGET
SNORD117	NA	TARGET
TRAJ43	NA	TARGET
RNA5SP132	NA	TARGET
SNORD34	NA	TARGET
IGHD5-24	NA	TARGET
RNU6-460P	NA	TARGET
TRAJ40	NA	TARGET
RNU6-623P	NA	TARGET
MIR4269	NA	TARGET
TRAJ3	NA	TARGET
SNORD5	NA	TARGET
MIR4653	NA	TARGET
SNORD58C	NA	TARGET
TRAJ30	NA	TARGET
TRAJ47	NA	TARGET
TRAJ31	NA	TARGET
TRAJ53	NA	TARGET
MIR1238	NA	TARGET
TRAJ17	NA	TARGET
MIR149	NA	TARGET
IGHD6-6	NA	TARGET
TRAJ26	NA	TARGET
IGHJ2P	NA	TARGET
TRAJ57	NA	TARGET
MIR7111	NA	TARGET
TRAJ44	NA	TARGET
RNU6-644P	NA	TARGET
TRAJ29	NA	TARGET
TRAJ54	NA	TARGET
MIR3179-1	NA	TARGET
MIR4537	NA	TARGET
SNORD38A	NA	TARGET
TRAJ28	NA	TARGET
MIR4749	NA	TARGET
MIR26A2	NA	TARGET
MIR6834	NA	TARGET
TRAJ8	NA	TARGET
RNU6-1257P	NA	TARGET
TRAJ5	NA	TARGET
MIR3180-1	NA	TARGET
RNU6-824P	NA	TARGET
MIR8078	NA	TARGET
TRAJ27	NA	TARGET
IGLJ5	NA	TARGET
TRAJ36	NA	TARGET
SNORD114-2	NA	TARGET
RNU6-844P	NA	TARGET
TRAJ32	NA	TARGET
RNU6-969P	NA	TARGET
MIR3690	NA	TARGET
TRAJ21	NA	TARGET
IGHD1-1	NA	TARGET
SNORD115-45	NA	TARGET
SNORD59A	NA	TARGET
TRAJ18	NA	TARGET
MIR8085	NA	TARGET
MIR656	NA	TARGET
MIR6758	NA	TARGET
RNU6-1091P	NA	TARGET
MIR6819	NA	TARGET
MIR1234	NA	TARGET
TRAJ38	NA	TARGET
MIR4754	NA	TARGET
TRAJ41	NA	TARGET
IGHJ3P	NA	TARGET
MIR6721	NA	TARGET
TRAJ24	NA	TARGET
MIR6727	NA	TARGET
TRAJ16	NA	TARGET
RNY4P17	NA	TARGET
SNORD99	NA	TARGET
TRAJ58	NA	TARGET
RNY4P24	NA	TARGET
TRAJ11	NA	TARGET
RNU6-780P	NA	TARGET
SNORD69	NA	TARGET
MIR4506	NA	TARGET
RNU6-725P	NA	TARGET
MIR3138	NA	TARGET
MIR4420	NA	TARGET
MIR4746	NA	TARGET
RNU6-409P	NA	TARGET
MIR6071	NA	TARGET
MIR6845	NA	TARGET
TRAJ12	NA	TARGET
MIR6510	NA	TARGET
MIR6859-4	NA	TARGET
MIR4722	NA	TARGET
RNU6-911P	NA	TARGET
SNORD58A	NA	TARGET
MIR4786	NA	TARGET
RNU6-1043P	NA	TARGET
TRAJ35	NA	TARGET
MIR6757	NA	TARGET
IGHVIII-22-2	NA	TARGET
RNU6-1042P	NA	TARGET
RNU6-677P	NA	TARGET
MIR6850	NA	TARGET
RNA5SP124	NA	TARGET
MIR6726	NA	TARGET
RNU6-1333P	NA	TARGET
TRAJ7	NA	TARGET
RNU6-199P	NA	TARGET
MIR4677	NA	TARGET
MIR6772	NA	TARGET
MIR4538	NA	TARGET
MT1CP	NA	TARGET
MIR3149	NA	TARGET
MIR1909	NA	TARGET
MIR6756	NA	TARGET
SNORD27	NA	TARGET
RNU6-967P	NA	TARGET
RNA5SP247	NA	TARGET
RNU6-1215P	NA	TARGET
MIR150	NA	TARGET
SNORD30	NA	TARGET
RNU6-288P	NA	TARGET
AC062032.1	NA	TARGET
MIR548AR	NA	TARGET
MIR6867	NA	TARGET
MIR6751	NA	TARGET
MIR6848	NA	TARGET
MIR7108	NA	TARGET
