Gene_symbol	current_dataset	previous_dataset
LOC100130370	NA	TARGET
LOC105371508	NA	TARGET
LOC100128007	NA	TARGET
LOC554206	NA	TARGET
LOC100421173	NA	TARGET
LOC101928855	NA	TARGET
LOC101927060	NA	TARGET
LOC101927911	NA	TARGET
LOC101928266	NA	TARGET
LOC101927131	NA	TARGET
LOC101929552	NA	TARGET
LOC105371083	NA	TARGET
THCAT158	NA	TARGET
LOC105371084	NA	TARGET
LOC100533653	NA	TARGET
LOC105372035	NA	TARGET
LOC101927539	NA	TARGET
LOC339298	NA	TARGET
LOC100134391	NA	TARGET
LINC01145	NA	TARGET
LOC105372041	NA	TARGET
LOC285766	NA	TARGET
LOC100132647	NA	TARGET
LOC390846	NA	TARGET
LOC100287042	NA	TARGET
LOC100505797	NA	TARGET
LOC100421028	NA	TARGET
LOC100129135	NA	TARGET
LOC104968399	NA	TARGET
LOC100418959	NA	TARGET
LINC00909	NA	TARGET
LOC100129878	NA	TARGET
LOC284395	NA	TARGET
LOC105372179	NA	TARGET
LOC100419894	NA	TARGET
LOC102724532	NA	TARGET
LOC101928251	NA	TARGET
LOC101927188	NA	TARGET
LOC100422274	NA	TARGET
LOC100131011	NA	TARGET
LOC101929240	NA	TARGET
LOC100128006	NA	TARGET
LOC643542	NA	TARGET
LOC100421257	NA	TARGET
LOC105371855	NA	TARGET
LOC100422053	NA	TARGET
LOC100421100	NA	TARGET
LOC101927989	NA	TARGET
LOC101927018	NA	TARGET
LOC101927557	NA	TARGET
LOC100287539	NA	TARGET
LOC100192426	NA	TARGET
LINC00908	NA	TARGET
LOC101927666	NA	TARGET
LOC105371967	NA	TARGET
LOC100421165	NA	TARGET
MGC12916	NA	TARGET
LOC101927571	NA	TARGET
STX18P1	NA	TARGET
LOC101928063	NA	TARGET
LOC100419704	NA	TARGET
LOC108783654	NA	TARGET
LOC101928674	NA	TARGET
LOC102724908	NA	TARGET
LOC100128568	NA	TARGET
LOC112268408	NA	TARGET
LOC105378721	NA	TARGET
LOC102724684	NA	TARGET
LOC105372069	NA	TARGET
LOC100505549	NA	TARGET
LOC729654	NA	TARGET
LOC100505715	NA	TARGET
LOC105372273	NA	TARGET
LOC339192	NA	TARGET
LOC101927855	NA	TARGET
LOC105372414	NA	TARGET
LOC100507373	NA	TARGET
LOC105372068	NA	TARGET
LOC400684	NA	TARGET
LOC100421620	NA	TARGET
LOC101927322	NA	TARGET
LOC100288123	NA	TARGET
LOC728485	NA	TARGET
LOC101060119	NA	TARGET
LOC105371795	NA	TARGET
LOC100996288	NA	TARGET
LOC105372397	NA	TARGET
LOC100422497	NA	TARGET
LOC728752	NA	TARGET
SCARNA17	NA	TARGET
LOC107985164	NA	TARGET
LOC100419831	NA	TARGET
LOC105371849	NA	TARGET
LOC101928982	NA	TARGET
LOC100422317	NA	TARGET
LOC105372244	NA	TARGET
LINC02072	NA	TARGET
ZNF582-AS1	NA	TARGET
THEG5	NA	TARGET
LOC100533852	NA	TARGET
LOC105372352	NA	TARGET
HMGB3P28	NA	TARGET
LOC100996351	NA	TARGET
LOC105371899	NA	TARGET
LOC101927151	NA	TARGET
RPL10AP13	NA	TARGET
LOC105371789	NA	TARGET
LOC400622	NA	TARGET
LOC100421385	NA	TARGET
LOC101927572	NA	TARGET
LOC101928844	NA	TARGET
LOC105372143	NA	TARGET
LOC105372233	NA	TARGET
LOC100419624	NA	TARGET
LOC107985131	NA	TARGET
LOC100131496	NA	TARGET
LOC105372441	NA	TARGET
LOC105372321	NA	TARGET
LOC100289361	NA	TARGET
LOC100129935	NA	TARGET
LOC100422190	NA	TARGET
LOC644656	NA	TARGET
HAVCR1P1	NA	TARGET
LOC93429	NA	TARGET
LOC100132686	NA	TARGET
LOC105372482	NA	TARGET
VN1R106P	NA	TARGET
LOC646666	NA	TARGET
LOC102725254	NA	TARGET
LOC100133225	NA	TARGET
LOC101059948	NA	TARGET
LOC101928295	NA	TARGET
LOC91370	NA	TARGET
LOC112268269	NA	TARGET
LOC284379	NA	TARGET
LOC100419847	NA	TARGET
MTRNR2L2	NA	TARGET
LOC105372316	NA	TARGET
LOC101928517	NA	TARGET
LOC441179	NA	TARGET
LOC375196	NA	TARGET
LOC100505851	NA	TARGET
LOC732229	NA	TARGET
LOC100507551	NA	TARGET
LOC100420250	NA	TARGET
RPARP-AS1	NA	TARGET
LOC100422633	NA	TARGET
LOC100422106	NA	TARGET
LOC100887072	NA	TARGET
LOC100129534	NA	TARGET
LOC101927972	NA	TARGET
LOC440173	NA	TARGET
LOC101928659	NA	TARGET
LOC101927837	NA	TARGET
LOC101928557	NA	TARGET
LOC101927950	NA	TARGET
LOC152048	NA	TARGET
LOC100419811	NA	TARGET
LOC100420336	NA	TARGET
LOC100419046	NA	TARGET
LOC100422449	NA	TARGET
LOC100533631	NA	TARGET
LOC100419713	NA	TARGET
LOC100419616	NA	TARGET
SMC2-AS1	NA	TARGET
XIAPP1	NA	TARGET
RFPL4AP4	NA	TARGET
PAWRP2	NA	TARGET
LOC100419644	NA	TARGET
LOC100533677	NA	TARGET
PPIGP1	NA	TARGET
CHCHD4P1	NA	TARGET
LOC100421651	NA	TARGET
IGHV3-32	NA	TARGET
PQLC1P2	NA	TARGET
LETM1P1	NA	TARGET
LOC100128293	NA	TARGET
LOC100420680	NA	TARGET
EIF3EP4	NA	TARGET
LOC100420872	NA	TARGET
LOC100287840	NA	TARGET
FTLP9	NA	TARGET
YTHDF3-AS1	NA	TARGET
LOC100422559	NA	TARGET
LOC105376334	NA	TARGET
LOC100422319	NA	TARGET
MRPS6P1	NA	TARGET
LOC100420545	NA	TARGET
LOC100421508	NA	TARGET
LOC100420324	NA	TARGET
LOC100129949	NA	TARGET
LOC100130664	NA	TARGET
LOC100127892	NA	TARGET
LOC100419654	NA	TARGET
LOC100420531	NA	TARGET
LOC442172	NA	TARGET
BPNT2P	NA	TARGET
GLULP1	NA	TARGET
LOC100420048	NA	TARGET
EIF2AP3	NA	TARGET
LOC100420254	NA	TARGET
LOC100421548	NA	TARGET
RNPC3P1	NA	TARGET
HMGB1P43	NA	TARGET
LOC106050037	NA	TARGET
HAVCR1P2	NA	TARGET
LOC100420775	NA	TARGET
LOC100420211	NA	TARGET
LOC100101127	NA	TARGET
MARK2P7	NA	TARGET
LOC101930085	NA	TARGET
LOC101927811	NA	TARGET
LOC101928952	NA	TARGET
LOC100418956	NA	TARGET
LOC100420790	NA	TARGET
LOC100419701	NA	TARGET
LOC100422418	NA	TARGET
TMCC1-AS1	NA	TARGET
LOC100130714	NA	TARGET
LOC100422685	NA	TARGET
LOC107984208	NA	TARGET
LOC100420205	NA	TARGET
LOC100421901	NA	TARGET
IGKV1ORY-1	NA	TARGET
LOC101929308	NA	TARGET
LOC101928120	NA	TARGET
LOC100419851	NA	TARGET
LOC100421116	NA	TARGET
LOC100422549	NA	TARGET
LOC100422334	NA	TARGET
LOC100421842	NA	TARGET
LOC100131557	NA	TARGET
LOC100420658	NA	TARGET
LOC115308161	NA	TARGET
EIF2AP2	NA	TARGET
GYG2P2	NA	TARGET
EIF2AP1	NA	TARGET
LOC100420430	NA	TARGET
LOC100421347	NA	TARGET
LOC100419058	NA	TARGET
LOC100421684	NA	TARGET
LOC339966	NA	TARGET
LOC100420541	NA	TARGET
LOC100421527	NA	TARGET
LOC100421611	NA	TARGET
LOC780529	NA	TARGET
LOC285804	NA	TARGET
LOC101927314	NA	TARGET
AGAP11	NA	TARGET
LOC105374758	NA	TARGET
LOC105378083	NA	TARGET
LOC642361	NA	TARGET
LOC100506497	NA	TARGET
LOC107985216	NA	TARGET
LOC441242	NA	TARGET
LOC105369201	NA	TARGET
LOC105374312	NA	TARGET
LOC107986163	NA	TARGET
LOC105375519	NA	TARGET
LOC101929657	NA	TARGET
LOC100419716	NA	TARGET
LOC100419774	NA	TARGET
LOC100420114	NA	TARGET
FGFR3P2	NA	TARGET
LOC100419913	NA	TARGET
LOC441711	NA	TARGET
LOC100499471	NA	TARGET
LOC102723623	NA	TARGET
LOC100996737	NA	TARGET
TRIM60P2Y	NA	TARGET
LOC105373373	NA	TARGET
LOC100419762	NA	TARGET
LOC105370532	NA	TARGET
MASCRNA	NA	TARGET
LOC392145	NA	TARGET
LOC100419839	NA	TARGET
LOC283683	NA	TARGET
RPS2P49	NA	TARGET
LOC102724219	NA	TARGET
THAP12P10	NA	TARGET
LOC100533728	NA	TARGET
LOC100421330	NA	TARGET
LOC105378516	NA	TARGET
LOC100420802	NA	TARGET
MRPS7P1	NA	TARGET
LOC102724334	NA	TARGET
BNIP3P14	NA	TARGET
SALL4P4	NA	TARGET
LOC105379252	NA	TARGET
IQSEC3P3	NA	TARGET
RPS2P50	NA	TARGET
F8A2	NA	TARGET
LOC100421158	NA	TARGET
TRIM60P12Y	NA	TARGET
DNM1P29	NA	TARGET
LOC100419641	NA	TARGET
LOC105375431	NA	TARGET
LOC100420569	NA	TARGET
GAGE12B	NA	TARGET
RPL7AP45	NA	TARGET
LOC100419775	NA	TARGET
LOC100419515	NA	TARGET
TUBB6P1	NA	TARGET
LOC286083	NA	TARGET
LOC102724159	NA	TARGET
LOC158434	NA	TARGET
LOC100419830	NA	TARGET
LOC102724701	NA	TARGET
RNU7-42P	NA	TARGET
LOC100508046	NA	TARGET
LOC100533643	NA	TARGET
LOC107987066	NA	TARGET
LOC100420742	NA	TARGET
LOC105374989	NA	TARGET
HNRNPMP2	NA	TARGET
LOC110467523	NA	TARGET
YAP1P3	NA	TARGET
LOC100533736	NA	TARGET
LOC102724951	NA	TARGET
LOC100420990	NA	TARGET
LOC100132834	NA	TARGET
LOC101929494	NA	TARGET
LOC642929	NA	TARGET
NR3C1P1	NA	TARGET
LOC100419783	NA	TARGET
LOC100421603	NA	TARGET
LOC100419615	NA	TARGET
LOC100420386	NA	TARGET
DDX20P1	NA	TARGET
LOC101927429	NA	TARGET
LOC100506422	NA	TARGET
RPL18AP12	NA	TARGET
TRIM60P4Y	NA	TARGET
LOC110467520	NA	TARGET
LOC101929572	NA	TARGET
FGFR3P3	NA	TARGET
LOC102030688	NA	TARGET
LOC102724843	NA	TARGET
LOC102723996	NA	TARGET
F8A1	NA	TARGET
SALL4P3	NA	TARGET
FGFR3P4	NA	TARGET
LOC101929698	NA	TARGET
LOC101928087	NA	TARGET
REXO1L2P	NA	TARGET
LOC101269108	NA	TARGET
LOC100533729	NA	TARGET
VN1R99P	NA	TARGET
LOC100419692	NA	TARGET
LOC105371267	NA	TARGET
PDK1P1	NA	TARGET
LOC440311	NA	TARGET
LOC100420879	NA	TARGET
GLRX3P1	NA	TARGET
MIR6827	NA	TARGET
RNA5-8SP10	NA	TARGET
LOC100419891	NA	TARGET
LOC102724488	NA	TARGET
LOC100419553	NA	TARGET
TERC	NA	TARGET
SNRPCP7	NA	TARGET
LOC100420803	NA	TARGET
LOC102723360	NA	TARGET
EIF3EP3	NA	TARGET
LOC388996	NA	TARGET
TRIM60P7Y	NA	TARGET
LOC100420930	NA	TARGET
LOC100421674	NA	TARGET
LOC101929140	NA	TARGET
LOC390332	NA	TARGET
RBBP8P2	NA	TARGET
LOC100421667	NA	TARGET
TRIM60P6Y	NA	TARGET
IQSEC3P2	NA	TARGET
LOC100132599	NA	TARGET
VTRNA2-1	NA	TARGET
LOC100422013	NA	TARGET
TRIM60P1Y	NA	TARGET
LOC645967	NA	TARGET
EIF3FP2	NA	TARGET
LOC399900	NA	TARGET
LOC100132249	NA	TARGET
LOC101930100	NA	TARGET
LOC107987217	NA	TARGET
LOC112267859	NA	TARGET
LOC285097	NA	TARGET
ACTR3BP2	NA	TARGET
LOC100129503	NA	TARGET
LOC730668	NA	TARGET
LOC653653	NA	TARGET
CTSLP2	NA	TARGET
LOC102724737	NA	TARGET
NF1P2	NA	TARGET
LOC284933	NA	TARGET
PAX6-AS1	NA	TARGET
LOC105373553	NA	TARGET
LOC401442	NA	TARGET
LOC105377924	NA	TARGET
LOC101927825	NA	TARGET
LOC107986277	NA	TARGET
LOC101927179	NA	TARGET
LOC729998	NA	TARGET
TRBV6-3	NA	TARGET
MTND2P27	NA	TARGET
LOC101929130	NA	TARGET
LOC100289206	NA	TARGET
LOC105374338	NA	TARGET
RNA5-8SP	NA	TARGET
LOC110467522	NA	TARGET
LOC100652840	NA	TARGET
LINC00680-GUSBP4	NA	TARGET
MTND1P25	NA	TARGET
LOC100887080	NA	TARGET
LOC100420587	NA	TARGET
LOC105372412	NA	TARGET
LOC101930090	NA	TARGET
LOC100996792	NA	TARGET
LOC110467521	NA	TARGET
LOC101059915	NA	TARGET
LOC729732	NA	TARGET
LOC102724474	NA	TARGET
LOC105373780	NA	TARGET
LOC101929563	NA	TARGET
AOX3P	NA	TARGET
MTND4LP15	NA	TARGET
MTND4LP4	NA	TARGET
MTND4LP8	NA	TARGET
LIMS3-LOC440895	NA	TARGET
LOC105373347	NA	TARGET
LOC105373244	NA	TARGET
LOC100132874	NA	TARGET
LOC105375421	NA	TARGET
MIR4788	NA	TARGET
LOC105378736	NA	TARGET
LOC105374988	NA	TARGET
LOC105378644	NA	TARGET
LOC105376686	NA	TARGET
LOC105378714	NA	TARGET
LOC100420006	NA	TARGET
LOC101928059	NA	TARGET
ATP5MPL	NA	PBTA
FAM122C	NA	PBTA
FAM122B	NA	PBTA
LOC102725072	NA	PBTA
LOC100505501	NA	PBTA
XAGE-4	NA	PBTA
LOC728554	NA	PBTA
RBMY2MP	NA	PBTA
LOC105370792	NA	PBTA
LOC648987	NA	PBTA
LOC105373159	NA	PBTA
LOC107985579	NA	PBTA
LOC102723701	NA	PBTA
LOC643015	NA	PBTA
LOC646012	NA	PBTA
LOC101060042	NA	PBTA
CYCSP3	NA	PBTA
LOC101929006	NA	PBTA
LOC101928372	NA	PBTA
LOC100268168	NA	PBTA
RPS2P23	NA	PBTA
RPL31P5	NA	PBTA
LOC100652833	NA	PBTA
LOC100129527	NA	PBTA
RPL17P8	NA	PBTA
RPS17P6	NA	PBTA
RPS18P2	NA	PBTA
RPS4Y1P1	NA	PBTA
LOC345471	NA	PBTA
RPL31P4	NA	PBTA
RPL18P3	NA	PBTA
RPL21P58	NA	PBTA
RPS2P33	NA	PBTA
RPS10P31	NA	PBTA
RPS5P5	NA	PBTA
RPL27P1	NA	PBTA
RPL31P8	NA	PBTA
RPL13AP13	NA	PBTA
LOC442445	NA	PBTA
RPS18P14	NA	PBTA
RPL10AP12	NA	PBTA
LOC283922	NA	PBTA
RPS10P30	NA	PBTA
LOC101927588	NA	PBTA
LOC105377213	NA	PBTA
LOC100130357	NA	PBTA
LOC153684	NA	PBTA
LOC100506688	NA	PBTA
LOC646506	NA	PBTA
LOC100131465	NA	PBTA
LOC100420880	NA	PBTA
LOC128136	NA	PBTA
LOC284685	NA	PBTA
LOC440700	NA	PBTA
LOC100422564	NA	PBTA
RPL7AP36	NA	PBTA
RPL21P69	NA	PBTA
LOC105378052	NA	PBTA
RPL21P68	NA	PBTA
RPL6P17	NA	PBTA
RPS18P8	NA	PBTA
RPL21P63	NA	PBTA
RPL34P16	NA	PBTA
RPS10P1	NA	PBTA
RPL21P61	NA	PBTA
RPL37AP4	NA	PBTA
RPL19P9	NA	PBTA
RPL27AP6	NA	PBTA
RPS25P7	NA	PBTA
RPL6P18	NA	PBTA
LOC100420839	NA	PBTA
RPL21P19	NA	PBTA
LOC100421511	NA	PBTA
RPS3P4	NA	PBTA
LOC442155	NA	PBTA
RPS12P12	NA	PBTA
LOC645188	NA	PBTA
RPS24P5	NA	PBTA
RPL34P7	NA	PBTA
LOC100421787	NA	PBTA
RPL6P28	NA	PBTA
LOC100420247	NA	PBTA
RPS10P6	NA	PBTA
RPL36AP46	NA	PBTA
RPS14P1	NA	PBTA
LOC284930	NA	PBTA
LOC100421343	NA	PBTA
RPL9P17	NA	PBTA
RPL36P6	NA	PBTA
LOC107985246	NA	PBTA
RPLP1P3	NA	PBTA
LOC339685	NA	PBTA
LOC102724153	NA	PBTA
SRRM1P1	NA	PBTA
LOC100420057	NA	PBTA
LOC101928253	NA	PBTA
LINC00618	NA	PBTA
RPL21P27	NA	PBTA
LOC392555	NA	PBTA
LOC105372988	NA	PBTA
LOC105373100	NA	PBTA
LOC100419786	NA	PBTA
LOC100129215	NA	PBTA
LOC100128601	NA	PBTA
LOC100129144	NA	PBTA
LOC105376291	NA	PBTA
LOC101928627	NA	PBTA
SUSD2P1	NA	PBTA
LOC646804	NA	PBTA
RPL36P17	NA	PBTA
LOC100130137	NA	PBTA
RBMY2SP	NA	PBTA
LOC107985640	NA	PBTA
LOC101927575	NA	PBTA
LOC107985222	NA	PBTA
LOC729867	NA	PBTA
RPL7AP19	NA	PBTA
LOC101927787	NA	PBTA
LOC100502572	NA	PBTA
LOC392436	NA	PBTA
LOC100996384	NA	PBTA
LOC107985688	NA	PBTA
LOC100287049	NA	PBTA
RPL18P2	NA	PBTA
LOC101928565	NA	PBTA
LOC100418874	NA	PBTA
LOC107985659	NA	PBTA
RPL21P84	NA	PBTA
LOC100507336	NA	PBTA
LOC102724330	NA	PBTA
PSMD2P1	NA	PBTA
RPS11P2	NA	PBTA
LOC650024	NA	PBTA
LOC100130861	NA	PBTA
LOC100506790	NA	PBTA
RPL6P3	NA	PBTA
LOC100420321	NA	PBTA
LOC392440	NA	PBTA
RPL13AP11	NA	PBTA
LOC101928009	NA	PBTA
RPS8P7	NA	PBTA
LOC100420323	NA	PBTA
RPL7AP21	NA	PBTA
RPL21P62	NA	PBTA
LOC105372971	NA	PBTA
RPS10P8	NA	PBTA
RPS13P1	NA	PBTA
RPL34P35	NA	PBTA
LOC646216	NA	PBTA
LOC107985557	NA	PBTA
RPL26P12	NA	PBTA
LOC339666	NA	PBTA
RPLP0P4	NA	PBTA
RPL27P10	NA	PBTA
LOC101927551	NA	PBTA
LOC100421910	NA	PBTA
LOC647132	NA	PBTA
RPS18P4	NA	PBTA
LOC105373343	NA	PBTA
RPL31P29	NA	PBTA
RPL34P5	NA	PBTA
LOC646870	NA	PBTA
LOC101927888	NA	PBTA
LOC343052	NA	PBTA
RPL17P29	NA	PBTA
LOC107985113	NA	PBTA
LOC100129573	NA	PBTA
RPL9P10	NA	PBTA
LOC100422548	NA	PBTA
RPS17P16	NA	PBTA
LOC101928402	NA	PBTA
RPL13P7	NA	PBTA
LOC100533629	NA	PBTA
LOC100419791	NA	PBTA
LOC100420423	NA	PBTA
LOC101927143	NA	PBTA
RPL26P11	NA	PBTA
LOC100421746	NA	PBTA
FLJ22447	NA	PBTA
LOC100129620	NA	PBTA
RPLP0P5	NA	PBTA
RPL8P5	NA	PBTA
LOC728660	NA	PBTA
LOC100419506	NA	PBTA
LOC100131939	NA	PBTA
LOC105376116	NA	PBTA
LOC100420325	NA	PBTA
LOC100288853	NA	PBTA
PGBD3P2	NA	PBTA
LOC101927502	NA	PBTA
LEFTY3	NA	PBTA
LOC100533679	NA	PBTA
RPS25P10	NA	PBTA
LOC100996404	NA	PBTA
RPL7AP20	NA	PBTA
LOC100132857	NA	PBTA
RPL27P2	NA	PBTA
LOC100420320	NA	PBTA
RPS2P34	NA	PBTA
LOC441996	NA	PBTA
RPS15AP37	NA	PBTA
RPL24P5	NA	PBTA
RPS15P2	NA	PBTA
RPL7AP70	NA	PBTA
RPS24P4	NA	PBTA
LOC101928389	NA	PBTA
RPS26P12	NA	PBTA
LOC100130620	NA	PBTA
LOC100129947	NA	PBTA
LOC101928335	NA	PBTA
LOC101928228	NA	PBTA
LOC100533669	NA	PBTA
RPS28P2	NA	PBTA
LOC107985643	NA	PBTA
LOC100421840	NA	PBTA
LOC100288233	NA	PBTA
RPL29P1	NA	PBTA
LOC101928201	NA	PBTA
LOC100419806	NA	PBTA
LOC284898	NA	PBTA
RPS5P4	NA	PBTA
LOC105371458	NA	PBTA
LOC101927164	NA	PBTA
LOC107985453	NA	PBTA
LOC107987328	NA	PBTA
LOC101928495	NA	PBTA
RPS9P2	NA	PBTA
LOC100130331	NA	PBTA
LOC100129291	NA	PBTA
LOC105378066	NA	PBTA
RPL27AP2	NA	PBTA
RPL17P24	NA	PBTA
LOC101928596	NA	PBTA
LOC107987329	NA	PBTA
RPS2P10	NA	PBTA
LOC100507516	NA	PBTA
LOC100506271	NA	PBTA
LOC101927851	NA	PBTA
RPS10P26	NA	PBTA
RPL9P4	NA	PBTA
RPS26P9	NA	PBTA
RPS6P9	NA	PBTA
RPS20P17	NA	PBTA
RPS13P6	NA	PBTA
RPL34P28	NA	PBTA
RPL21P55	NA	PBTA
RPLP0P3	NA	PBTA
RPL18AP1	NA	PBTA
RPS6P24	NA	PBTA
RPL7AP5	NA	PBTA
RPL21P78	NA	PBTA
LOC100506281	NA	PBTA
RPS8P8	NA	PBTA
RPS18P7	NA	PBTA
RPL36P11	NA	PBTA
RPLP1P9	NA	PBTA
RPL6P15	NA	PBTA
RPL17P4	NA	PBTA
RPL21P60	NA	PBTA
RPL6P22	NA	PBTA
RPS10P23	NA	PBTA
RPS15AP26	NA	PBTA
RPL13P11	NA	PBTA
RPL34P13	NA	PBTA
RPL21P57	NA	PBTA
RPS18P11	NA	PBTA
RPS15AP4	NA	PBTA
RPL26P4	NA	PBTA
RPS9P3	NA	PBTA
RPL21P56	NA	PBTA
RPL13AP18	NA	PBTA
RPL17P21	NA	PBTA
RPL13P10	NA	PBTA
LOC102546299	NA	PBTA
RPL17P31	NA	PBTA
RPL26P2	NA	PBTA
RPL36AP20	NA	PBTA
RPL36AP47	NA	PBTA
TTTY9A	NA	PBTA
RPL10AP9	NA	PBTA
RPS10P22	NA	PBTA
RPS18P3	NA	PBTA
RPL13AP14	NA	PBTA
RPS2P3	NA	PBTA
RPL36AP32	NA	PBTA
RPL36AP1	NA	PBTA
RPL7AP32	NA	PBTA
RPL17P32	NA	PBTA
RPL21P80	NA	PBTA
RPL26P25	NA	PBTA
IGLCOR22-2	NA	PBTA
RPS10P11	NA	PBTA
RPL7AP63	NA	PBTA
RPL9P20	NA	PBTA
RPL11P2	NA	PBTA
RPL17P30	NA	PBTA
RPL24P3	NA	PBTA
RPL10AP11	NA	PBTA
RPS26P27	NA	PBTA
RPL37P5	NA	PBTA
LOC101927657	NA	PBTA
LOC101929066	NA	PBTA
LOC100996419	NA	PBTA
LOC101928075	NA	PBTA
LOC100287015	NA	PBTA
LOC286059	NA	PBTA
LOC101929524	NA	PBTA
LOC101929290	NA	PBTA
LOC101929759	NA	PBTA
LOC389641	NA	PBTA
LOC105369147	NA	PBTA
LOC102546294	NA	PBTA
LOC257396	NA	PBTA
LOC100421074	NA	PBTA
LOC100420027	NA	PBTA
LOC100419319	NA	PBTA
LOC101927543	NA	PBTA
LOC100996385	NA	PBTA
LOC101928651	NA	PBTA
LOC157273	NA	PBTA
LOC391768	NA	PBTA
LOC729707	NA	PBTA
LOC100288510	NA	PBTA
LOC643201	NA	PBTA
LOC391741	NA	PBTA
LOC101929237	NA	PBTA
LOC100422687	NA	PBTA
LOC345576	NA	PBTA
LOC102723313	NA	PBTA
LOC101929470	NA	PBTA
LOC107986400	NA	PBTA
LOC105374618	NA	PBTA
LOC100420683	NA	PBTA
LOC646616	NA	PBTA
LOC100129404	NA	PBTA
LOC100421308	NA	PBTA
LOC101927040	NA	PBTA
LOC101928858	NA	PBTA
LOC100132524	NA	PBTA
LOC285638	NA	PBTA
LOC100288484	NA	PBTA
LOC100130748	NA	PBTA
LOC101929109	NA	PBTA
LOC285626	NA	PBTA
LINC01265	NA	PBTA
LOC100506406	NA	PBTA
LOC105374647	NA	PBTA
LOC100420053	NA	PBTA
LOC643307	NA	PBTA
LOC112267949	NA	PBTA
LOC100289037	NA	PBTA
LOC107987420	NA	PBTA
LOC100419318	NA	PBTA
LOC100533667	NA	PBTA
LOC107986412	NA	PBTA
LOC100128059	NA	PBTA
RPL13AP26	NA	PBTA
LOC101927124	NA	PBTA
LOC107986453	NA	PBTA
LOC402229	NA	PBTA
LOC102546229	NA	PBTA
LOC100420228	NA	PBTA
LOC107986375	NA	PBTA
LOC359819	NA	PBTA
LOC654780	NA	PBTA
LOC101060067	NA	PBTA
LOC100505841	NA	PBTA
LOC100127986	NA	PBTA
LOC100286958	NA	PBTA
LOC101927023	NA	PBTA
LOC101929709	NA	PBTA
LOC105378208	NA	PBTA
LOC645853	NA	PBTA
LOC101927845	NA	PBTA
LOC101060035	NA	PBTA
LOC101929710	NA	PBTA
LOC100420514	NA	PBTA
LOC100420532	NA	PBTA
LOC391798	NA	PBTA
LOC100422204	NA	PBTA
TCP1P2	NA	PBTA
LOC105379109	NA	PBTA
LOC105379030	NA	PBTA
LOC100507437	NA	PBTA
LOC100132280	NA	PBTA
LOC100507403	NA	PBTA
LOC102467222	NA	PBTA
RPL26P18	NA	PBTA
LOC100420403	NA	PBTA
LOC101927798	NA	PBTA
LOC100286997	NA	PBTA
LOC100130612	NA	PBTA
LOC101926956	NA	PBTA
LOC105375924	NA	PBTA
LOC100288001	NA	PBTA
LOC101929528	NA	PBTA
LOC100422614	NA	PBTA
LOC101928093	NA	PBTA
LOC392266	NA	PBTA
LOC100507464	NA	PBTA
LOC105379391	NA	PBTA
LOC105379194	NA	PBTA
LOC100533622	NA	PBTA
LOC101929217	NA	PBTA
LOC101927908	NA	PBTA
LOC100420127	NA	PBTA
LOC100420746	NA	PBTA
LOC105375744	NA	PBTA
LOC105375750	NA	PBTA
LOC101929341	NA	PBTA
LOC392180	NA	PBTA
LOC105375700	NA	PBTA
LOC101927822	NA	PBTA
RPS15P6	NA	PBTA
LOC101929268	NA	PBTA
LOC286177	NA	PBTA
LOC107986898	NA	PBTA
LOC102724710	NA	PBTA
LOC101929315	NA	PBTA
LOC101060000	NA	PBTA
LOC100129667	NA	PBTA
LOC101930275	NA	PBTA
LOC105375638	NA	PBTA
LOC101926977	NA	PBTA
LOC100129457	NA	PBTA
LOC101926908	NA	PBTA
LOC107986878	NA	PBTA
LOC101928058	NA	PBTA
LOC105375814	NA	PBTA
LOC100420944	NA	PBTA
LPGAT1P1	NA	PBTA
LOC728587	NA	PBTA
LOC100507156	NA	PBTA
LOC101929488	NA	PBTA
LOC100128833	NA	PBTA
LOC102724612	NA	PBTA
LOC100419977	NA	PBTA
RPL21P59	NA	PBTA
LOC285593	NA	PBTA
LOC101926892	NA	PBTA
LOC101927752	NA	PBTA
LOC105375903	NA	PBTA
LOC105375787	NA	PBTA
LOC101927392	NA	PBTA
LOC100130177	NA	PBTA
LOC105375851	NA	PBTA
LOC100507071	NA	PBTA
LOC100129367	NA	PBTA
LOC401463	NA	PBTA
LOC286178	NA	PBTA
LOC100288803	NA	PBTA
PCAT2	NA	PBTA
LOC100420845	NA	PBTA
LOC101927039	NA	PBTA
LOC105375624	NA	PBTA
LOC105379301	NA	PBTA
LOC101929415	NA	PBTA
LOC101927513	NA	PBTA
TAGLN2P2	NA	PBTA
LOC101927815	NA	PBTA
LOC101929172	NA	PBTA
LOC105375843	NA	PBTA
LOC101929719	NA	PBTA
LOC100422267	NA	PBTA
LOC101927141	NA	PBTA
LOC100421673	NA	PBTA
LOC105376114	NA	PBTA
LOC100421023	NA	PBTA
LOC112268018	NA	PBTA
LOC100419092	NA	PBTA
LOC101927702	NA	PBTA
LOC105375861	NA	PBTA
LOC100289518	NA	PBTA
LOC340357	NA	PBTA
LOC101929269	NA	PBTA
LOC100129129	NA	PBTA
LOC644335	NA	PBTA
LOC100288097	NA	PBTA
C8orf49	NA	PBTA
LOC100419761	NA	PBTA
LOC100421160	NA	PBTA
LOC105375743	NA	PBTA
LOC731157	NA	PBTA
LOC102724265	NA	PBTA
LOC101926933	NA	PBTA
LOC644584	NA	PBTA
LOC102724934	NA	PBTA
LOC100420424	NA	PBTA
LOC100533628	NA	PBTA
LOC105370586	NA	PBTA
