Gene_Ensembl_ID	current_dataset	previous_dataset
ENSG00000238523	NA	All Cohorts
ENSG00000202304	NA	All Cohorts
ENSG00000252548	NA	All Cohorts
ENSG00000200622	NA	All Cohorts
ENSG00000222486	NA	All Cohorts
ENSG00000284087	NA	All Cohorts
ENSG00000207734	NA	All Cohorts
ENSG00000265538	NA	All Cohorts
ENSG00000223037	NA	All Cohorts
ENSG00000283493	NA	All Cohorts
ENSG00000252063	NA	All Cohorts
ENSG00000251923	NA	All Cohorts
ENSG00000251946	NA	All Cohorts
ENSG00000263967	NA	All Cohorts
ENSG00000232543	NA	All Cohorts
ENSG00000206857	NA	All Cohorts
ENSG00000252057	NA	All Cohorts
ENSG00000252302	NA	All Cohorts
ENSG00000206999	NA	All Cohorts
ENSG00000221348	NA	All Cohorts
ENSG00000265331	NA	All Cohorts
ENSG00000265986	NA	All Cohorts
ENSG00000198975	NA	All Cohorts
ENSG00000263584	NA	All Cohorts
ENSG00000265165	NA	All Cohorts
ENSG00000283532	NA	All Cohorts
ENSG00000253094	NA	All Cohorts
ENSG00000207761	NA	All Cohorts
ENSG00000222514	NA	All Cohorts
ENSG00000239010	NA	All Cohorts
ENSG00000283487	NA	All Cohorts
ENSG00000265789	NA	All Cohorts
ENSG00000264638	NA	All Cohorts
ENSG00000207699	NA	All Cohorts
ENSG00000238884	NA	All Cohorts
ENSG00000252162	NA	All Cohorts
ENSG00000253038	NA	All Cohorts
ENSG00000264090	NA	All Cohorts
ENSG00000264482	NA	All Cohorts
ENSG00000222733	NA	All Cohorts
ENSG00000252726	NA	All Cohorts
ENSG00000252025	NA	All Cohorts
ENSG00000264941	NA	All Cohorts
ENSG00000265855	NA	All Cohorts
ENSG00000283514	NA	All Cohorts
ENSG00000252931	NA	All Cohorts
ENSG00000238446	NA	All Cohorts
ENSG00000271898	NA	All Cohorts
ENSG00000201634	NA	All Cohorts
ENSG00000200902	NA	All Cohorts
ENSG00000212147	NA	All Cohorts
ENSG00000199448	NA	All Cohorts
ENSG00000251747	NA	All Cohorts
ENSG00000275523	NA	All Cohorts
ENSG00000252750	NA	All Cohorts
ENSG00000238950	NA	All Cohorts
ENSG00000201557	NA	All Cohorts
ENSG00000266321	NA	All Cohorts
ENSG00000216005	NA	All Cohorts
ENSG00000266611	NA	All Cohorts
ENSG00000265057	NA	All Cohorts
ENSG00000207814	NA	All Cohorts
ENSG00000265846	NA	All Cohorts
ENSG00000212358	NA	All Cohorts
ENSG00000276221	NA	All Cohorts
ENSG00000283591	NA	All Cohorts
ENSG00000283899	NA	All Cohorts
ENSG00000264621	NA	All Cohorts
ENSG00000200189	NA	All Cohorts
ENSG00000270451	NA	All Cohorts
ENSG00000201598	NA	All Cohorts
ENSG00000252307	NA	All Cohorts
ENSG00000212615	NA	All Cohorts
ENSG00000252654	NA	All Cohorts
ENSG00000186599	NA	All Cohorts
ENSG00000201689	NA	All Cohorts
ENSG00000252749	NA	All Cohorts
ENSG00000252108	NA	All Cohorts
ENSG00000265641	NA	All Cohorts
ENSG00000264902	NA	All Cohorts
ENSG00000266299	NA	All Cohorts
ENSG00000264747	NA	All Cohorts
ENSG00000199085	NA	All Cohorts
ENSG00000266072	NA	All Cohorts
ENSG00000283622	NA	All Cohorts
ENSG00000264975	NA	All Cohorts
ENSG00000277029	NA	All Cohorts
ENSG00000207013	NA	All Cohorts
ENSG00000263861	NA	All Cohorts
ENSG00000207689	NA	All Cohorts
ENSG00000222667	NA	All Cohorts
ENSG00000251882	NA	All Cohorts
ENSG00000222118	NA	All Cohorts
ENSG00000265301	NA	All Cohorts
ENSG00000251937	NA	All Cohorts
ENSG00000206697	NA	All Cohorts
ENSG00000206718	NA	All Cohorts
ENSG00000202060	NA	All Cohorts
ENSG00000238374	NA	All Cohorts
ENSG00000239105	NA	All Cohorts
ENSG00000282520	NA	All Cohorts
ENSG00000221788	NA	All Cohorts
ENSG00000207767	NA	All Cohorts
ENSG00000201253	NA	All Cohorts
ENSG00000252462	NA	All Cohorts
ENSG00000283603	NA	All Cohorts
ENSG00000200139	NA	All Cohorts
ENSG00000265669	NA	All Cohorts
ENSG00000266703	NA	All Cohorts
ENSG00000216098	NA	All Cohorts
ENSG00000264744	NA	All Cohorts
ENSG00000202308	NA	All Cohorts
ENSG00000264525	NA	All Cohorts
ENSG00000207838	NA	All Cohorts
ENSG00000278502	NA	All Cohorts
ENSG00000251750	NA	All Cohorts
ENSG00000283420	NA	All Cohorts
ENSG00000199798	NA	All Cohorts
ENSG00000207799	NA	All Cohorts
ENSG00000208015	NA	All Cohorts
ENSG00000222148	NA	All Cohorts
ENSG00000263890	NA	All Cohorts
ENSG00000264549	NA	All Cohorts
ENSG00000200969	NA	All Cohorts
ENSG00000238778	NA	All Cohorts
ENSG00000276866	NA	All Cohorts
ENSG00000265226	NA	All Cohorts
ENSG00000252998	NA	All Cohorts
ENSG00000208000	NA	All Cohorts
ENSG00000278752	NA	All Cohorts
ENSG00000221479	NA	All Cohorts
ENSG00000239169	NA	All Cohorts
ENSG00000263407	NA	All Cohorts
ENSG00000207214	NA	All Cohorts
ENSG00000239057	NA	All Cohorts
ENSG00000264979	NA	All Cohorts
ENSG00000238721	NA	All Cohorts
ENSG00000283242	NA	All Cohorts
ENSG00000264974	NA	All Cohorts
ENSG00000212014	NA	All Cohorts
ENSG00000251813	NA	All Cohorts
ENSG00000251873	NA	All Cohorts
ENSG00000239185	NA	All Cohorts
ENSG00000207861	NA	All Cohorts
ENSG00000252089	NA	All Cohorts
ENSG00000265172	NA	All Cohorts
ENSG00000253023	NA	All Cohorts
ENSG00000252953	NA	All Cohorts
ENSG00000251767	NA	All Cohorts
ENSG00000265744	NA	All Cohorts
ENSG00000283468	NA	All Cohorts
ENSG00000263881	NA	All Cohorts
ENSG00000215943	NA	All Cohorts
ENSG00000238782	NA	All Cohorts
ENSG00000238540	NA	All Cohorts
ENSG00000266039	NA	All Cohorts
ENSG00000206877	NA	All Cohorts
ENSG00000265214	NA	All Cohorts
ENSG00000283200	NA	All Cohorts
ENSG00000266663	NA	All Cohorts
ENSG00000251727	NA	All Cohorts
ENSG00000251753	NA	All Cohorts
ENSG00000206891	NA	All Cohorts
ENSG00000265376	NA	All Cohorts
ENSG00000265372	NA	All Cohorts
ENSG00000212282	NA	All Cohorts
ENSG00000263629	NA	All Cohorts
ENSG00000238709	NA	All Cohorts
ENSG00000207578	NA	All Cohorts
ENSG00000221466	NA	All Cohorts
ENSG00000238427	NA	All Cohorts
ENSG00000207871	NA	All Cohorts
ENSG00000207114	NA	All Cohorts
ENSG00000277569	NA	All Cohorts
ENSG00000212324	NA	All Cohorts
ENSG00000232069	NA	All Cohorts
ENSG00000212518	NA	All Cohorts
ENSG00000207634	NA	All Cohorts
ENSG00000238382	NA	All Cohorts
ENSG00000211579	NA	All Cohorts
ENSG00000283281	NA	All Cohorts
ENSG00000266545	NA	All Cohorts
ENSG00000261809	NA	All Cohorts
ENSG00000251766	NA	All Cohorts
ENSG00000265368	NA	All Cohorts
ENSG00000238904	NA	All Cohorts
ENSG00000266150	NA	All Cohorts
ENSG00000264574	NA	All Cohorts
ENSG00000252900	NA	All Cohorts
ENSG00000207868	NA	All Cohorts
ENSG00000207706	NA	All Cohorts
ENSG00000252407	NA	All Cohorts
ENSG00000274263	NA	All Cohorts
ENSG00000221476	NA	All Cohorts
ENSG00000266270	NA	All Cohorts
ENSG00000221768	NA	All Cohorts
ENSG00000264274	NA	All Cohorts
ENSG00000263705	NA	All Cohorts
ENSG00000207827	NA	All Cohorts
ENSG00000202499	NA	All Cohorts
ENSG00000265793	NA	All Cohorts
ENSG00000252674	NA	All Cohorts
ENSG00000202069	NA	All Cohorts
ENSG00000266139	NA	All Cohorts
ENSG00000263652	NA	All Cohorts
ENSG00000201790	NA	All Cohorts
ENSG00000199782	NA	All Cohorts
ENSG00000202331	NA	All Cohorts
ENSG00000283665	NA	All Cohorts
ENSG00000263526	NA	All Cohorts
ENSG00000266287	NA	All Cohorts
ENSG00000265734	NA	All Cohorts
ENSG00000201727	NA	All Cohorts
ENSG00000207803	NA	All Cohorts
ENSG00000199168	NA	All Cohorts
ENSG00000238788	NA	All Cohorts
ENSG00000238812	NA	All Cohorts
ENSG00000207486	NA	All Cohorts
ENSG00000266431	NA	All Cohorts
ENSG00000266140	NA	All Cohorts
ENSG00000284463	NA	All Cohorts
ENSG00000238500	NA	All Cohorts
ENSG00000201241	NA	All Cohorts
ENSG00000263783	NA	All Cohorts
ENSG00000283275	NA	All Cohorts
ENSG00000265421	NA	All Cohorts
ENSG00000207060	NA	All Cohorts
ENSG00000264063	NA	All Cohorts
ENSG00000274056	NA	All Cohorts
ENSG00000252881	NA	All Cohorts
ENSG00000206726	NA	All Cohorts
ENSG00000283298	NA	All Cohorts
ENSG00000212168	NA	All Cohorts
ENSG00000212378	NA	All Cohorts
ENSG00000207431	NA	All Cohorts
ENSG00000239075	NA	All Cohorts
ENSG00000264922	NA	All Cohorts
ENSG00000206733	NA	All Cohorts
ENSG00000202074	NA	All Cohorts
ENSG00000202051	NA	All Cohorts
ENSG00000266617	NA	All Cohorts
ENSG00000283588	NA	All Cohorts
ENSG00000264089	NA	All Cohorts
ENSG00000221255	NA	All Cohorts
ENSG00000224964	NA	All Cohorts
ENSG00000238632	NA	All Cohorts
ENSG00000212475	NA	All Cohorts
ENSG00000265725	NA	All Cohorts
ENSG00000207225	NA	All Cohorts
ENSG00000199001	NA	All Cohorts
ENSG00000212247	NA	All Cohorts
ENSG00000253031	NA	All Cohorts
ENSG00000207121	NA	All Cohorts
ENSG00000252460	NA	All Cohorts
ENSG00000251707	NA	All Cohorts
ENSG00000252514	NA	All Cohorts
ENSG00000266582	NA	All Cohorts
ENSG00000199446	NA	All Cohorts
ENSG00000252930	NA	All Cohorts
ENSG00000265503	NA	All Cohorts
ENSG00000252275	NA	All Cohorts
ENSG00000239102	NA	All Cohorts
ENSG00000283435	NA	All Cohorts
ENSG00000206871	NA	All Cohorts
ENSG00000201443	NA	All Cohorts
ENSG00000263631	NA	All Cohorts
ENSG00000223641	NA	All Cohorts
ENSG00000215601	NA	All Cohorts
ENSG00000221771	NA	All Cohorts
ENSG00000252411	NA	All Cohorts
ENSG00000215952	NA	All Cohorts
ENSG00000211991	NA	All Cohorts
ENSG00000216064	NA	All Cohorts
ENSG00000207641	NA	All Cohorts
ENSG00000266426	NA	All Cohorts
ENSG00000251998	NA	All Cohorts
ENSG00000265919	NA	All Cohorts
ENSG00000251965	NA	All Cohorts
ENSG00000215966	NA	All Cohorts
ENSG00000221240	NA	All Cohorts
ENSG00000238987	NA	All Cohorts
ENSG00000251711	NA	All Cohorts
ENSG00000201240	NA	All Cohorts
ENSG00000223078	NA	All Cohorts
ENSG00000206641	NA	All Cohorts
ENSG00000282268	NA	All Cohorts
ENSG00000201775	NA	All Cohorts
ENSG00000239168	NA	All Cohorts
ENSG00000200720	NA	All Cohorts
ENSG00000223514	NA	All Cohorts
ENSG00000216195	NA	All Cohorts
ENSG00000252243	NA	All Cohorts
ENSG00000265588	NA	All Cohorts
ENSG00000275469	NA	All Cohorts
ENSG00000200963	NA	All Cohorts
ENSG00000283210	NA	All Cohorts
ENSG00000207825	NA	All Cohorts
ENSG00000199704	NA	All Cohorts
ENSG00000263734	NA	All Cohorts
ENSG00000263872	NA	All Cohorts
ENSG00000263973	NA	All Cohorts
ENSG00000275455	NA	All Cohorts
ENSG00000252780	NA	All Cohorts
ENSG00000273912	NA	All Cohorts
ENSG00000200774	NA	All Cohorts
ENSG00000232617	NA	All Cohorts
ENSG00000263741	NA	All Cohorts
ENSG00000264571	NA	All Cohorts
ENSG00000222114	NA	All Cohorts
ENSG00000265237	NA	All Cohorts
ENSG00000235451	NA	All Cohorts
ENSG00000251851	NA	All Cohorts
ENSG00000283207	NA	All Cohorts
ENSG00000225433	NA	All Cohorts
ENSG00000238562	NA	All Cohorts
ENSG00000265617	NA	All Cohorts
ENSG00000201826	NA	All Cohorts
ENSG00000202609	NA	All Cohorts
ENSG00000266530	NA	All Cohorts
ENSG00000265005	NA	All Cohorts
ENSG00000283126	NA	All Cohorts
ENSG00000251759	NA	All Cohorts
ENSG00000206906	NA	All Cohorts
ENSG00000238698	NA	All Cohorts
ENSG00000238431	NA	All Cohorts
ENSG00000252574	NA	All Cohorts
ENSG00000270185	NA	All Cohorts
ENSG00000212495	NA	All Cohorts
ENSG00000206716	NA	All Cohorts
ENSG00000207443	NA	All Cohorts
ENSG00000277063	NA	All Cohorts
ENSG00000283333	NA	All Cohorts
ENSG00000265098	NA	All Cohorts
ENSG00000222321	NA	All Cohorts
ENSG00000238489	NA	All Cohorts
ENSG00000238697	NA	All Cohorts
ENSG00000212305	NA	All Cohorts
ENSG00000252178	NA	All Cohorts
ENSG00000199051	NA	All Cohorts
ENSG00000252948	NA	All Cohorts
ENSG00000270961	NA	All Cohorts
ENSG00000207615	NA	All Cohorts
ENSG00000251761	NA	All Cohorts
ENSG00000215939	NA	All Cohorts
ENSG00000232167	NA	All Cohorts
ENSG00000263763	NA	All Cohorts
ENSG00000201591	NA	All Cohorts
ENSG00000206845	NA	All Cohorts
ENSG00000199728	NA	All Cohorts
ENSG00000251773	NA	All Cohorts
ENSG00000238468	NA	All Cohorts
ENSG00000266436	NA	All Cohorts
ENSG00000283206	NA	All Cohorts
ENSG00000252369	NA	All Cohorts
ENSG00000201015	NA	All Cohorts
ENSG00000252457	NA	All Cohorts
ENSG00000264512	NA	All Cohorts
ENSG00000238441	NA	All Cohorts
ENSG00000274572	NA	All Cohorts
ENSG00000251915	NA	All Cohorts
ENSG00000201594	NA	All Cohorts
ENSG00000265841	NA	All Cohorts
ENSG00000221442	NA	All Cohorts
ENSG00000266327	NA	All Cohorts
ENSG00000283188	NA	All Cohorts
ENSG00000207026	NA	All Cohorts
ENSG00000266855	NA	All Cohorts
ENSG00000225615	NA	All Cohorts
ENSG00000238302	NA	All Cohorts
ENSG00000266808	NA	All Cohorts
ENSG00000266194	NA	All Cohorts
ENSG00000252624	NA	All Cohorts
ENSG00000207866	NA	All Cohorts
ENSG00000275842	NA	All Cohorts
ENSG00000265193	NA	All Cohorts
ENSG00000265322	NA	All Cohorts
ENSG00000265861	NA	All Cohorts
ENSG00000216056	NA	All Cohorts
ENSG00000221187	NA	All Cohorts
ENSG00000200146	NA	All Cohorts
ENSG00000221393	NA	All Cohorts
ENSG00000199177	NA	All Cohorts
ENSG00000212100	NA	All Cohorts
ENSG00000263476	NA	All Cohorts
ENSG00000222791	NA	All Cohorts
ENSG00000264200	NA	All Cohorts
ENSG00000201016	NA	All Cohorts
ENSG00000283506	NA	All Cohorts
ENSG00000200601	NA	All Cohorts
ENSG00000207957	NA	All Cohorts
ENSG00000274025	NA	All Cohorts
ENSG00000207867	NA	All Cohorts
ENSG00000264583	NA	All Cohorts
ENSG00000278069	NA	All Cohorts
ENSG00000264733	NA	All Cohorts
ENSG00000207818	NA	All Cohorts
ENSG00000238357	NA	All Cohorts
ENSG00000206665	NA	All Cohorts
ENSG00000252889	NA	All Cohorts
ENSG00000228571	NA	All Cohorts
ENSG00000207515	NA	All Cohorts
ENSG00000276158	NA	All Cohorts
ENSG00000283615	NA	All Cohorts
ENSG00000283218	NA	All Cohorts
ENSG00000252284	NA	All Cohorts
ENSG00000277437	NA	All Cohorts
ENSG00000206826	NA	All Cohorts
ENSG00000199315	NA	All Cohorts
ENSG00000221494	NA	All Cohorts
ENSG00000238789	NA	All Cohorts
ENSG00000207800	NA	All Cohorts
ENSG00000221251	NA	All Cohorts
ENSG00000252080	NA	All Cohorts
ENSG00000263561	NA	All Cohorts
ENSG00000199153	NA	All Cohorts
ENSG00000276844	NA	All Cohorts
ENSG00000242879	NA	All Cohorts
ENSG00000263514	NA	All Cohorts
ENSG00000265328	NA	All Cohorts
ENSG00000251905	NA	All Cohorts
ENSG00000238759	NA	All Cohorts
ENSG00000238399	NA	All Cohorts
ENSG00000266570	NA	All Cohorts
ENSG00000201410	NA	All Cohorts
ENSG00000266887	NA	All Cohorts
ENSG00000252029	NA	All Cohorts
ENSG00000221081	NA	All Cohorts
ENSG00000265776	NA	All Cohorts
ENSG00000202433	NA	All Cohorts
ENSG00000252264	NA	All Cohorts
ENSG00000215961	NA	All Cohorts
ENSG00000232064	NA	All Cohorts
ENSG00000266508	NA	All Cohorts
ENSG00000237902	NA	All Cohorts
ENSG00000223636	NA	All Cohorts
ENSG00000265499	NA	All Cohorts
ENSG00000263750	NA	All Cohorts
ENSG00000264387	NA	All Cohorts
ENSG00000263354	NA	All Cohorts
ENSG00000265831	NA	All Cohorts
ENSG00000265227	NA	All Cohorts
ENSG00000238949	NA	All Cohorts
ENSG00000252219	NA	All Cohorts
ENSG00000207616	NA	All Cohorts
ENSG00000199127	NA	All Cohorts
ENSG00000222146	NA	All Cohorts
ENSG00000216075	NA	All Cohorts
ENSG00000264657	NA	All Cohorts
ENSG00000221594	NA	All Cohorts
ENSG00000252323	NA	All Cohorts
ENSG00000222490	NA	All Cohorts
ENSG00000229725	NA	All Cohorts
ENSG00000227444	NA	All Cohorts
ENSG00000225326	NA	All Cohorts
ENSG00000228240	NA	All Cohorts
ENSG00000225491	NA	All Cohorts
ENSG00000271595	NA	All Cohorts
ENSG00000233126	NA	All Cohorts
ENSG00000232424	NA	All Cohorts
ENSG00000226369	NA	All Cohorts
ENSG00000230814	NA	All Cohorts
ENSG00000225287	NA	All Cohorts
ENSG00000224866	NA	All Cohorts
ENSG00000281652	NA	All Cohorts
ENSG00000229159	NA	All Cohorts
ENSG00000223407	NA	All Cohorts
ENSG00000231375	NA	All Cohorts
ENSG00000227837	NA	All Cohorts
ENSG00000237635	NA	All Cohorts
ENSG00000229553	NA	All Cohorts
ENSG00000275610	NA	All Cohorts
ENSG00000270416	NA	All Cohorts
ENSG00000263908	NA	All Cohorts
ENSG00000221390	NA	All Cohorts
ENSG00000281696	NA	All Cohorts
ENSG00000251823	NA	All Cohorts
ENSG00000264297	NA	All Cohorts
ENSG00000265956	NA	All Cohorts
ENSG00000238924	NA	All Cohorts
ENSG00000248920	NA	All Cohorts
ENSG00000232264	NA	All Cohorts
ENSG00000230430	NA	All Cohorts
ENSG00000229579	NA	All Cohorts
ENSG00000235780	NA	All Cohorts
ENSG00000231051	NA	All Cohorts
ENSG00000231637	NA	All Cohorts
ENSG00000228856	NA	All Cohorts
ENSG00000251816	NA	All Cohorts
ENSG00000265829	NA	All Cohorts
ENSG00000283550	NA	All Cohorts
ENSG00000264105	NA	All Cohorts
ENSG00000281058	NA	All Cohorts
ENSG00000280799	NA	All Cohorts
ENSG00000280757	NA	All Cohorts
ENSG00000281627	NA	All Cohorts
ENSG00000280457	NA	All Cohorts
ENSG00000223004	NA	All Cohorts
ENSG00000265699	NA	All Cohorts
ENSG00000199035	NA	All Cohorts
ENSG00000283969	NA	All Cohorts
ENSG00000265878	NA	All Cohorts
ENSG00000266038	NA	All Cohorts
ENSG00000252535	NA	All Cohorts
ENSG00000266206	NA	All Cohorts
ENSG00000274705	NA	All Cohorts
ENSG00000266502	NA	All Cohorts
ENSG00000276540	NA	All Cohorts
ENSG00000263735	NA	All Cohorts
ENSG00000199065	NA	All Cohorts
ENSG00000263575	NA	All Cohorts
ENSG00000252542	NA	All Cohorts
ENSG00000263628	NA	All Cohorts
ENSG00000284277	NA	All Cohorts
ENSG00000283551	NA	All Cohorts
ENSG00000276857	NA	All Cohorts
ENSG00000274599	NA	All Cohorts
ENSG00000276964	NA	All Cohorts
ENSG00000277274	NA	All Cohorts
ENSG00000276164	NA	All Cohorts
ENSG00000265014	NA	All Cohorts
ENSG00000239003	NA	All Cohorts
ENSG00000223997	NA	All Cohorts
ENSG00000237235	NA	All Cohorts
ENSG00000211928	NA	All Cohorts
ENSG00000271317	NA	All Cohorts
ENSG00000282599	NA	All Cohorts
ENSG00000271336	NA	All Cohorts
ENSG00000277841	NA	All Cohorts
ENSG00000283614	NA	All Cohorts
ENSG00000278098	NA	All Cohorts
ENSG00000202529	NA	All Cohorts
ENSG00000264468	NA	All Cohorts
ENSG00000207011	NA	All Cohorts
ENSG00000267482	NA	All Cohorts
ENSG00000211563	NA	All Cohorts
ENSG00000283645	NA	All Cohorts
ENSG00000266148	NA	All Cohorts
ENSG00000265134	NA	All Cohorts
ENSG00000207645	NA	All Cohorts
ENSG00000207722	NA	All Cohorts
ENSG00000207837	NA	All Cohorts
ENSG00000199024	NA	All Cohorts
ENSG00000278159	NA	All Cohorts
ENSG00000216141	NA	All Cohorts
ENSG00000283513	NA	All Cohorts
ENSG00000266211	NA	All Cohorts
ENSG00000263764	NA	All Cohorts
ENSG00000265284	NA	All Cohorts
ENSG00000212027	NA	All Cohorts
ENSG00000226929	NA	All Cohorts
ENSG00000224089	NA	All Cohorts
ENSG00000226600	NA	All Cohorts
ENSG00000230347	NA	All Cohorts
ENSG00000237957	NA	All Cohorts
ENSG00000230594	NA	All Cohorts
ENSG00000236126	NA	All Cohorts
ENSG00000242362	NA	All Cohorts
ENSG00000284286	NA	All Cohorts
ENSG00000252173	NA	All Cohorts
ENSG00000232845	NA	All Cohorts
ENSG00000227439	NA	All Cohorts
ENSG00000225256	NA	All Cohorts
ENSG00000211597	NA	TARGET
ENSG00000211596	NA	TARGET
ENSG00000211594	NA	TARGET
ENSG00000211593	NA	TARGET
ENSG00000211595	NA	TARGET
ENSG00000240041	NA	TARGET
ENSG00000210151	NA	TARGET
ENSG00000211900	NA	TARGET
ENSG00000242887	NA	TARGET
ENSG00000242472	NA	TARGET
ENSG00000210194	NA	TARGET
ENSG00000209082	NA	TARGET
ENSG00000211904	NA	TARGET
ENSG00000210144	NA	TARGET
ENSG00000210100	NA	TARGET
ENSG00000211905	NA	TARGET
ENSG00000210191	NA	TARGET
ENSG00000210077	NA	TARGET
ENSG00000210112	NA	TARGET
ENSG00000210196	NA	TARGET
ENSG00000225851	NA	TARGET
ENSG00000210154	NA	TARGET
ENSG00000210140	NA	TARGET
ENSG00000210195	NA	TARGET
ENSG00000210176	NA	TARGET
ENSG00000276365	NA	TARGET
ENSG00000210049	NA	TARGET
ENSG00000211923	NA	TARGET
ENSG00000210127	NA	TARGET
ENSG00000210135	NA	TARGET
ENSG00000210156	NA	TARGET
ENSG00000210164	NA	TARGET
ENSG00000211930	NA	TARGET
ENSG00000210174	NA	TARGET
ENSG00000199053	NA	TARGET
ENSG00000211911	NA	TARGET
ENSG00000284117	NA	TARGET
ENSG00000211764	NA	TARGET
ENSG00000210184	NA	TARGET
ENSG00000211688	NA	TARGET
ENSG00000211771	NA	TARGET
ENSG00000211691	NA	TARGET
ENSG00000210107	NA	TARGET
ENSG00000211918	NA	TARGET
ENSG00000211767	NA	TARGET
ENSG00000284343	NA	TARGET
ENSG00000211924	NA	TARGET
ENSG00000201273	NA	TARGET
ENSG00000210117	NA	TARGET
ENSG00000211931	NA	TARGET
ENSG00000211692	NA	TARGET
ENSG00000211769	NA	TARGET
ENSG00000211912	NA	TARGET
ENSG00000211917	NA	TARGET
ENSG00000284564	NA	TARGET
ENSG00000212327	NA	TARGET
ENSG00000211765	NA	TARGET
ENSG00000211690	NA	TARGET
ENSG00000238862	NA	TARGET
ENSG00000280904	NA	TARGET
ENSG00000266315	NA	TARGET
ENSG00000252061	NA	TARGET
ENSG00000227800	NA	TARGET
ENSG00000207721	NA	TARGET
ENSG00000207500	NA	TARGET
ENSG00000211682	NA	TARGET
ENSG00000211684	NA	TARGET
ENSG00000198976	NA	TARGET
ENSG00000284595	NA	TARGET
ENSG00000274940	NA	TARGET
ENSG00000201919	NA	TARGET
ENSG00000264049	NA	TARGET
ENSG00000212493	NA	TARGET
ENSG00000222345	NA	TARGET
ENSG00000252787	NA	TARGET
ENSG00000265539	NA	TARGET
ENSG00000211914	NA	TARGET
ENSG00000200814	NA	TARGET
ENSG00000264370	NA	TARGET
ENSG00000265452	NA	TARGET
ENSG00000212242	NA	TARGET
ENSG00000266618	NA	TARGET
ENSG00000252581	NA	TARGET
ENSG00000211921	NA	TARGET
ENSG00000207730	NA	TARGET
ENSG00000211825	NA	TARGET
ENSG00000284574	NA	TARGET
ENSG00000207019	NA	TARGET
ENSG00000265996	NA	TARGET
ENSG00000208797	NA	TARGET
ENSG00000265496	NA	TARGET
ENSG00000284239	NA	TARGET
ENSG00000276753	NA	TARGET
ENSG00000211925	NA	TARGET
ENSG00000207757	NA	TARGET
ENSG00000212296	NA	TARGET
ENSG00000207607	NA	TARGET
ENSG00000200378	NA	TARGET
ENSG00000273767	NA	TARGET
ENSG00000275856	NA	TARGET
ENSG00000221500	NA	TARGET
ENSG00000207940	NA	TARGET
ENSG00000211920	NA	TARGET
ENSG00000211768	NA	TARGET
ENSG00000211770	NA	TARGET
ENSG00000264056	NA	TARGET
ENSG00000227196	NA	TARGET
ENSG00000230680	NA	TARGET
ENSG00000240355	NA	TARGET
ENSG00000202227	NA	TARGET
ENSG00000283721	NA	TARGET
ENSG00000211885	NA	TARGET
ENSG00000277370	NA	TARGET
ENSG00000222788	NA	TARGET
ENSG00000284363	NA	TARGET
ENSG00000211847	NA	TARGET
ENSG00000207808	NA	TARGET
ENSG00000211883	NA	TARGET
ENSG00000264864	NA	TARGET
ENSG00000276788	NA	TARGET
ENSG00000215991	NA	TARGET
ENSG00000211838	NA	TARGET
ENSG00000278661	NA	TARGET
ENSG00000211840	NA	TARGET
ENSG00000263834	NA	TARGET
ENSG00000211844	NA	TARGET
ENSG00000274544	NA	TARGET
ENSG00000275344	NA	TARGET
ENSG00000264755	NA	TARGET
ENSG00000211850	NA	TARGET
ENSG00000207280	NA	TARGET
ENSG00000271043	NA	TARGET
ENSG00000199753	NA	TARGET
ENSG00000274822	NA	TARGET
ENSG00000254036	NA	TARGET
ENSG00000211856	NA	TARGET
ENSG00000211907	NA	TARGET
ENSG00000211876	NA	TARGET
ENSG00000211869	NA	TARGET
ENSG00000211841	NA	TARGET
ENSG00000211867	NA	TARGET
ENSG00000207923	NA	TARGET
ENSG00000284402	NA	TARGET
ENSG00000211855	NA	TARGET
ENSG00000211866	NA	TARGET
ENSG00000222282	NA	TARGET
ENSG00000200389	NA	TARGET
ENSG00000206815	NA	TARGET
ENSG00000266189	NA	TARGET
ENSG00000253387	NA	TARGET
ENSG00000238650	NA	TARGET
ENSG00000211879	NA	TARGET
ENSG00000211880	NA	TARGET
ENSG00000201785	NA	TARGET
ENSG00000211846	NA	TARGET
ENSG00000201595	NA	TARGET
ENSG00000202503	NA	TARGET
ENSG00000211909	NA	TARGET
ENSG00000212460	NA	TARGET
ENSG00000211849	NA	TARGET
ENSG00000200013	NA	TARGET
ENSG00000265215	NA	TARGET
ENSG00000211886	NA	TARGET
ENSG00000239195	NA	TARGET
ENSG00000238854	NA	TARGET
ENSG00000272166	NA	TARGET
ENSG00000264425	NA	TARGET
ENSG00000202093	NA	TARGET
ENSG00000211859	NA	TARGET
ENSG00000211842	NA	TARGET
ENSG00000211858	NA	TARGET
ENSG00000211837	NA	TARGET
ENSG00000221410	NA	TARGET
ENSG00000211872	NA	TARGET
ENSG00000207611	NA	TARGET
ENSG00000228131	NA	TARGET
ENSG00000211863	NA	TARGET
ENSG00000237547	NA	TARGET
ENSG00000211834	NA	TARGET
ENSG00000276712	NA	TARGET
ENSG00000211845	NA	TARGET
ENSG00000212457	NA	TARGET
ENSG00000211860	NA	TARGET
ENSG00000211836	NA	TARGET
ENSG00000257264	NA	TARGET
ENSG00000284305	NA	TARGET
ENSG00000264781	NA	TARGET
ENSG00000202031	NA	TARGET
ENSG00000211861	NA	TARGET
ENSG00000265954	NA	TARGET
ENSG00000207789	NA	TARGET
ENSG00000284064	NA	TARGET
ENSG00000211881	NA	TARGET
