Gene_Ensembl_ID	current_dataset	previous_dataset
ENSG00000252080	NA	TARGET
ENSG00000263561	NA	TARGET
ENSG00000199153	NA	TARGET
ENSG00000276844	NA	TARGET
ENSG00000242879	NA	TARGET
ENSG00000263514	NA	TARGET
ENSG00000265328	NA	TARGET
ENSG00000251905	NA	TARGET
ENSG00000238759	NA	TARGET
ENSG00000238399	NA	TARGET
ENSG00000266570	NA	TARGET
ENSG00000201410	NA	TARGET
ENSG00000266887	NA	TARGET
ENSG00000252029	NA	TARGET
ENSG00000221081	NA	TARGET
ENSG00000265776	NA	TARGET
ENSG00000202433	NA	TARGET
ENSG00000252264	NA	TARGET
ENSG00000215961	NA	TARGET
ENSG00000232064	NA	TARGET
ENSG00000266508	NA	TARGET
ENSG00000237902	NA	TARGET
ENSG00000223636	NA	TARGET
ENSG00000265499	NA	TARGET
ENSG00000263750	NA	TARGET
ENSG00000264387	NA	TARGET
ENSG00000263354	NA	TARGET
ENSG00000265831	NA	TARGET
ENSG00000265227	NA	TARGET
ENSG00000238949	NA	TARGET
ENSG00000252219	NA	TARGET
ENSG00000207616	NA	TARGET
ENSG00000199127	NA	TARGET
ENSG00000222146	NA	TARGET
ENSG00000216075	NA	TARGET
ENSG00000264657	NA	TARGET
ENSG00000221594	NA	TARGET
ENSG00000252323	NA	TARGET
ENSG00000222490	NA	TARGET
ENSG00000229725	NA	TARGET
ENSG00000227444	NA	TARGET
ENSG00000225326	NA	TARGET
ENSG00000228240	NA	TARGET
ENSG00000225491	NA	TARGET
ENSG00000271595	NA	TARGET
ENSG00000233126	NA	TARGET
ENSG00000232424	NA	TARGET
ENSG00000226369	NA	TARGET
ENSG00000230814	NA	TARGET
ENSG00000225287	NA	TARGET
ENSG00000224866	NA	TARGET
ENSG00000281652	NA	TARGET
ENSG00000229159	NA	TARGET
ENSG00000223407	NA	TARGET
ENSG00000231375	NA	TARGET
ENSG00000227837	NA	TARGET
ENSG00000237635	NA	TARGET
ENSG00000229553	NA	TARGET
ENSG00000275610	NA	TARGET
ENSG00000270416	NA	TARGET
ENSG00000263908	NA	TARGET
ENSG00000221390	NA	TARGET
ENSG00000281696	NA	TARGET
ENSG00000251823	NA	TARGET
ENSG00000264297	NA	TARGET
ENSG00000265956	NA	TARGET
ENSG00000238924	NA	TARGET
ENSG00000248920	NA	TARGET
ENSG00000232264	NA	TARGET
ENSG00000230430	NA	TARGET
ENSG00000229579	NA	TARGET
ENSG00000235780	NA	TARGET
ENSG00000231051	NA	TARGET
ENSG00000231637	NA	TARGET
ENSG00000228856	NA	TARGET
ENSG00000251816	NA	TARGET
ENSG00000265829	NA	TARGET
ENSG00000283550	NA	TARGET
ENSG00000264105	NA	TARGET
ENSG00000281058	NA	TARGET
ENSG00000280799	NA	TARGET
ENSG00000280757	NA	TARGET
ENSG00000281627	NA	TARGET
ENSG00000280457	NA	TARGET
ENSG00000223004	NA	TARGET
ENSG00000265699	NA	TARGET
ENSG00000199035	NA	TARGET
ENSG00000283969	NA	TARGET
ENSG00000265878	NA	TARGET
ENSG00000266038	NA	TARGET
ENSG00000252535	NA	TARGET
ENSG00000266206	NA	TARGET
ENSG00000274705	NA	TARGET
ENSG00000266502	NA	TARGET
ENSG00000276540	NA	TARGET
ENSG00000263735	NA	TARGET
ENSG00000199065	NA	TARGET
ENSG00000263575	NA	TARGET
ENSG00000252542	NA	TARGET
ENSG00000263628	NA	TARGET
ENSG00000284277	NA	TARGET
ENSG00000283551	NA	TARGET
ENSG00000276857	NA	TARGET
ENSG00000274599	NA	TARGET
ENSG00000276964	NA	TARGET
ENSG00000277274	NA	TARGET
ENSG00000276164	NA	TARGET
ENSG00000265014	NA	TARGET
ENSG00000239003	NA	TARGET
ENSG00000223997	NA	TARGET
ENSG00000237235	NA	TARGET
ENSG00000211928	NA	TARGET
ENSG00000271317	NA	TARGET
ENSG00000282599	NA	TARGET
ENSG00000271336	NA	TARGET
ENSG00000277841	NA	TARGET
ENSG00000283614	NA	TARGET
ENSG00000278098	NA	TARGET
ENSG00000202529	NA	TARGET
ENSG00000264468	NA	TARGET
ENSG00000207011	NA	TARGET
ENSG00000267482	NA	TARGET
ENSG00000211563	NA	TARGET
ENSG00000283645	NA	TARGET
ENSG00000266148	NA	TARGET
ENSG00000265134	NA	TARGET
ENSG00000207645	NA	TARGET
ENSG00000207722	NA	TARGET
ENSG00000207837	NA	TARGET
ENSG00000199024	NA	TARGET
ENSG00000278159	NA	TARGET
ENSG00000216141	NA	TARGET
ENSG00000283513	NA	TARGET
ENSG00000266211	NA	TARGET
ENSG00000263764	NA	TARGET
ENSG00000265284	NA	TARGET
ENSG00000212027	NA	TARGET
ENSG00000226929	NA	TARGET
ENSG00000224089	NA	TARGET
ENSG00000226600	NA	TARGET
ENSG00000230347	NA	TARGET
ENSG00000237957	NA	TARGET
ENSG00000230594	NA	TARGET
ENSG00000236126	NA	TARGET
ENSG00000242362	NA	TARGET
ENSG00000284286	NA	TARGET
ENSG00000252173	NA	TARGET
ENSG00000232845	NA	TARGET
ENSG00000227439	NA	TARGET
ENSG00000225256	NA	TARGET
ENSG00000211597	NA	PBTA
ENSG00000211596	NA	PBTA
ENSG00000211594	NA	PBTA
ENSG00000211593	NA	PBTA
ENSG00000211595	NA	PBTA
ENSG00000240041	NA	PBTA
ENSG00000210151	NA	PBTA
ENSG00000211900	NA	PBTA
ENSG00000242887	NA	PBTA
ENSG00000242472	NA	PBTA
ENSG00000210194	NA	PBTA
ENSG00000209082	NA	PBTA
ENSG00000211904	NA	PBTA
ENSG00000210144	NA	PBTA
ENSG00000210100	NA	PBTA
ENSG00000211905	NA	PBTA
ENSG00000210191	NA	PBTA
ENSG00000210077	NA	PBTA
ENSG00000210112	NA	PBTA
ENSG00000210196	NA	PBTA
ENSG00000225851	NA	PBTA
ENSG00000210154	NA	PBTA
ENSG00000210140	NA	PBTA
ENSG00000210195	NA	PBTA
ENSG00000210176	NA	PBTA
ENSG00000276365	NA	PBTA
ENSG00000210049	NA	PBTA
ENSG00000211923	NA	PBTA
ENSG00000210127	NA	PBTA
ENSG00000210135	NA	PBTA
ENSG00000210156	NA	PBTA
ENSG00000210164	NA	PBTA
ENSG00000211930	NA	PBTA
ENSG00000210174	NA	PBTA
ENSG00000199053	NA	PBTA
ENSG00000211911	NA	PBTA
ENSG00000284117	NA	PBTA
ENSG00000211764	NA	PBTA
ENSG00000210184	NA	PBTA
ENSG00000211688	NA	PBTA
ENSG00000211771	NA	PBTA
ENSG00000211691	NA	PBTA
ENSG00000210107	NA	PBTA
ENSG00000211918	NA	PBTA
ENSG00000211767	NA	PBTA
ENSG00000284343	NA	PBTA
ENSG00000211924	NA	PBTA
ENSG00000201273	NA	PBTA
ENSG00000210117	NA	PBTA
ENSG00000211931	NA	PBTA
ENSG00000211692	NA	PBTA
ENSG00000211769	NA	PBTA
ENSG00000211912	NA	PBTA
ENSG00000211917	NA	PBTA
ENSG00000284564	NA	PBTA
ENSG00000212327	NA	PBTA
ENSG00000211765	NA	PBTA
ENSG00000211690	NA	PBTA
ENSG00000238862	NA	PBTA
ENSG00000280904	NA	PBTA
ENSG00000266315	NA	PBTA
ENSG00000252061	NA	PBTA
ENSG00000227800	NA	PBTA
ENSG00000207721	NA	PBTA
ENSG00000207500	NA	PBTA
ENSG00000211682	NA	PBTA
ENSG00000211684	NA	PBTA
ENSG00000198976	NA	PBTA
ENSG00000284595	NA	PBTA
ENSG00000274940	NA	PBTA
ENSG00000201919	NA	PBTA
ENSG00000264049	NA	PBTA
ENSG00000212493	NA	PBTA
ENSG00000222345	NA	PBTA
ENSG00000252787	NA	PBTA
ENSG00000265539	NA	PBTA
ENSG00000211914	NA	PBTA
ENSG00000200814	NA	PBTA
ENSG00000264370	NA	PBTA
ENSG00000265452	NA	PBTA
ENSG00000212242	NA	PBTA
ENSG00000266618	NA	PBTA
ENSG00000252581	NA	PBTA
ENSG00000211921	NA	PBTA
ENSG00000207730	NA	PBTA
ENSG00000211825	NA	PBTA
ENSG00000284574	NA	PBTA
ENSG00000207019	NA	PBTA
ENSG00000265996	NA	PBTA
ENSG00000208797	NA	PBTA
ENSG00000265496	NA	PBTA
ENSG00000284239	NA	PBTA
ENSG00000276753	NA	PBTA
ENSG00000211925	NA	PBTA
ENSG00000207757	NA	PBTA
ENSG00000212296	NA	PBTA
ENSG00000207607	NA	PBTA
ENSG00000200378	NA	PBTA
ENSG00000273767	NA	PBTA
ENSG00000275856	NA	PBTA
ENSG00000221500	NA	PBTA
ENSG00000207940	NA	PBTA
ENSG00000211920	NA	PBTA
ENSG00000211768	NA	PBTA
ENSG00000211770	NA	PBTA
ENSG00000264056	NA	PBTA
ENSG00000227196	NA	PBTA
ENSG00000230680	NA	PBTA
ENSG00000240355	NA	PBTA
ENSG00000202227	NA	PBTA
ENSG00000283721	NA	PBTA
ENSG00000211885	NA	PBTA
ENSG00000277370	NA	PBTA
ENSG00000222788	NA	PBTA
ENSG00000284363	NA	PBTA
ENSG00000211847	NA	PBTA
ENSG00000207808	NA	PBTA
ENSG00000211883	NA	PBTA
ENSG00000264864	NA	PBTA
ENSG00000276788	NA	PBTA
ENSG00000215991	NA	PBTA
ENSG00000211838	NA	PBTA
ENSG00000278661	NA	PBTA
ENSG00000211840	NA	PBTA
ENSG00000263834	NA	PBTA
ENSG00000211844	NA	PBTA
ENSG00000274544	NA	PBTA
ENSG00000275344	NA	PBTA
ENSG00000264755	NA	PBTA
ENSG00000211850	NA	PBTA
ENSG00000207280	NA	PBTA
ENSG00000271043	NA	PBTA
ENSG00000199753	NA	PBTA
ENSG00000274822	NA	PBTA
ENSG00000254036	NA	PBTA
ENSG00000211856	NA	PBTA
ENSG00000211907	NA	PBTA
ENSG00000211876	NA	PBTA
ENSG00000211869	NA	PBTA
ENSG00000211841	NA	PBTA
ENSG00000211867	NA	PBTA
ENSG00000207923	NA	PBTA
ENSG00000284402	NA	PBTA
ENSG00000211855	NA	PBTA
ENSG00000211866	NA	PBTA
ENSG00000222282	NA	PBTA
ENSG00000200389	NA	PBTA
ENSG00000206815	NA	PBTA
ENSG00000266189	NA	PBTA
ENSG00000253387	NA	PBTA
ENSG00000238650	NA	PBTA
ENSG00000211879	NA	PBTA
ENSG00000211880	NA	PBTA
ENSG00000201785	NA	PBTA
ENSG00000211846	NA	PBTA
ENSG00000201595	NA	PBTA
ENSG00000202503	NA	PBTA
ENSG00000211909	NA	PBTA
ENSG00000212460	NA	PBTA
ENSG00000211849	NA	PBTA
ENSG00000200013	NA	PBTA
ENSG00000265215	NA	PBTA
ENSG00000211886	NA	PBTA
ENSG00000239195	NA	PBTA
ENSG00000238854	NA	PBTA
ENSG00000272166	NA	PBTA
ENSG00000264425	NA	PBTA
ENSG00000202093	NA	PBTA
ENSG00000211859	NA	PBTA
ENSG00000211842	NA	PBTA
ENSG00000211858	NA	PBTA
ENSG00000211837	NA	PBTA
ENSG00000221410	NA	PBTA
ENSG00000211872	NA	PBTA
ENSG00000207611	NA	PBTA
ENSG00000228131	NA	PBTA
ENSG00000211863	NA	PBTA
ENSG00000237547	NA	PBTA
ENSG00000211834	NA	PBTA
ENSG00000276712	NA	PBTA
ENSG00000211845	NA	PBTA
ENSG00000212457	NA	PBTA
ENSG00000211860	NA	PBTA
ENSG00000211836	NA	PBTA
ENSG00000257264	NA	PBTA
ENSG00000284305	NA	PBTA
ENSG00000264781	NA	PBTA
ENSG00000202031	NA	PBTA
ENSG00000211861	NA	PBTA
ENSG00000265954	NA	PBTA
ENSG00000207789	NA	PBTA
ENSG00000284064	NA	PBTA
ENSG00000211881	NA	PBTA
ENSG00000207355	NA	PBTA
ENSG00000211884	NA	PBTA
ENSG00000258354	NA	PBTA
ENSG00000265537	NA	PBTA
ENSG00000200594	NA	PBTA
ENSG00000277521	NA	PBTA
ENSG00000211862	NA	PBTA
ENSG00000211681	NA	PBTA
ENSG00000276699	NA	PBTA
ENSG00000200823	NA	PBTA
ENSG00000252984	NA	PBTA
ENSG00000211857	NA	PBTA
ENSG00000206627	NA	PBTA
ENSG00000265658	NA	PBTA
ENSG00000211868	NA	PBTA
ENSG00000236170	NA	PBTA
ENSG00000212380	NA	PBTA
ENSG00000207031	NA	PBTA
ENSG00000211871	NA	PBTA
ENSG00000284258	NA	PBTA
ENSG00000207959	NA	PBTA
ENSG00000284152	NA	PBTA
ENSG00000200815	NA	PBTA
ENSG00000278420	NA	PBTA
ENSG00000284139	NA	PBTA
ENSG00000211851	NA	PBTA
ENSG00000266640	NA	PBTA
ENSG00000211848	NA	PBTA
ENSG00000237111	NA	PBTA
ENSG00000284469	NA	PBTA
ENSG00000211865	NA	PBTA
ENSG00000283712	NA	PBTA
ENSG00000211873	NA	PBTA
ENSG00000201818	NA	PBTA
ENSG00000221539	NA	PBTA
ENSG00000211833	NA	PBTA
ENSG00000199605	NA	PBTA
ENSG00000211878	NA	PBTA
ENSG00000212332	NA	PBTA
ENSG00000212452	NA	PBTA
ENSG00000265768	NA	PBTA
ENSG00000252371	NA	PBTA
ENSG00000264931	NA	PBTA
ENSG00000264773	NA	PBTA
ENSG00000266437	NA	PBTA
ENSG00000206841	NA	PBTA
ENSG00000278783	NA	PBTA
ENSG00000284142	NA	PBTA
ENSG00000211877	NA	PBTA
ENSG00000283796	NA	PBTA
ENSG00000278739	NA	PBTA
ENSG00000284585	NA	PBTA
ENSG00000252332	NA	PBTA
ENSG00000206602	NA	PBTA
ENSG00000264279	NA	PBTA
ENSG00000222287	NA	PBTA
ENSG00000211854	NA	PBTA
ENSG00000278108	NA	PBTA
ENSG00000254045	NA	PBTA
ENSG00000206931	NA	PBTA
ENSG00000252723	NA	PBTA
ENSG00000283764	NA	PBTA
ENSG00000199609	NA	PBTA
ENSG00000278073	NA	PBTA
ENSG00000251971	NA	PBTA
ENSG00000211882	NA	PBTA
ENSG00000199824	NA	PBTA
ENSG00000265201	NA	PBTA
ENSG00000274816	NA	PBTA
ENSG00000263413	NA	PBTA
ENSG00000205360	NA	PBTA
ENSG00000266712	NA	PBTA
ENSG00000284216	NA	PBTA
ENSG00000284148	NA	PBTA
ENSG00000275996	NA	PBTA
ENSG00000252128	NA	PBTA
ENSG00000201894	NA	PBTA
ENSG00000223113	NA	PBTA
ENSG00000207170	NA	PBTA
ENSG00000207782	NA	PBTA
ENSG00000277846	NA	PBTA
ENSG00000212611	NA	PBTA
ENSG00000200560	NA	PBTA
ENSG00000227902	NA	PBTA
ENSG00000264539	NA	PBTA
ENSG00000274621	NA	PBTA
ENSG00000284489	NA	PBTA
ENSG00000284229	NA	PBTA
ENSG00000283728	NA	PBTA
ENSG00000238942	NA	PBTA
ENSG00000238707	NA	PBTA
ENSG00000223280	NA	PBTA
ENSG00000211835	NA	PBTA
ENSG00000211839	NA	PBTA
ENSG00000276575	NA	PBTA
ENSG00000212572	NA	PBTA
ENSG00000211766	NA	PBTA
ENSG00000252944	NA	PBTA
ENSG00000225825	NA	PBTA
ENSG00000283821	NA	PBTA
ENSG00000275072	NA	PBTA
ENSG00000284149	NA	PBTA
ENSG00000212259	NA	PBTA
ENSG00000284114	NA	PBTA
ENSG00000199594	NA	PBTA
ENSG00000275726	NA	PBTA
ENSG00000221493	NA	PBTA
ENSG00000274380	NA	PBTA
ENSG00000207321	NA	PBTA
ENSG00000284293	NA	PBTA
ENSG00000277892	NA	PBTA
ENSG00000274824	NA	PBTA
ENSG00000222635	NA	PBTA
ENSG00000207590	NA	PBTA
ENSG00000264201	NA	PBTA
ENSG00000252072	NA	PBTA
ENSG00000199172	NA	PBTA
ENSG00000276830	NA	PBTA
ENSG00000284532	NA	PBTA
ENSG00000207393	NA	PBTA
ENSG00000200388	NA	PBTA
ENSG00000199620	NA	PBTA
ENSG00000265112	NA	PBTA
ENSG00000284372	NA	PBTA
ENSG00000283856	NA	PBTA
ENSG00000284082	NA	PBTA
ENSG00000277138	NA	PBTA
ENSG00000237020	NA	PBTA
ENSG00000264961	NA	PBTA
ENSG00000207997	NA	PBTA
ENSG00000274280	NA	PBTA
ENSG00000283950	NA	PBTA
ENSG00000206754	NA	PBTA
ENSG00000238386	NA	PBTA
ENSG00000199796	NA	PBTA
ENSG00000202314	NA	PBTA
ENSG00000266041	NA	PBTA
ENSG00000265178	NA	PBTA
ENSG00000207046	NA	PBTA
ENSG00000263979	NA	PBTA
ENSG00000264580	NA	PBTA
ENSG00000263515	NA	PBTA
ENSG00000265598	NA	PBTA
ENSG00000263863	NA	PBTA
ENSG00000198973	NA	PBTA
ENSG00000274111	NA	PBTA
ENSG00000266643	NA	PBTA
ENSG00000284535	NA	PBTA
ENSG00000202259	NA	PBTA
ENSG00000253294	NA	PBTA
ENSG00000207449	NA	PBTA
ENSG00000266589	NA	PBTA
ENSG00000283751	NA	PBTA
ENSG00000274986	NA	PBTA
ENSG00000200437	NA	PBTA
ENSG00000202356	NA	PBTA
ENSG00000251981	NA	PBTA
ENSG00000277912	NA	PBTA
ENSG00000265874	NA	PBTA
ENSG00000266634	NA	PBTA
ENSG00000265820	NA	PBTA
ENSG00000266174	NA	PBTA
ENSG00000264966	NA	PBTA
ENSG00000208037	NA	PBTA
ENSG00000263527	NA	PBTA
ENSG00000211828	NA	PBTA
ENSG00000221230	NA	PBTA
ENSG00000264720	NA	PBTA
ENSG00000211575	NA	PBTA
ENSG00000252277	NA	PBTA
ENSG00000211687	NA	PBTA
ENSG00000265510	NA	PBTA
ENSG00000266017	NA	PBTA
ENSG00000260524	NA	PBTA
ENSG00000265806	NA	PBTA
ENSG00000277249	NA	PBTA
ENSG00000252487	NA	PBTA
ENSG00000201028	NA	PBTA
ENSG00000277942	NA	PBTA
ENSG00000207362	NA	PBTA
ENSG00000277681	NA	PBTA
ENSG00000266392	NA	PBTA
ENSG00000276350	NA	PBTA
ENSG00000265390	NA	PBTA
ENSG00000264024	NA	PBTA
ENSG00000212359	NA	PBTA
ENSG00000284054	NA	PBTA
ENSG00000211827	NA	PBTA
ENSG00000206819	NA	PBTA
ENSG00000259852	NA	PBTA
ENSG00000207237	NA	PBTA
ENSG00000283853	NA	PBTA
ENSG00000238517	NA	PBTA
ENSG00000201823	NA	PBTA
ENSG00000207307	NA	PBTA
ENSG00000221394	NA	PBTA
ENSG00000200906	NA	PBTA
ENSG00000264633	NA	PBTA
ENSG00000206989	NA	PBTA
ENSG00000251987	NA	PBTA
ENSG00000252112	NA	PBTA
ENSG00000284329	NA	PBTA
ENSG00000221630	NA	PBTA
ENSG00000253592	NA	PBTA
ENSG00000251844	NA	PBTA
ENSG00000283584	NA	PBTA
ENSG00000283675	NA	PBTA
ENSG00000221740	NA	PBTA
ENSG00000255633	NA	PBTA
ENSG00000266721	NA	PBTA
ENSG00000283724	NA	PBTA
ENSG00000252222	NA	PBTA
ENSG00000252578	NA	PBTA
ENSG00000207037	NA	PBTA
ENSG00000275373	NA	PBTA
ENSG00000168630	NA	PBTA
ENSG00000265462	NA	PBTA
ENSG00000276147	NA	PBTA
ENSG00000274072	NA	PBTA
ENSG00000275948	NA	PBTA
ENSG00000278267	NA	PBTA
ENSG00000222213	NA	PBTA
ENSG00000207575	NA	PBTA
ENSG00000284488	NA	PBTA
ENSG00000273758	NA	PBTA
ENSG00000277474	NA	PBTA
ENSG00000274494	NA	PBTA
ENSG00000252959	NA	PBTA
ENSG00000207649	NA	PBTA
ENSG00000207153	NA	PBTA
ENSG00000207951	NA	PBTA
ENSG00000201550	NA	PBTA
ENSG00000207756	NA	PBTA
ENSG00000273898	NA	PBTA
ENSG00000263693	NA	PBTA
ENSG00000264764	NA	PBTA
ENSG00000265917	NA	PBTA
ENSG00000263849	NA	PBTA
ENSG00000265236	NA	PBTA
ENSG00000221585	NA	PBTA
ENSG00000284361	NA	PBTA
ENSG00000212379	NA	PBTA
ENSG00000264075	NA	PBTA
ENSG00000266559	NA	PBTA
ENSG00000275670	NA	PBTA
ENSG00000200295	NA	PBTA
ENSG00000199348	NA	PBTA
ENSG00000207422	NA	PBTA
ENSG00000265195	NA	PBTA
ENSG00000222743	NA	PBTA
ENSG00000265612	NA	PBTA
ENSG00000207980	NA	PBTA
ENSG00000212260	NA	PBTA
ENSG00000207609	NA	PBTA
ENSG00000200756	NA	PBTA
ENSG00000284387	NA	PBTA
ENSG00000201390	NA	PBTA
ENSG00000202034	NA	PBTA
ENSG00000200407	NA	PBTA
ENSG00000274713	NA	PBTA
ENSG00000283933	NA	PBTA
ENSG00000275238	NA	PBTA
ENSG00000274314	NA	PBTA
ENSG00000199643	NA	PBTA
ENSG00000276869	NA	PBTA
ENSG00000264474	NA	PBTA
ENSG00000274697	NA	PBTA
ENSG00000264386	NA	PBTA
ENSG00000221537	NA	PBTA
ENSG00000265450	NA	PBTA
ENSG00000275334	NA	PBTA
ENSG00000239112	NA	PBTA
ENSG00000252362	NA	PBTA
ENSG00000200495	NA	PBTA
ENSG00000200058	NA	PBTA
ENSG00000253030	NA	PBTA
ENSG00000252214	NA	PBTA
ENSG00000207815	NA	PBTA
ENSG00000212559	NA	PBTA
ENSG00000206997	NA	PBTA
ENSG00000207737	NA	PBTA
ENSG00000199157	NA	PBTA
ENSG00000237197	NA	PBTA
ENSG00000278756	NA	PBTA
ENSG00000252864	NA	PBTA
ENSG00000252913	NA	PBTA
ENSG00000276926	NA	PBTA
ENSG00000207577	NA	PBTA
ENSG00000201524	NA	PBTA
ENSG00000207160	NA	PBTA
ENSG00000283770	NA	PBTA
ENSG00000264823	NA	PBTA
ENSG00000273945	NA	PBTA
ENSG00000264675	NA	PBTA
ENSG00000221598	NA	PBTA
ENSG00000263641	NA	PBTA
ENSG00000200680	NA	PBTA
ENSG00000252206	NA	PBTA
ENSG00000278447	NA	PBTA
ENSG00000263723	NA	PBTA
ENSG00000274535	NA	PBTA
ENSG00000264379	NA	PBTA
ENSG00000264997	NA	PBTA
ENSG00000238649	NA	PBTA
ENSG00000278517	NA	PBTA
ENSG00000252598	NA	PBTA
ENSG00000252956	NA	PBTA
ENSG00000199592	NA	PBTA
ENSG00000276769	NA	PBTA
ENSG00000201264	NA	PBTA
ENSG00000227335	NA	PBTA
ENSG00000206880	NA	PBTA
ENSG00000266507	NA	PBTA
ENSG00000275519	NA	PBTA
ENSG00000263676	NA	PBTA
ENSG00000200281	NA	PBTA
ENSG00000277391	NA	PBTA
ENSG00000252661	NA	PBTA
ENSG00000199791	NA	PBTA
ENSG00000222092	NA	PBTA
ENSG00000252335	NA	PBTA
ENSG00000252562	NA	PBTA
ENSG00000263649	NA	PBTA
ENSG00000222960	NA	PBTA
ENSG00000275652	NA	PBTA
ENSG00000283704	NA	PBTA
ENSG00000252422	NA	PBTA
ENSG00000274066	NA	PBTA
ENSG00000222832	NA	PBTA
ENSG00000277387	NA	PBTA
ENSG00000222236	NA	PBTA
ENSG00000199165	NA	PBTA
ENSG00000206918	NA	PBTA
ENSG00000265660	NA	PBTA
ENSG00000266531	NA	PBTA
ENSG00000212388	NA	PBTA
ENSG00000216179	NA	PBTA
ENSG00000252544	NA	PBTA
ENSG00000273745	NA	PBTA
ENSG00000226338	NA	PBTA
ENSG00000211843	NA	PBTA
ENSG00000222320	NA	PBTA
ENSG00000252397	NA	PBTA
ENSG00000275651	NA	PBTA
ENSG00000221365	NA	PBTA
ENSG00000252619	NA	PBTA
ENSG00000237183	NA	PBTA
ENSG00000284259	NA	PBTA
ENSG00000207453	NA	PBTA
ENSG00000274300	NA	PBTA
ENSG00000221540	NA	PBTA
ENSG00000265520	NA	PBTA
ENSG00000207412	NA	PBTA
ENSG00000264266	NA	PBTA
ENSG00000200926	NA	PBTA
ENSG00000275067	NA	PBTA
ENSG00000277052	NA	PBTA
ENSG00000252517	NA	PBTA
ENSG00000252682	NA	PBTA
ENSG00000274552	NA	PBTA
ENSG00000207455	NA	PBTA
ENSG00000264314	NA	PBTA
ENSG00000252091	NA	PBTA
ENSG00000229686	NA	PBTA
ENSG00000199783	NA	PBTA
ENSG00000200112	NA	PBTA
ENSG00000200377	NA	PBTA
ENSG00000200753	NA	PBTA
ENSG00000201151	NA	PBTA
ENSG00000207299	NA	PBTA
ENSG00000284173	NA	PBTA
ENSG00000276404	NA	PBTA
ENSG00000253039	NA	PBTA
ENSG00000278328	NA	PBTA
ENSG00000201420	NA	PBTA
ENSG00000265724	NA	PBTA
ENSG00000273657	NA	PBTA
ENSG00000266305	NA	PBTA
ENSG00000222071	NA	PBTA
ENSG00000266676	NA	PBTA
ENSG00000264610	NA	PBTA
ENSG00000265407	NA	PBTA
ENSG00000276641	NA	PBTA
ENSG00000275640	NA	PBTA
ENSG00000252101	NA	PBTA
ENSG00000212303	NA	PBTA
ENSG00000265252	NA	PBTA
ENSG00000222972	NA	PBTA
ENSG00000221739	NA	PBTA
ENSG00000252952	NA	PBTA
ENSG00000207713	NA	PBTA
ENSG00000276584	NA	PBTA
ENSG00000212520	NA	PBTA
ENSG00000212280	NA	PBTA
ENSG00000265137	NA	PBTA
ENSG00000199833	NA	PBTA
ENSG00000263816	NA	PBTA
ENSG00000211568	NA	PBTA
ENSG00000201519	NA	PBTA
ENSG00000202089	NA	PBTA
ENSG00000252104	NA	PBTA
ENSG00000282089	NA	PBTA
ENSG00000206949	NA	PBTA
ENSG00000200021	NA	PBTA
ENSG00000222552	NA	PBTA
ENSG00000276770	NA	PBTA
ENSG00000201560	NA	PBTA
ENSG00000278264	NA	PBTA
ENSG00000264175	NA	PBTA
ENSG00000252729	NA	PBTA
ENSG00000273874	NA	PBTA
ENSG00000283772	NA	PBTA
ENSG00000274306	NA	PBTA
ENSG00000264757	NA	PBTA
ENSG00000275101	NA	PBTA
ENSG00000200247	NA	PBTA
ENSG00000276622	NA	PBTA
ENSG00000200279	NA	PBTA
ENSG00000252618	NA	PBTA
ENSG00000266151	NA	PBTA
ENSG00000252739	NA	PBTA
ENSG00000274417	NA	PBTA
ENSG00000207267	NA	PBTA
ENSG00000252882	NA	PBTA
ENSG00000273555	NA	PBTA
ENSG00000277030	NA	PBTA
ENSG00000252832	NA	PBTA
ENSG00000263583	NA	PBTA
ENSG00000200623	NA	PBTA
ENSG00000284190	NA	PBTA
ENSG00000264005	NA	PBTA
ENSG00000265657	NA	PBTA
ENSG00000276102	NA	PBTA
ENSG00000274134	NA	PBTA
ENSG00000264614	NA	PBTA
ENSG00000207954	NA	PBTA
ENSG00000266619	NA	PBTA
ENSG00000199150	NA	PBTA
ENSG00000212186	NA	PBTA
ENSG00000275167	NA	PBTA
ENSG00000252260	NA	PBTA
ENSG00000216035	NA	PBTA
ENSG00000278340	NA	PBTA
ENSG00000265976	NA	PBTA
ENSG00000278596	NA	PBTA
ENSG00000265429	NA	PBTA
ENSG00000283346	NA	PBTA
ENSG00000211513	NA	PBTA
ENSG00000274805	NA	PBTA
ENSG00000252008	NA	PBTA
ENSG00000221552	NA	PBTA
ENSG00000284596	NA	PBTA
ENSG00000283180	NA	PBTA
ENSG00000201301	NA	PBTA
ENSG00000201145	NA	PBTA
ENSG00000238728	NA	PBTA
ENSG00000207996	NA	PBTA
ENSG00000264559	NA	PBTA
ENSG00000238364	NA	PBTA
ENSG00000211831	NA	PBTA
ENSG00000252039	NA	PBTA
ENSG00000208032	NA	PBTA
ENSG00000222344	NA	PBTA
ENSG00000199381	NA	PBTA
ENSG00000207948	NA	PBTA
ENSG00000274172	NA	PBTA
ENSG00000273627	NA	PBTA
ENSG00000266006	NA	PBTA
ENSG00000284519	NA	PBTA
ENSG00000266494	NA	PBTA
ENSG00000207222	NA	PBTA
ENSG00000264171	NA	PBTA
ENSG00000277588	NA	PBTA
ENSG00000283639	NA	PBTA
ENSG00000201876	NA	PBTA
ENSG00000278438	NA	PBTA
ENSG00000275669	NA	PBTA
ENSG00000273606	NA	PBTA
ENSG00000221468	NA	PBTA
