statistic	p.value	parameter	method	k
359.68168501103537	1	2132	Chi-squared test for given probabilities	1
250.58750209829196	1	2132	Chi-squared test for given probabilities	2
478.5361914513655	1	2132	Chi-squared test for given probabilities	3
521.0285161039385	1	2132	Chi-squared test for given probabilities	4
469.9723295825598	1	2132	Chi-squared test for given probabilities	5
