statistic	p.value	parameter	method	k
565.9012702693883	1	2132	Chi-squared test for given probabilities	1
579.063778668489	1	2132	Chi-squared test for given probabilities	2
718.9808081377965	1	2132	Chi-squared test for given probabilities	3
766.2108696152247	1	2132	Chi-squared test for given probabilities	4
630.2261206234535	1	2132	Chi-squared test for given probabilities	5
