region	status	short_histology	count	region_type
FAM86EP	loss	All	14	gene
FAM86EP	loss	Neuroblastoma	10	gene
FAM87B	loss	All	24	gene
FAM87B	loss	Neuroblastoma	16	gene
FAM90A27P	loss	All	7	gene
FAM90A27P	loss	Neuroblastoma	4	gene
FAM95C	gain	All	6	gene
FAM95C	loss	All	17	gene
FAM95C	loss	Neuroblastoma	10	gene
FANCA	gain	All	4	gene
FANCA	loss	All	28	gene
FANCA	loss	HGAT	6	gene
FANCA	loss	Medulloblastoma	5	gene
FANCA	loss	Neuroblastoma	11	gene
FANCG	loss	All	7	gene
FASN	gain	All	7	gene
FASTKD5	gain	All	5	gene
FASTKD5	loss	All	5	gene
FASTKD5	gain	Neuroblastoma	4	gene
FAT1	loss	All	4	gene
FAT3	loss	All	7	gene
FAT3	loss	Neuroblastoma	4	gene
FBLIM1	loss	All	11	gene
FBLIM1	loss	Neuroblastoma	8	gene
FBLN1	loss	All	5	gene
FBN3	loss	All	5	gene
FBN3	loss	Neuroblastoma	5	gene
FBRS	gain	All	5	gene
FBRS	loss	All	27	gene
FBRS	loss	HGAT	5	gene
FBRS	loss	Medulloblastoma	7	gene
FBRS	loss	Neuroblastoma	11	gene
FBRSL1	gain	All	4	gene
FBXL12	loss	All	4	gene
FBXL12	loss	Neuroblastoma	4	gene
FBXL13	gain	All	8	gene
FBXL14	gain	All	7	gene
FBXL16	gain	All	5	gene
FBXL16	loss	All	8	gene
FBXL16	loss	Neuroblastoma	5	gene
FBXL19	gain	All	4	gene
FBXL19	loss	All	27	gene
FBXL19	loss	HGAT	5	gene
FBXL19	loss	Medulloblastoma	7	gene
FBXL19	loss	Neuroblastoma	11	gene
FBXL19-AS1	gain	All	4	gene
FBXL19-AS1	loss	All	27	gene
FBXL19-AS1	loss	HGAT	5	gene
FBXL19-AS1	loss	Medulloblastoma	7	gene
FBXL19-AS1	loss	Neuroblastoma	11	gene
FBXL20	gain	All	10	gene
FBXL20	gain	Neuroblastoma	7	gene
FBXL6	loss	All	5	gene
FBXL8	deep deletion	All	4	gene
FBXO24	gain	All	4	gene
FBXO39	loss	All	5	gene
FBXO39	loss	HGAT	4	gene
FBXO42	loss	All	4	gene
FBXO45	loss	All	9	gene
FBXO46	loss	All	4	gene
FBXO47	gain	All	10	gene
FBXO47	gain	Neuroblastoma	7	gene
FBXO7	loss	All	4	gene
FBXW10	gain	All	42	gene
FBXW10	loss	All	20	gene
FBXW10	gain	Neuroblastoma	31	gene
FBXW10	loss	HGAT	5	gene
FBXW10	loss	Neuroblastoma	7	gene
FBXW4P1	loss	All	4	gene
FBXW5	gain	All	5	gene
FBXW5	loss	All	8	gene
FBXW5	loss	Neuroblastoma	4	gene
FCAR	loss	All	8	gene
FCER2	loss	All	5	gene
FCER2	loss	Neuroblastoma	4	gene
FCGR1A	gain	All	14	gene
FCGR1A	gain	Neuroblastoma	4	gene
FCGRT	loss	All	4	gene
FCHO1	loss	All	5	gene
FCHSD2	loss	All	7	gene
FCHSD2	loss	Neuroblastoma	6	gene
FCN1	gain	All	6	gene
FCN1	loss	All	8	gene
FCN2	gain	All	6	gene
FCN2	loss	All	8	gene
FDFT1	loss	All	6	gene
FDX1	loss	All	4	gene
FEM1A	loss	All	4	gene
FENDRR	loss	All	5	gene
FERMT2	loss	All	5	gene
FGF11	loss	All	5	gene
FGF11	loss	HGAT	4	gene
FGF12	gain	All	5	gene
FGF12	loss	All	7	gene
FGF19	gain	All	5	gene
FGF21	loss	All	5	gene
FGF22	gain	All	4	gene
FGF3	gain	All	4	gene
FGF3	loss	All	4	gene
FGF4	gain	All	4	gene
FGF4	loss	All	4	gene
FGFR2	loss	All	6	gene
FGFR3	gain	All	7	gene
FGFR3	loss	All	16	gene
FGFR3	loss	Neuroblastoma	11	gene
FHAD1	loss	All	11	gene
FHAD1	loss	Neuroblastoma	8	gene
FHOD1	deep deletion	All	4	gene
FIP1L1	gain	All	8	gene
FIP1L1	gain	HGAT	8	gene
FIS1	gain	All	4	gene
FIZ1	loss	All	5	gene
FKBP10	gain	All	8	gene
FKBP10	gain	HGAT	4	gene
FKBP1A	gain	All	6	gene
FKBP1A	gain	Neuroblastoma	5	gene
FKBP4	gain	All	5	gene
FKBP4	loss	All	6	gene
FKBP8	loss	All	5	gene
FKBP9P1	gain	All	4	gene
FKRP	loss	All	6	gene
FLAD1	gain	All	9	gene
FLAD1	loss	All	4	gene
FLAD1	gain	HGAT	6	gene
FLCN	gain	All	45	gene
FLCN	loss	All	34	gene
FLCN	gain	Ependymoma	4	gene
FLCN	gain	Medulloblastoma	4	gene
FLCN	gain	Neuroblastoma	33	gene
FLCN	loss	HGAT	7	gene
FLCN	loss	LGAT	4	gene
FLCN	loss	Medulloblastoma	12	gene
FLCN	loss	Neuroblastoma	7	gene
FLG	gain	All	5	gene
FLG	gain	HGAT	4	gene
FLG-AS1	gain	All	5	gene
FLG-AS1	gain	HGAT	4	gene
FLG2	gain	All	5	gene
FLG2	gain	HGAT	4	gene
FLII	gain	All	47	gene
FLII	loss	All	32	gene
FLII	gain	Ependymoma	4	gene
FLII	gain	Medulloblastoma	4	gene
FLII	gain	Neuroblastoma	34	gene
FLII	loss	HGAT	6	gene
FLII	loss	Medulloblastoma	12	gene
FLII	loss	Neuroblastoma	7	gene
FLJ16779	loss	All	8	gene
FLJ16779	loss	HGAT	4	gene
FLJ30679	loss	All	5	gene
FLJ36000	gain	All	13	gene
FLJ36000	loss	All	8	gene
FLJ36000	gain	Medulloblastoma	7	gene
FLJ36000	gain	Neuroblastoma	4	gene
FLJ36000	loss	HGAT	4	gene
FLJ37453	loss	All	11	gene
FLJ37453	loss	Neuroblastoma	8	gene
FLJ42102	loss	All	7	gene
FLJ42102	loss	Neuroblastoma	4	gene
FLT3LG	loss	All	4	gene
FLYWCH1	loss	All	10	gene
FLYWCH1	loss	Neuroblastoma	5	gene
FLYWCH2	loss	All	10	gene
FLYWCH2	loss	Neuroblastoma	5	gene
FMC1	gain	All	45	gene
FMC1	gain	LGAT	40	gene
FMNL1	gain	All	9	gene
FMNL1	gain	Neuroblastoma	8	gene
FMO5	gain	All	11	gene
FMO5	loss	All	9	gene
FMO5	gain	HGAT	4	gene
FNBP4	gain	All	4	gene
FNBP4	loss	All	9	gene
FNBP4	loss	Ependymoma	5	gene
FNDC10	loss	All	42	gene
FNDC10	loss	Neuroblastoma	25	gene
FNDC11	loss	All	9	gene
FNDC11	loss	HGAT	4	gene
FNDC7	loss	All	5	gene
FNDC7	loss	Neuroblastoma	4	gene
FOCAD	loss	All	4	gene
FOLR1	loss	All	5	gene
FOLR1	loss	Neuroblastoma	4	gene
FOLR2	loss	All	6	gene
FOLR2	loss	Neuroblastoma	5	gene
FOLR3	loss	All	5	gene
FOLR3	loss	Neuroblastoma	4	gene
FOSB	loss	All	4	gene
FOXA2	loss	All	5	gene
FOXA3	loss	All	4	gene
FOXB1	loss	All	4	gene
FOXC1	loss	All	7	gene
FOXC2	loss	All	5	gene
FOXC2-AS1	loss	All	5	gene
FOXD2	loss	All	4	gene
FOXD2-AS1	loss	All	4	gene
FOXD4L3	gain	All	8	gene
FOXD4L3	loss	All	15	gene
FOXD4L3	gain	Ependymoma	4	gene
FOXD4L3	loss	Neuroblastoma	8	gene
FOXE3	loss	All	4	gene
FOXF1	loss	All	5	gene
FOXF2	loss	All	6	gene
FOXH1	loss	All	5	gene
FOXL1	loss	All	5	gene
FOXM1	gain	All	5	gene
FOXM1	loss	All	6	gene
FOXO3B	gain	All	42	gene
FOXO3B	loss	All	21	gene
FOXO3B	gain	Neuroblastoma	31	gene
FOXO3B	loss	HGAT	5	gene
FOXO3B	loss	Neuroblastoma	7	gene
FOXP4	gain	All	4	gene
FOXP4-AS1	gain	All	4	gene
FOXQ1	loss	All	5	gene
FOXR1	loss	All	5	gene
FOXRED2	loss	All	7	gene
FOXS1	gain	All	5	gene
FPGT	loss	All	4	gene
FPGT-TNNI3K	loss	All	4	gene
FRG2KP	gain	All	6	gene
FRG2KP	loss	All	27	gene
FRG2KP	loss	HGAT	5	gene
FRG2KP	loss	Medulloblastoma	7	gene
FRG2KP	loss	Neuroblastoma	11	gene
FRGCA	gain	All	4	gene
FRMPD2	loss	All	5	gene
FRS3	gain	All	4	gene
FSCN2	gain	All	6	gene
FSD1	loss	All	4	gene
FSTL3	gain	All	4	gene
FSTL5	loss	All	4	gene
FSTL5	loss	HGAT	4	gene
FTCD	loss	All	5	gene
FTCD-AS1	loss	All	4	gene
FTL	loss	All	5	gene
FUOM	loss	All	8	gene
FUS	gain	All	4	gene
FUS	loss	All	27	gene
FUS	loss	HGAT	5	gene
FUS	loss	Medulloblastoma	7	gene
FUS	loss	Neuroblastoma	11	gene
FUT1	loss	All	5	gene
FUT2	loss	All	5	gene
FUT4	loss	All	4	gene
FUT7	gain	All	5	gene
FUT7	loss	All	7	gene
FXN	gain	All	20	gene
FXN	loss	All	37	gene
FXN	gain	Ependymoma	7	gene
FXN	gain	HGAT	4	gene
FXN	gain	Medulloblastoma	4	gene
FXN	loss	Neuroblastoma	19	gene
FXR2	loss	All	6	gene
FXR2	loss	HGAT	5	gene
FXYD2	loss	All	5	gene
FXYD4	gain	All	6	gene
FXYD4	loss	All	4	gene
FXYD6	loss	All	6	gene
FXYD6-FXYD2	loss	All	6	gene
FZD10	gain	All	6	gene
FZD10	gain	Neuroblastoma	4	gene
FZD10-AS1	gain	All	6	gene
FZD10-AS1	gain	Neuroblastoma	4	gene
FZD2	gain	All	10	gene
FZD2	gain	Neuroblastoma	8	gene
G6PC3	gain	All	8	gene
G6PC3	gain	Neuroblastoma	7	gene
GAA	gain	All	6	gene
GABARAP	loss	All	6	gene
GABARAP	loss	HGAT	5	gene
GABARAPL2	deep deletion	All	4	gene
GABRD	loss	All	41	gene
GABRD	loss	Neuroblastoma	25	gene
GACAT3	gain	All	19	gene
GACAT3	gain	Neuroblastoma	14	gene
GAL3ST4	gain	All	4	gene
GALNS	gain	All	9	gene
GALNS	loss	All	49	gene
GALNS	loss	HGAT	11	gene
GALNS	loss	Medulloblastoma	10	gene
GALNS	loss	Neuroblastoma	18	gene
GALNT9	gain	All	7	gene
GALP	loss	All	12	gene
GALP	loss	Neuroblastoma	7	gene
GALT	loss	All	7	gene
GAMT	loss	All	4	gene
GAN	deep deletion	All	4	gene
GAPT	loss	All	4	gene
GAS8	loss	All	26	gene
GAS8	loss	HGAT	6	gene
GAS8	loss	Medulloblastoma	5	gene
GAS8	loss	Neuroblastoma	10	gene
GAS8-AS1	loss	All	26	gene
GAS8-AS1	loss	HGAT	6	gene
GAS8-AS1	loss	Medulloblastoma	5	gene
GAS8-AS1	loss	Neuroblastoma	10	gene
GAST	gain	All	8	gene
GAST	gain	HGAT	4	gene
GATA4	loss	All	6	gene
GATA5	loss	All	5	gene
GATAD2B	gain	All	8	gene
GATAD2B	gain	HGAT	6	gene
GATC	gain	All	4	gene
GBA2	loss	All	7	gene
GCGR	gain	All	6	gene
GCKR	gain	All	4	gene
GCNT3	loss	All	4	gene
GCSAML	gain	All	6	gene
GCSH	deep deletion	All	4	gene
GDE1	loss	All	4	gene
GDF1	loss	All	5	gene
GDF10	loss	All	4	gene
GDF15	loss	All	5	gene
GDF2	loss	All	4	gene
GDPD1	gain	All	8	gene
GDPD1	gain	HGAT	4	gene
GDPD3	gain	All	6	gene
GDPD3	loss	All	27	gene
GDPD3	loss	HGAT	5	gene
GDPD3	loss	Medulloblastoma	7	gene
GDPD3	loss	Neuroblastoma	11	gene
GDPD5	loss	All	9	gene
GDPD5	loss	Neuroblastoma	7	gene
GEMIN4	gain	All	8	gene
GEMIN4	loss	All	13	gene
GEMIN4	gain	Neuroblastoma	4	gene
GEMIN4	loss	HGAT	4	gene
GEMIN4	loss	Medulloblastoma	5	gene
GFAP	gain	All	10	gene
GFAP	gain	Neuroblastoma	8	gene
GFER	loss	All	9	gene
GFER	loss	Neuroblastoma	5	gene
GFOD2	deep deletion	All	4	gene
GFRA4	gain	All	4	gene
GFRA4	loss	All	4	gene
GFRA4	gain	Neuroblastoma	4	gene
GFY	loss	All	4	gene
GGNBP2	gain	All	5	gene
GGT1	loss	All	13	gene
GGT2	loss	All	10	gene
GGT5	gain	All	4	gene
GGT5	loss	All	15	gene
GGT6	loss	All	4	gene
GHDC	gain	All	9	gene
GHDC	gain	HGAT	4	gene
GID4	gain	All	46	gene
GID4	loss	All	33	gene
GID4	gain	Ependymoma	4	gene
GID4	gain	Medulloblastoma	4	gene
GID4	gain	Neuroblastoma	33	gene
GID4	loss	HGAT	7	gene
GID4	loss	Medulloblastoma	12	gene
GID4	loss	Neuroblastoma	7	gene
GID8	loss	All	5	gene
GIGYF1	gain	All	4	gene
GINS2	loss	All	4	gene
GIPR	loss	All	4	gene
GJA5	gain	All	5	gene
GJA8	gain	All	4	gene
GJC1	gain	All	10	gene
GJC1	gain	Neuroblastoma	8	gene
GJC3	gain	All	5	gene
GLG1	deep deletion	All	4	gene
GLI4	loss	All	7	gene
GLIPR2	loss	All	6	gene
GLIS2	loss	All	7	gene
GLIS2	loss	Neuroblastoma	4	gene
GLIS2-AS1	loss	All	7	gene
GLIS2-AS1	loss	Neuroblastoma	4	gene
GLOD4	gain	All	8	gene
GLOD4	loss	All	13	gene
GLOD4	gain	Neuroblastoma	4	gene
GLOD4	loss	HGAT	4	gene
GLOD4	loss	Medulloblastoma	5	gene
GLRX3	loss	All	7	gene
GLT1D1	gain	All	6	gene
GLT1D1	gain	Neuroblastoma	4	gene
GLT6D1	gain	All	6	gene
GLT6D1	loss	All	9	gene
GLYAT	loss	All	5	gene
GLYATL1	loss	All	4	gene
GLYATL2	loss	All	4	gene
GLYR1	loss	All	6	gene
GMDS	loss	All	6	gene
GMEB2	loss	All	5	gene
GML	loss	All	7	gene
GNA12	gain	All	5	gene
GNAL	gain	All	24	gene
GNAL	loss	All	20	gene
GNAL	gain	Medulloblastoma	4	gene
GNAL	gain	Neuroblastoma	11	gene
GNAL	loss	HGAT	6	gene
GNAL	loss	Neuroblastoma	6	gene
GNAZ	loss	All	4	gene
GNB1	loss	All	41	gene
GNB1	loss	Neuroblastoma	25	gene
GNB1L	gain	All	9	gene
GNB1L	loss	All	24	gene
GNB1L	gain	Neuroblastoma	5	gene
GNB1L	loss	HGAT	4	gene
GNB1L	loss	Neuroblastoma	4	gene
GNB2	gain	All	4	gene
GNE	loss	All	6	gene
GNG13	loss	All	8	gene
GNG13	loss	Neuroblastoma	5	gene
GNG8	loss	All	6	gene
GNMT	gain	All	4	gene
GNPNAT1	loss	All	5	gene
GNPTG	loss	All	8	gene
GNPTG	loss	Neuroblastoma	4	gene
GNRH2	gain	All	4	gene
GNRH2	loss	All	5	gene
GNRH2	gain	Neuroblastoma	4	gene
GNRHR2	gain	All	5	gene
GNRHR2	loss	All	6	gene
GOLGA6L2	loss	All	6	gene
GOLGA6L2	loss	HGAT	4	gene
GOLGA8S	loss	All	5	gene
GOSR1	gain	All	4	gene
GOSR1	gain	Neuroblastoma	4	gene
GP1BB	gain	All	8	gene
GP1BB	loss	All	23	gene
GP1BB	gain	Neuroblastoma	5	gene
GP1BB	loss	HGAT	4	gene
GP1BB	loss	Neuroblastoma	4	gene
GP5	gain	All	4	gene
GP5	loss	All	5	gene
GP6	loss	All	7	gene
GPAA1	loss	All	6	gene
GPATCH1	loss	All	12	gene
GPATCH1	loss	HGAT	4	gene
GPATCH1	loss	Neuroblastoma	8	gene
GPATCH4	gain	All	4	gene
GPATCH8	gain	All	9	gene
GPATCH8	gain	Neuroblastoma	8	gene
GPC2	gain	All	4	gene
GPER1	gain	All	4	gene
GPI	gain	All	5	gene
GPI	loss	All	17	gene
GPI	loss	Neuroblastoma	13	gene
GPIHBP1	loss	All	7	gene
GPN1	gain	All	5	gene
GPR108	loss	All	4	gene
GPR132	loss	All	15	gene
GPR132	loss	HGAT	6	gene
GPR132	loss	Neuroblastoma	7	gene
GPR137C	loss	All	5	gene
GPR179	gain	All	8	gene
GPR179	gain	Neuroblastoma	6	gene
GPR20	loss	All	5	gene
GPR26	loss	All	8	gene
GPR4	loss	All	4	gene
GPR78	loss	All	10	gene
GPR78	loss	Neuroblastoma	5	gene
GPR83	loss	All	4	gene
GPR89A	loss	All	5	gene
GPR89B	gain	All	5	gene
GPRC5B	loss	All	4	gene
GPRIN2	gain	All	14	gene
GPRIN2	gain	HGAT	4	gene
GPRIN2	gain	LGAT	4	gene
GPS1	gain	All	7	gene
GPS2	loss	All	6	gene
GPS2	loss	HGAT	5	gene
GPSM1	gain	All	9	gene
GPSM1	loss	All	7	gene
GPSM2	loss	All	5	gene
GPSM2	loss	Neuroblastoma	4	gene
GPT	loss	All	5	gene
GPT2	gain	All	6	gene
GPT2	loss	All	38	gene
GPT2	loss	HGAT	8	gene
GPT2	loss	Medulloblastoma	8	gene
GPT2	loss	Neuroblastoma	13	gene
GPX4	loss	All	4	gene
GPX7	loss	All	4	gene
GRAMD1A	gain	All	6	gene
GRAMD1A	loss	All	18	gene
GRAMD1A	loss	Neuroblastoma	14	gene
GRAMD4	loss	All	4	gene
GRAP	gain	All	43	gene
GRAP	loss	All	21	gene
GRAP	gain	Neuroblastoma	32	gene
GRAP	loss	HGAT	6	gene
GRAP	loss	Neuroblastoma	7	gene
GRAP2	loss	All	4	gene
GRAPL	gain	All	43	gene
GRAPL	loss	All	18	gene
GRAPL	gain	Neuroblastoma	32	gene
GRAPL	loss	HGAT	4	gene
GRAPL	loss	Neuroblastoma	7	gene
GRB7	gain	All	12	gene
GRB7	gain	Neuroblastoma	9	gene
GREB1	gain	All	4	gene
GRIA4	loss	All	5	gene
GRIFIN	gain	All	4	gene
GRIK4	loss	All	4	gene
GRIK5	loss	All	7	gene
GRIK5	loss	HGAT	4	gene
GRIN1	gain	All	6	gene
GRIN1	loss	All	7	gene
GRIN2D	loss	All	5	gene
GRIN3B	loss	All	4	gene
GRINA	loss	All	6	gene
GRK3	gain	All	4	gene
GRK4	gain	All	5	gene
GRK4	loss	All	14	gene
GRK4	loss	Neuroblastoma	10	gene
GRM3	gain	All	4	gene
GRM5	loss	All	5	gene
GRM6	loss	All	5	gene
GRN	gain	All	9	gene
GRN	loss	All	4	gene
GRN	gain	Neuroblastoma	8	gene
GRPEL1	loss	All	7	gene
GRPEL1	loss	Neuroblastoma	5	gene
GRWD1	loss	All	5	gene
GS1-124K5.4	loss	All	4	gene
GS1-24F4.2	loss	All	5	gene
GSAP	gain	All	4	gene
GSC2	gain	All	6	gene
GSC2	loss	All	19	gene
GSDMC	gain	All	4	gene
GSDMC	gain	HGAT	4	gene
GSDMD	loss	All	6	gene
GSE1	loss	All	4	gene
GSK3A	loss	All	8	gene
GSK3A	loss	HGAT	4	gene
GSTT2	loss	All	8	gene
GSTT2B	loss	All	8	gene
GSX2	gain	All	9	gene
GSX2	gain	HGAT	9	gene
GTF2A2	loss	All	4	gene
GTF2F1	loss	All	4	gene
GTF2IRD1P1	loss	All	4	gene
GTF3C2	gain	All	4	gene
GTF3C2-AS1	gain	All	4	gene
GTPBP2	gain	All	4	gene
GTPBP3	loss	All	5	gene
GTPBP4	loss	All	4	gene
GUCA1A	gain	All	4	gene
GUCA1B	gain	All	4	gene
GUCD1	gain	All	4	gene
GUCD1	loss	All	12	gene
GUCY1A2	loss	All	4	gene
GUCY2D	loss	All	4	gene
GUSB	loss	All	4	gene
GUSBP11	loss	All	12	gene
GUSBP11	loss	ATRT	4	gene
GYS1	loss	All	5	gene
HAAO	gain	All	6	gene
HAAO	gain	Neuroblastoma	4	gene
HACD4	loss	All	4	gene
HAGH	loss	All	9	gene
HAGH	loss	Neuroblastoma	5	gene
HAGHL	gain	All	5	gene
HAGHL	loss	All	8	gene
HAGHL	loss	Neuroblastoma	5	gene
HAP1	gain	All	8	gene
HAP1	gain	HGAT	4	gene
HAR1B	loss	All	5	gene
HARBI1	loss	All	7	gene
HAS3	deep deletion	All	4	gene
HAUS3	gain	All	5	gene
HAUS3	loss	All	14	gene
HAUS3	loss	Neuroblastoma	10	gene
HAUS4	loss	All	4	gene
HAUS8	loss	All	6	gene
HAUS8	loss	Neuroblastoma	4	gene
HAX1	gain	All	9	gene
HAX1	gain	HGAT	6	gene
HCCAT5	deep deletion	All	4	gene
HCFC1R1	loss	All	9	gene
HCFC1R1	loss	Neuroblastoma	4	gene
HCK	gain	All	4	gene
HCN2	gain	All	4	gene
HCRT	gain	All	9	gene
HCRT	gain	HGAT	4	gene
HDAC10	loss	All	6	gene
HDAC5	gain	All	8	gene
HDAC5	gain	Neuroblastoma	7	gene
HDGFL2	loss	All	4	gene
HEATR3	loss	All	4	gene
HELZ2	loss	All	9	gene
HELZ2	loss	HGAT	4	gene
HEMK1	loss	All	4	gene
HEMK1	loss	Neuroblastoma	4	gene
HENMT1	loss	All	5	gene
HENMT1	loss	Neuroblastoma	4	gene
HEPHL1	loss	All	4	gene
HERC4	loss	All	5	gene
HES1	gain	All	4	gene
HES1	loss	All	5	gene
HES4	loss	All	40	gene
HES4	loss	Neuroblastoma	25	gene
HES5	loss	All	4	gene
HES7	loss	All	4	gene
HEXIM1	gain	All	9	gene
HEXIM1	gain	Neuroblastoma	8	gene
HEXIM2	gain	All	9	gene
HEXIM2	gain	Neuroblastoma	8	gene
HGFAC	loss	All	14	gene
HGFAC	loss	Neuroblastoma	10	gene
HGH1	loss	All	6	gene
HGS	gain	All	6	gene
HHLA3	loss	All	6	gene
HIC1	gain	All	8	gene
HIC1	loss	All	13	gene
HIC1	gain	Neuroblastoma	4	gene
HIC1	loss	HGAT	5	gene
HIC1	loss	Medulloblastoma	5	gene
HIC2	loss	All	12	gene
HIF3A	loss	All	6	gene
HIGD1B	gain	All	10	gene
HIGD1B	gain	Neuroblastoma	8	gene
HINFP	loss	All	5	gene
HINT2	loss	All	7	gene
HIPK2	gain	All	45	gene
HIPK2	gain	LGAT	40	gene
HIRA	gain	All	7	gene
HIRA	loss	All	22	gene
HIRA	gain	Neuroblastoma	4	gene
HIRA	loss	LGAT	4	gene
HIRIP3	gain	All	6	gene
HIRIP3	loss	All	27	gene
HIRIP3	loss	HGAT	5	gene
HIRIP3	loss	Medulloblastoma	7	gene
HIRIP3	loss	Neuroblastoma	11	gene
HM13	gain	All	5	gene
HM13-AS1	gain	All	5	gene
HMBS	loss	All	5	gene
HMGXB4	loss	All	5	gene
HMOX1	loss	All	5	gene
HMOX2	loss	All	6	gene
HMX1	loss	All	9	gene
HMX1	loss	Neuroblastoma	4	gene
HMX2	loss	All	5	gene
HMX3	loss	All	5	gene
HNF1A	gain	All	4	gene
HNF1A-AS1	gain	All	4	gene
HNF1B	gain	All	9	gene
HNF1B	gain	Neuroblastoma	6	gene
HNRNPAB	loss	All	6	gene
HNRNPC	loss	All	4	gene
HNRNPCL1	loss	All	4	gene
HNRNPF	gain	All	6	gene
HNRNPF	loss	All	4	gene
HNRNPH3	loss	All	5	gene
HNRNPKP3	loss	All	5	gene
HNRNPKP3	loss	Ependymoma	4	gene
HNRNPM	loss	All	4	gene
HNRNPM	loss	Neuroblastoma	4	gene
HNRNPU	gain	All	6	gene
HNRNPUL1	loss	All	6	gene
HNRNPUL1	loss	HGAT	4	gene
HOMER3	loss	All	5	gene
HOMEZ	loss	All	4	gene
HP	deep deletion	All	4	gene
HP	loss	All	9	gene
HP	loss	HGAT	4	gene
HPN	gain	All	6	gene
HPN	loss	All	18	gene
HPN	loss	Neuroblastoma	14	gene
HPN-AS1	gain	All	6	gene
HPN-AS1	loss	All	18	gene
HPN-AS1	loss	Neuroblastoma	14	gene
HPR	deep deletion	All	4	gene
HPR	loss	All	9	gene
HPR	loss	HGAT	4	gene
HPS4	loss	All	6	gene
HRC	loss	All	5	gene
HRCT1	loss	All	8	gene
HRH3	loss	All	4	gene
HRNR	gain	All	5	gene
HRNR	gain	HGAT	4	gene
HS3ST6	loss	All	9	gene
HS3ST6	loss	Neuroblastoma	5	gene
HSBP1	deep deletion	All	4	gene
HSCB	loss	All	6	gene
HSD11B2	deep deletion	All	4	gene
HSD17B1	gain	All	9	gene
HSD17B1	gain	HGAT	4	gene
HSD17B12	loss	All	14	gene
HSD17B14	loss	All	5	gene
HSD17B2	deep deletion	All	4	gene
HSD3B7	gain	All	4	gene
HSD3B7	loss	All	27	gene
HSD3B7	loss	HGAT	5	gene
HSD3B7	loss	Medulloblastoma	7	gene
HSD3B7	loss	Neuroblastoma	11	gene
HSF1	loss	All	5	gene
HSF2BP	gain	All	5	gene
HSF2BP	loss	All	6	gene
HSF2BP	loss	Neuroblastoma	4	gene
HSF4	deep deletion	All	4	gene
HSF5	gain	All	5	gene
HSF5	gain	HGAT	4	gene
HSH2D	loss	All	6	gene
HSH2D	loss	Neuroblastoma	4	gene
HSP90AB1	gain	All	5	gene
HSP90B2P	gain	All	7	gene
HSP90B2P	gain	HGAT	6	gene
HSPA12B	gain	All	4	gene
HSPA12B	loss	All	4	gene
HSPA12B	gain	Neuroblastoma	4	gene
HSPA13	gain	All	7	gene
HSPA13	loss	All	6	gene
HSPB7	loss	All	4	gene
HSPB9	gain	All	9	gene
HSPB9	gain	HGAT	4	gene
HSPBP1	loss	All	6	gene
HSPC324	gain	All	7	gene
HSPC324	loss	All	7	gene
HTR6	loss	All	5	gene
HTRA1	loss	All	7	gene
HTRA3	loss	All	10	gene
HTRA3	loss	Neuroblastoma	5	gene
HTT	gain	All	4	gene
HTT	loss	All	14	gene
HTT	loss	Neuroblastoma	10	gene
HUS1B	loss	All	5	gene
HYDIN	loss	All	7	gene
HYDIN	loss	HGAT	4	gene
HYOU1	loss	All	5	gene
IAPP	loss	All	4	gene
IBTK	loss	All	4	gene
ICA1	gain	All	4	gene
ICOSLG	gain	All	4	gene
ICOSLG	loss	All	7	gene
ICOSLG	loss	Neuroblastoma	5	gene
ID1	gain	All	5	gene
IDH3B	gain	All	6	gene
IDH3B	loss	All	5	gene
IDH3B	gain	Neuroblastoma	5	gene
IDI1	loss	All	4	gene
IDI2	loss	All	4	gene
IDI2-AS1	loss	All	4	gene
IFFO2	loss	All	5	gene
IFI30	loss	All	5	gene
IFNA1	loss	All	5	gene
IFNA10	loss	All	4	gene
IFNA13	loss	All	5	gene
IFNA14	loss	All	4	gene
IFNA16	loss	All	4	gene
IFNA17	loss	All	4	gene
IFNA2	loss	All	5	gene
IFNA21	loss	All	4	gene
IFNA4	loss	All	4	gene
IFNA5	loss	All	5	gene
IFNA6	loss	All	5	gene
IFNA7	loss	All	4	gene
IFNA8	loss	All	5	gene
IFNB1	loss	All	4	gene
IFNE	loss	All	5	gene
IFNW1	loss	All	4	gene
IFT140	loss	All	8	gene
IFT140	loss	Neuroblastoma	4	gene
IFT22	gain	All	4	gene
IFT27	loss	All	6	gene
IFT46	loss	All	7	gene
IFT46	loss	Neuroblastoma	4	gene
IGF1R	gain	All	7	gene
IGF1R	gain	HGAT	6	gene
IGFALS	loss	All	9	gene
IGFALS	loss	Neuroblastoma	5	gene
IGFBPL1	gain	All	6	gene
IGFBPL1	loss	All	20	gene
IGFBPL1	loss	Neuroblastoma	11	gene
IGFL1	loss	All	5	gene
IGFL2	loss	All	5	gene
IGFL2-AS1	loss	All	5	gene
IGFL3	loss	All	5	gene
IGFL4	loss	All	5	gene
IGHMBP2	gain	All	4	gene
IGLL1	loss	All	10	gene
IGLL1	loss	ATRT	4	gene
IGSF21	loss	All	5	gene
IGSF9B	loss	All	5	gene
IGSF9B	loss	Neuroblastoma	5	gene
IKZF3	gain	All	12	gene
IKZF3	gain	Neuroblastoma	9	gene
IKZF5	loss	All	5	gene
IL10RA	loss	All	5	gene
IL11	loss	All	5	gene
IL11RA	loss	All	7	gene
IL12RB1	loss	All	5	gene
IL17REL	loss	All	9	gene
