Kids_First_Biospecimen_ID	FOXG1_expression_zscore	OLIG2_expression_zscore	TP73_AS1_expression_zscore
BS_052PZFMK	1.5140598797189484	-1.8161659666480863	0.08563600986214574
BS_0C7VZC0A	1.1398713316739861	0.38205815254827696	-0.25028299291538386
BS_0RQ4P069	-0.7352153855553794	-1.8375550363793083	-0.5396923147698666
BS_0VXZCRJS	-0.7062799981646364	1.0287657252726132	1.476222318153676
BS_0ZA67BBC	-0.7278744512695275	0.9862720160745971	1.457187129964821
BS_1A6MQ9ZA	-0.7062799981646364	0.008738998280417342	-0.6433633602467856
BS_1D6PZNKN	-0.5588788008273191	0.5018212862582119	-1.2379617654461836
BS_1EBQ3T20	-0.6193846438793715	0.6139827017048721	-0.4529420037347378
BS_1EN5V3XW	2.1113576328784043	-1.8214380333193634	0.3068701249028086
BS_1N7MQZGR	0.7522780734538862	1.2487581490947457	1.4479346612581898
BS_21ET39G7	-0.7352153855553794	0.7986417648436024	1.2962611957666563
BS_23QW0BBA	-0.7352153855553794	1.2833725571930543	-1.8491799287168529
BS_29X4ZX6Q	0.35280254036275127	0.08950483686375268	-0.16577897237408798
BS_2A162JH9	-0.7278744512695275	0.19307669672763825	-0.3398641229309085
BS_2A5R9MEJ	-0.7352153855553794	0.4701191132888022	-2.7051213305686357
BS_2EN3X6HB	-0.7352153855553794	-0.0674484265042835	-0.4813017899391532
BS_2JP7RBMB	-0.7352153855553794	0.6477644488225126	0.33724636840180605
BS_30VC3R2Q	-0.7278744512695275	0.7902555124234877	-0.3541362126977287
BS_399RPKC9	-0.7278744512695275	-0.06338573469632525	-0.6004623582592981
BS_3AC3SRWH	-0.2425190510733373	-0.6884029373726205	-1.1580074514423206
BS_3MS8WVNR	1.4931266597221822	-0.9672497661328842	-0.4996338100228723
BS_40MP5BWR	-0.7206058426352879	0.6289886338277317	0.24898911813432756
BS_45J79YTF	0.3374498007228702	0.9719693086689408	-2.267420010059553
BS_49BQS7Z6	-0.7278744512695275	-0.4491229318099604	-0.40766770776990874
BS_49CJNZ06	-0.7278744512695275	0.039348114751890914	0.6298187917494265
BS_49FQXT2E	0.7180978934927009	-0.18658596923210005	-0.726904828944965
BS_4B0BAVTX	-0.7278744512695275	0.0638408246044759	-0.044458296144410346
BS_4PPHAQXF	2.0806828306546663	0.730208646529237	1.7691249450999804
BS_4PWDGEB0	-0.02181550216371829	-0.1416550250903842	1.5183537337332114
BS_4QW2S1Q8	-0.7278744512695275	-0.2628138489742613	-1.2293408050300039
BS_51RA1PGE	-0.7278744512695275	-0.40917574381005173	-0.7768315661958509
BS_52C576HH	1.9615274579055244	-0.8773771080825309	0.034951744151601453
BS_52MPKTJH	-0.2655758590845309	-0.40742518464137234	-0.25251399108654554
BS_58YXHGAJ	2.3610812105093815	1.0269254796211928	1.6254222716625666
BS_5965SFPZ	-0.7278744512695275	-0.04881086637346006	-0.7361396695917959
BS_59ZJWJTF	0.5755189498280016	-1.6981599120136914	-0.536988013032895
BS_5CTVXVRX	-0.7352153855553794	-1.761196271060526	-1.5021190428239453
BS_5GNQC2FF	-0.7352153855553794	-1.8214380333193634	-0.38309677312952756
BS_5P1TN10Z	2.1454304266244035	-1.6337794976011124	0.4994863478853976
BS_5VPM0F36	-0.713408148386519	0.5188668252195768	1.0815601564045012
BS_68KX6A42	-0.7352153855553794	0.9708185609024893	1.6765118968848107
BS_6DCSD5Y6	-0.7206058426352879	-0.5898763928814105	-0.47351366780649196
BS_6M2053M0	-0.7278744512695275	1.209880249724679	1.1300513560431087
BS_6VPKXXMR	1.1761432290291622	-1.3248309675347751	-1.2641277348222812
BS_6WP1FHTE	-0.246312158702303	-0.1300194039598356	-0.6346838672773559
BS_7327SDAQ	-0.6922270435837906	0.5741294037078758	-0.30015281217979933
BS_7GJT4A6A	-0.7352153855553794	0.2288767201866405	-0.0522464182770716
BS_7WM3MNZ0	-0.7278744512695275	1.1014154271194054	1.724723674556962
BS_84XCR9GG	1.9019665267827544	0.4814313588450807	-0.5235395720509523
BS_8MA5B8Y9	0.283836062615088	-1.724321929753882	-1.2379617654461836
BS_8PNA0V6R	0.4189628438395405	0.10528358173447719	-2.2165711532134664
BS_8ZD6J47V	-0.7352153855553794	0.6898228243742259	-0.6346838672773559
BS_8ZS9F31R	-0.7352153855553794	-1.8109424911441787	-1.1869680118741195
BS_8ZY4GST0	-0.7206058426352879	1.6804401800704516	-0.19987010236400704
BS_91VYM11A	-0.713408148386519	-1.4900823188912233	-0.87520273039041
BS_97M1E2DW	-0.7062799981646364	0.6151346189312404	-0.20418681159841015
BS_9CA93S6D	-0.7206058426352879	-0.3002489345819504	-1.06277796143319
BS_9XVACXP0	1.6477523473149913	-1.7708023159484103	-0.7800081850736819
BS_A0DYVX9J	0.527821925793055	0.19110435902734887	-2.956373024980571
BS_A7Q8G0Y1	-0.7206058426352879	0.2541807120815715	0.3236535674831897
BS_AWH9757B	1.0216783107150555	0.5300914985287071	-0.87520273039041
BS_B1C6GZ84	-0.7278744512695275	0.7553554300598939	-0.13657537079463006
BS_BMMY0H73	-0.713408148386519	0.4889391975784708	1.5210753074798828
BS_BWBDH9GM	-0.7352153855553794	0.14735954175614374	-0.4917496225028991
BS_BYCX6VK1	1.8835425593601371	0.5850036080522545	1.4486484310728713
BS_C41DJZ1F	-0.3437402498292536	0.05598656123092449	0.22486856006367145
