Kids_First_Biospecimen_ID	FOXG1_expression_zscore	OLIG2_expression_zscore	TP73_AS1_expression_zscore
BS_C6ZZ3FY5	1.8305954125083306	-1.2602877745818937	-0.5725322910949235
BS_C83TK159	-0.7062799981646364	1.119423076383802	1.0323828452644621
BS_CXVGG342	1.8829062869544393	-1.2352661896573118	-0.11402423050366506
BS_D29RPBSZ	-0.7352153855553794	-0.09170437170700864	-0.254748331578314
BS_D7XRFE0R	-0.7352153855553794	0.9478989212459834	1.6511858370978894
BS_DFGS950G	-0.19846071934395695	0.5458319400388776	-0.7025545411156843
BS_DRY58DTF	-0.7278744512695275	-1.8430308575306749	-0.2978494572828829
BS_DS438CXE	0.08019647239462677	-0.28104752068607514	0.03126466687370986
BS_E60JZ9Z3	-0.7278744512695275	0.1532393497946266	0.4034119645303354
BS_EZ3147MX	-0.6992200609527122	1.6338172514075142	2.0172543360005037
BS_F0JB4EAK	-0.7352153855553794	0.7605541750465882	0.7734260824576247
BS_FCDAH728	-0.7278744512695275	1.2414455390606662	1.9636645469612928
BS_FEV5A0HN	1.0818834358056129	0.8507962693667079	0.647018247594898
BS_FN07P04C	1.2107150736579806	0.6032884324275504	0.5872038354918431
BS_FX2P2WEG	1.5702811670787196	0.38184109276765915	0.4626255297961154
BS_FXJY0MNH	-0.7352153855553794	0.6161406294811429	1.219220372806544
BS_FYRDYBMZ	1.3814373090911838	-0.24318298024623858	-1.3501516307433898
BS_G3NN392N	-0.7352153855553794	-0.39832242323260336	-2.1593589109558224
BS_G3RJTBZD	-0.7352153855553794	-0.0899547775669676	-0.4503903829253259
BS_GG9W3J9Y	1.7715812411391043	-1.7659789414708376	-0.06597426535685658
BS_GW0GKWMS	-0.7352153855553794	0.43889859098645934	0.001435232546487794
BS_GWSJ4Z9H	0.4205046580029535	1.0713573832175152	1.1006056338162389
BS_GXTFW99H	-0.713408148386519	-1.8057667192790574	-0.5753018777762744
BS_H0QWRJE2	-0.7352153855553794	-1.8109424911441787	-1.3270283458622236
BS_H1XPVS9A	1.5525662556499529	0.27696809249607857	0.047785202556728086
BS_H1ZS5FMZ	1.2059502058009341	0.35619424284284024	-0.2955496542067998
BS_H97S5SQN	-0.7062799981646364	1.2327810786075635	1.8735949535188676
BS_HE0WJRW6	2.1624755795050405	-1.8161659666480863	0.5692963236211065
BS_HJRTC9JQ	0.29851829461437296	0.09834487314177728	-0.8317764015993095
BS_HWGWYCY7	1.6715854756826074	-1.832131616233967	0.35666425510539496
BS_J8VX4D17	-0.7352153855553794	-1.2222370392848305	-0.24583098364142286
BS_JB43XBCQ	-0.7352153855553794	0.9148482324448606	0.8992638352848428
BS_JQVAWTTM	-0.7352153855553794	0.5645385579385382	0.34922572597335216
BS_JRYJGYC4	0.3494183242969707	-1.2222370392848305	-1.0666267945351715
BS_JS95PE0J	1.219632269134051	-0.7022000550376847	-0.15737657268897048
BS_JVW2JJ39	1.6134040482278202	0.4958164732344436	0.6962762905710355
BS_K17VQECG	-0.6922270435837906	-0.5720714810578857	-0.6815693627486276
BS_KABQQA0T	-0.7206058426352879	1.27797168224487	2.0327699193584503
BS_KBEX4RT2	-0.7278744512695275	1.8125547417685564	1.6037145476963683
BS_KP735TJ6	1.2054188713820888	-1.4613074548168565	-0.6965285854459671
BS_M0QYNVK8	0.5705086907845576	-0.016120259794985593	0.08919124873117358
BS_M1PVEHCM	1.1952501225371763	-0.6026812459994492	-1.0551099651110172
BS_M7HCF7DW	1.8567748578441516	-1.5794174322681311	-0.24805532708029615
BS_M85CXHDV	1.2457548510146979	-1.3779659477606492	-1.0062065019992859
BS_M8EA6R2A	-0.7278744512695275	0.5386340671213709	0.0386297287512702
BS_MB7WN0ZB	-0.7278744512695275	0.882089986345872	-0.07189653124314724
BS_MDBT7S5Z	-0.7278744512695275	0.45477153168180046	-0.6032843496392033
BS_MKM0EEN1	-0.7352153855553794	-0.20249243203078604	-1.0248262444570078
BS_MN5XVP5A	-0.7206058426352879	1.1072101794751275	-0.6061116907690027
BS_MWWZBQ60	-0.7278744512695275	0.42538987943805495	-0.4126308471232143
BS_MX23ZY0Y	-0.7278744512695275	0.47777729666871915	-0.5289044051713705
BS_N6N147BY	-0.7278744512695275	-1.8597831041620012	-0.4970011138417838
BS_NB9XXBW6	-0.7352153855553794	1.2024021491154169	0.73937387266602
BS_NEVYM2FP	-0.7206058426352879	1.3592606534439866	1.3151103818800158
BS_NGSG2KB6	-0.3657645065050996	0.8146464342291655	0.8317480586287719
BS_NNPEC7W1	-0.7062799981646364	-0.2458052779506714	0.31604813540124105
BS_NPA6CZQF	1.8984430244404773	0.16799410597607684	1.6209787893396161
BS_NR3P3GN2	-0.7352153855553794	0.01665104340454197	-0.43013306641492316
BS_P0QF87WC	0.6993403286369251	-0.68340328105238	-0.28410353509933356
BS_P9JP6JFA	-0.7062799981646364	-1.832131616233967	-1.5334087638706455
BS_PGK832G2	-0.7278744512695275	-1.7805739904364406	-0.8219319962244476
BS_PKW05VZV	-0.7352153855553794	-0.7449357878945294	-0.6667586948656068
BS_PNYN0AYD	-0.7206058426352879	-1.8109424911441787	0.4859401875557914
BS_PQVTB6BB	-0.7352153855553794	0.5622534593506209	-0.06400539114443529
BS_PS0P3QJ3	2.415715310872275	-0.6082588609710078	0.2521759184906562
BS_PXCPK5XS	1.1144594596504447	1.984728616451805	2.133028232728392
BS_PZVHMSYN	-0.7352153855553794	-0.37062998418057536	-1.268533711436738
BS_Q13FQ8FV	-0.7278744512695275	0.4125804322596881	-0.6146260164582694
BS_QB84TBA3	-0.7278744512695275	0.15421341433735272	-0.023248317490127183
BS_QNNX91SM	-0.7206058426352879	1.396094926112611	1.9101733350065757
BS_QWTE1CWR	-0.7352153855553794	-0.026288310103878457	-0.8483295348890023
BS_QYPHA40N	1.5970190614027215	0.21622439588240133	0.1920887350624768
BS_R5SNFB5B	-0.7352153855553794	-1.8485601021708185	-0.5670084995979352
BS_R7NTZR4C	0.02964534686073	1.5902663804251544	-0.07189653124314724
BS_R9B92M75	-0.7352153855553794	1.2262130322379963	1.120300568269138
BS_RCCN63K6	-0.7352153855553794	0.8845990909655272	-0.7704985545597791
BS_RX1YTZ7F	-0.7278744512695275	1.2506126688541526	0.9499628705476163
BS_RXN5T5YT	-0.7352153855553794	-0.13594266346607312	-0.5235395720509523
BS_S2TA8R29	0.9752454342358471	-0.8915717733647451	-0.5670084995979352
BS_S5P8VTN5	-0.5248223940520382	0.9812052417667838	-0.04251760361382697
BS_S6S7SK3P	-0.6007062333403581	-0.3851467001094712	-0.28182481502378504
BS_SB12W1XT	2.0571029116678363	0.5311768137375207	0.9776191702934856
BS_SD8YBRBR	1.974197197237653	-1.6531241427696548	0.5288617684031289
BS_SHJA4MR0	1.2059502058009341	-1.113717846933335	-0.3094019705007326
BS_SNVM7CZT	2.123248492329569	-0.04372793472154726	1.409607526183632
BS_T1YHK6B7	-0.7352153855553794	-0.20432162053723313	0.11907341982045662
BS_T3DGY9J9	-0.613105816119639	1.1750886668941944	1.4677922137533084
BS_TGS109T3	-0.7352153855553794	0.9748741217518775	0.012691301064424664
BS_TJTEF70D	-0.5248223940520382	-1.6855182782923868	-1.2773849065510845
BS_TK84K675	-0.7352153855553794	-1.2059137102422905	-1.2553546389407606
BS_TM9MH0RP	-0.7352153855553794	0.02445415110828789	-0.7025545411156843
BS_TRKH2SPE	-0.7278744512695275	0.11178884750168594	-0.9588557948834198
BS_TV5B86ZD	1.777724139316015	-1.7470857559633635	0.6161643959236419
BS_TXZ7KHTQ	-0.7352153855553794	0.052503663466917525	-0.4002538300374307
BS_V3Z3DB4N	1.2621777940408865	0.1695749803072896	-0.33513694940347466
BS_VF5XWFXD	-0.7352153855553794	0.4914496915186258	0.05143171292906195
BS_VMQMGSJY	-0.7206058426352879	-0.7110903248686449	-1.3178784889471067
BS_VVTHDRBD	-0.22753868240596742	0.8288813114527519	-0.13039116566863285
BS_W1385R8Y	0.9882015140849391	0.98664553686862555	0.9569251732848366
BS_W4DB5RP1	-0.7206058426352879	0.26187875860705434	0.09980639674104738
BS_W4H1D4Y6	1.0284654589393358	0.891000524114488	0.8616629698376134
BS_W60RQAKK	-0.3930919939306306	-0.03301930466493211	-0.05029557169504271
BS_W7MFJZ5A	-0.6922270435837906	1.189575915339046	1.5366287043814013
BS_W9N9844Q	-0.6922270435837906	0.4829772294167602	-0.536988013032895
BS_WAXJY4XQ	1.2401982784311072	0.13154397806084622	0.51957765305573
BS_WH8G4VFB	-0.7352153855553794	-0.5169937792350746	-0.9164428325313815
BS_WJ9H4NZZ	1.3780800436449145	0.6560549455754706	1.0445961330379328
BS_WKESC3XN	-0.07111432056410213	-0.018975394701265757	-0.5864319443510525
BS_X0XXN9BK	1.7215619060921612	-1.6414383044275014	0.8132882860256284
BS_X23724NJ	0.6342829520696479	-0.9579396088366977	-0.5396923147698666
BS_X4DD4KSZ	-0.6385482618075793	1.2311340613597734	1.9902038962182633
BS_X4X1SFSE	0.7821197045560982	-1.1678861940320346	-0.44784312013820454
BS_XG0DBWVT	-0.6193846438793715	0.3209334325124698	-0.07982964568872945
BS_XGDPK33A	-0.7352153855553794	0.9724289543391199	1.8437817820054756
BS_XM1AHBDJ	-0.7352153855553794	-0.2934184563910747	-1.7484549438611918
BS_XQ5SFW35	0.708778723575632	0.6558541745701476	-0.07387585734562224
BS_XZM79E42	-0.5824890655851576	-0.2264275585747568	0.8992638352848428
BS_YDEVMD24	-0.671637117219685	1.329632220377146	1.317449867848842
BS_YEW22W35	-0.7062799981646364	1.1637564026932523	0.5380884474064953
BS_Z3RCA1T9	-0.7352153855553794	1.6049409414259292	2.0500341610016983
BS_Z8F3GM85	1.3691938369973136	-1.7154663889553654	0.08919124873117358
BS_Z8YZ6QGS	0.7211783063549128	0.7000684589102482	-0.3637273840114827
BS_ZD5HN296	1.1204477864300004	0.5144170605256176	1.1449964701892705
BS_ZF6BSFNF	-0.7352153855553794	1.2717291144225775	1.0960930070775385
BS_ZV1P6W9C	-0.7278744512695275	-0.7634663523683364	-0.4761051923496169
BS_ZVWE73JZ	-0.7278744512695275	0.5430617699564965	-0.13039116566863285
