sample	caller
BS_HCWEF4QN	gatk
BS_HEJ72V3F	gatk
BS_HEP8QTNN	gatk
BS_HGP0PV0D	gatk
BS_HJ95JNFN	gatk
BS_HM5GFJN8	gatk
BS_HM5N78GV	gatk
BS_HN8DE43A	cnvkit
BS_HN8DE43A	gatk
BS_HNE6BPMH	gatk
BS_HPMX6CT4	gatk
BS_HQC1EKZ8	freec
BS_HQC1EKZ8	gatk
BS_HQFNQHVW	gatk
BS_HQYHVPC9	freec
BS_HQYHVPC9	gatk
BS_HSYF7G2D	gatk
BS_HTGDSPQA	freec
BS_HTGDSPQA	gatk
BS_HW4J7JM8	gatk
BS_HW4MYBZ2	cnvkit
BS_HW4MYBZ2	gatk
BS_HYGK88B0	gatk
BS_HYKV2TH9	cnvkit
BS_HYKV2TH9	gatk
BS_HYX0M8VM	freec
BS_HYX0M8VM	gatk
BS_HZHEF797	gatk
BS_HZKJMB0D	gatk
BS_HZNKSQ17	gatk
BS_HZV4WDTB	gatk
BS_J037K4BM	gatk
BS_J2DA5W77	gatk
BS_J33YVP27	gatk
BS_J3707KE2	freec
BS_J3707KE2	gatk
BS_J4E9SW51	gatk
BS_J52D4XQY	gatk
BS_J5C6FMYZ	gatk
BS_J5J0EA7Y	gatk
BS_J6FPW4H0	freec
BS_J6FPW4H0	gatk
BS_J6VRW67C	gatk
BS_J8EH1N7V	cnvkit
BS_J8EH1N7V	freec
BS_J8EH1N7V	gatk
BS_J8EK6RNF	freec
BS_J8EK6RNF	gatk
BS_J8YAY1HM	cnvkit
BS_J8YAY1HM	gatk
BS_JA3XXP1Y	gatk
BS_JB3J82ZK	gatk
BS_JBHQ6G3J	gatk
BS_JBY9S5D4	gatk
BS_JC2187NA	gatk
BS_JC8YV5V9	cnvkit
BS_JC8YV5V9	freec
BS_JC8YV5V9	gatk
BS_JD05XR6E	gatk
BS_JDMM2XG4	gatk
BS_JDS0SYST	gatk
BS_JDZX545X	cnvkit
BS_JDZX545X	gatk
BS_JE1DF581	gatk
BS_JEZBA2EW	cnvkit
BS_JEZBA2EW	freec
BS_JEZBA2EW	gatk
BS_JGKRN7NA	cnvkit
BS_JGKRN7NA	gatk
BS_JGVTE14P	freec
BS_JGVTE14P	gatk
BS_JHGFJR3D	gatk
BS_JJNSP29S	gatk
BS_JJWC13GG	gatk
BS_JJZPY3BG	gatk
BS_JK5GTHVG	gatk
BS_JM979K1M	freec
BS_JM979K1M	gatk
BS_JNS7Q60A	gatk
BS_JQ0XD1K9	cnvkit
BS_JQ0XD1K9	freec
BS_JQ0XD1K9	gatk
BS_JQNF0FQP	cnvkit
BS_JQNF0FQP	gatk
BS_JR56RQDC	gatk
BS_JRFVST47	gatk
BS_JSMAT49K	gatk
BS_JSNJZERZ	gatk
BS_JTBM5TSE	gatk
BS_JTP91S1A	freec
BS_JTP91S1A	gatk
BS_JV1GTZ1Q	gatk
BS_JVTQD8HH	gatk
BS_JX1PK0VW	gatk
BS_JXVVZ2S8	gatk
BS_JZFMHGNX	gatk
BS_K049HVGR	gatk
BS_K07KNTFY	gatk
BS_K14VJ1E3	cnvkit
BS_K14VJ1E3	gatk
BS_K2K5YSDS	gatk
BS_K3PPH522	gatk
BS_K3Y06EKR	gatk
BS_K3YT05M7	gatk
BS_K5DHTP34	cnvkit
BS_K5DHTP34	freec
BS_K5DHTP34	gatk
BS_K62HBS01	freec
BS_K62HBS01	gatk
BS_K6A9Z04J	gatk
BS_K6BMXTW5	gatk
BS_K89V7JNJ	gatk
BS_K9P9N35B	gatk
BS_KAD49R68	gatk
BS_KAZENYZE	gatk
BS_KB9GJDCS	gatk
BS_KBPBCWA0	gatk
BS_KCN7NG92	freec
BS_KCN7NG92	gatk
BS_KE5D12KG	gatk
BS_KFRBXXV7	freec
BS_KFRBXXV7	gatk
BS_KG1YMTA4	gatk
BS_KH0NFCWF	gatk
BS_KH3859M5	gatk
BS_KHSYAB3J	gatk
BS_KJQXZ8GK	gatk
BS_KJTW1RBN	gatk
BS_KKWQW01N	gatk
BS_KM878Y43	gatk
BS_KP0YNTAK	gatk
BS_KPWRDRFP	gatk
BS_KQPCYZ2K	cnvkit
BS_KQPCYZ2K	gatk
BS_KQRAHH6Y	gatk
BS_KRYYDC2X	gatk
BS_KSHETTQC	freec
BS_KSHETTQC	gatk
BS_KSRYKCDE	gatk
BS_KT9H4B1N	gatk
BS_KTHF096D	freec
BS_KTHF096D	gatk
BS_KV3XF9WV	gatk
BS_KVV3G6NP	gatk
BS_KVYCH9PB	gatk
BS_KXGJ1HMG	gatk
BS_KXRFQF5N	gatk
BS_KY1CTGJ3	gatk
BS_KYG3H6C6	gatk
BS_KYPMZZSY	cnvkit
BS_KYPMZZSY	gatk
BS_KYPZRS4S	gatk
BS_M0B42FPR	gatk
BS_M0N8YXTA	cnvkit
BS_M0N8YXTA	freec
BS_M0N8YXTA	gatk
BS_M16CDR44	gatk
BS_M18CDDGK	gatk
BS_M1TDS9CT	freec
BS_M1TDS9CT	gatk
BS_M1YHV93N	gatk
BS_M28HG0NT	gatk
BS_M2MSWKBC	gatk
BS_M4E4H6NG	gatk
BS_M5FM63EB	gatk
BS_M659G06J	gatk
BS_M7D3Q30Z	gatk
BS_M8EBKZDG	gatk
BS_M9YZK3SP	gatk
BS_MA4DE9P2	gatk
BS_MAVSJH2Y	gatk
BS_MBYEK6HV	gatk
BS_MCCJ3EMF	freec
BS_MCCJ3EMF	gatk
BS_MCM78YPC	freec
BS_MCM78YPC	gatk
BS_MDVMT75X	cnvkit
BS_MDVMT75X	gatk
BS_ME97J1GA	gatk
BS_MEPW36WF	gatk
BS_MFTAVQ5C	gatk
BS_MGBEMNYR	gatk
BS_MGY2V5N4	freec
BS_MGY2V5N4	gatk
BS_MHT5C2AP	gatk
BS_MJ2H7ZT3	freec
BS_MJ2H7ZT3	gatk
BS_MJ8EGM54	cnvkit
BS_MJ8EGM54	freec
BS_MJ8EGM54	gatk
BS_MJJZJMTK	gatk
BS_MMBWD5VD	freec
BS_MMBWD5VD	gatk
BS_MMCZHZE6	gatk
BS_MQ6RKJCD	gatk
BS_MRX1SPFB	gatk
BS_MS87PMR7	gatk
BS_MSB1RDAJ	gatk
BS_MSGYZ69T	gatk
BS_MT5ZSRG4	gatk
BS_MTQ7F28J	freec
BS_MTQ7F28J	gatk
BS_MVC1NCZX	gatk
BS_MW0JYGG1	gatk
BS_MW16Y7ME	gatk
BS_MW63FCZC	gatk
BS_MW6YMRBJ	gatk
BS_MW74GF38	freec
BS_MW74GF38	gatk
BS_MWKJF6XH	gatk
BS_MWXDJFWW	cnvkit
BS_MWXDJFWW	gatk
BS_MWZCP1XW	gatk
BS_MYVQ8YDT	gatk
BS_MZB884N9	cnvkit
BS_MZB884N9	freec
BS_MZB884N9	gatk
BS_MZJJRDZF	gatk
BS_N0Z6V2YG	gatk
BS_N2JD3VX6	gatk
BS_N4B3WB8W	gatk
BS_N5VYY66W	gatk
BS_N8D9FH6M	gatk
BS_N8WXTFN4	gatk
BS_N9BF56FP	gatk
BS_N9N1X78X	cnvkit
BS_N9N1X78X	gatk
BS_N9SMBR24	cnvkit
BS_N9SMBR24	gatk
BS_NASADC3P	gatk
BS_NB0ESCXK	cnvkit
BS_NB0ESCXK	freec
BS_NB0ESCXK	gatk
BS_NB509KST	gatk
BS_NCGGFG6H	gatk
BS_NDSWS9TS	gatk
BS_NEX92KQH	gatk
BS_NFT9VHMJ	freec
BS_NFT9VHMJ	gatk
BS_NG0CR0EP	gatk
BS_NGBKDYFB	gatk
BS_NHMPQ8Q1	gatk
BS_NHRNZRQV	gatk
BS_NJFK43N3	gatk
BS_NJV6A585	gatk
BS_NK1FJNRG	gatk
BS_NMJPX8VQ	gatk
BS_NMQTPVFW	cnvkit
BS_NMQTPVFW	freec
BS_NMQTPVFW	gatk
BS_NNFDFAFM	gatk
BS_NNH2A86D	gatk
BS_NQN1P6QY	cnvkit
BS_NQN1P6QY	gatk
BS_NS8G0465	gatk
BS_NTXHP7QR	gatk
BS_NV00B2Y5	gatk
BS_NV9ZB445	gatk
BS_NVJJJ7MT	gatk
BS_NWCPQC60	gatk
BS_NWYBD9CA	gatk
BS_NX91DYXQ	freec
BS_NX91DYXQ	gatk
BS_NXZSD2KK	gatk
BS_NYVVN7SD	gatk
BS_NZRJE7QA	gatk
BS_P0BHM8S1	gatk
BS_P0KQFXNC	gatk
BS_P0QJ1QAH	gatk
BS_P36C0ABE	gatk
BS_P3EVK3C2	gatk
BS_P3KD5EQG	gatk
BS_P3P96WCD	gatk
BS_P3PF53V8	gatk
BS_P42V737Y	gatk
BS_P4C0QJ9K	gatk
BS_P4K6WK9Y	gatk
BS_P5VHEN5Q	gatk
BS_P69A72G2	gatk
BS_P6FPBJM8	cnvkit
BS_P6FPBJM8	freec
BS_P6FPBJM8	gatk
BS_P6NWC51S	gatk
BS_P7CY04E7	gatk
BS_P8WN8XEQ	gatk
BS_P8X3GAEP	gatk
BS_P99S85CY	gatk
BS_P9FWPEYY	freec
BS_P9FWPEYY	gatk
BS_PC2YQ4F6	gatk
BS_PDRNE606	gatk
BS_PDWEETXG	gatk
BS_PEDGRK8S	gatk
BS_PEFRDKDZ	freec
BS_PEFRDKDZ	gatk
BS_PFXDWV9R	gatk
BS_PGBR1H2A	gatk
BS_PJ08ZW9A	gatk
BS_PKHXM1NB	gatk
BS_PKZ1HWNB	freec
BS_PKZ1HWNB	gatk
BS_PMFR8NPN	freec
BS_PMFR8NPN	gatk
BS_PMSZKZP7	gatk
BS_PNF2SHN9	freec
BS_PNF2SHN9	gatk
BS_PNXDHDF3	gatk
BS_PP4WJBNR	gatk
BS_PPY0EWPG	gatk
BS_PQFKEKEW	gatk
BS_PS8TB6Z0	gatk
BS_PV130A29	gatk
BS_PVYMDM18	gatk
BS_PVZJCXS1	gatk
BS_PWXXZMSR	freec
BS_PWXXZMSR	gatk
BS_PYVPKH11	gatk
BS_PZDTK87A	gatk
BS_Q0XBZP88	gatk
BS_Q3ANJDVG	gatk
BS_Q4PTDFKS	gatk
BS_Q50P97Y0	gatk
BS_Q5XKTB1V	gatk
BS_Q6GVRAWK	gatk
BS_Q807ENGY	gatk
BS_Q88059DJ	gatk
BS_Q9NHTR7G	gatk
BS_QA0W86WP	gatk
BS_QBZDQX7A	gatk
BS_QC5FNXGH	gatk
BS_QCP0VAZ7	freec
BS_QCP0VAZ7	gatk
BS_QD22MJJ5	gatk
BS_QDGHHS4S	gatk
BS_QDMDQ3E3	freec
BS_QDMDQ3E3	gatk
BS_QDRHQSPZ	gatk
BS_QE5B0T7R	gatk
BS_QE7WAAKC	gatk
BS_QEKBZRMD	freec
BS_QEKBZRMD	gatk
BS_QFH9XM6Q	gatk
BS_QG6V29H7	gatk
BS_QGX93WPF	gatk
BS_QHTDJG77	freec
BS_QHTDJG77	gatk
BS_QK61ST4T	gatk
BS_QKTJ4QY9	gatk
BS_QM1Z8R38	gatk
BS_QMG7XNEW	freec
BS_QMG7XNEW	gatk
BS_QMHND3QK	gatk
BS_QMY84KF4	gatk
BS_QNQDTDCS	gatk
BS_QQP17PDQ	gatk
BS_QRH793AV	gatk
BS_QSDKJM8T	gatk
BS_QSMFVHSB	freec
BS_QSMFVHSB	gatk
BS_QSTNH2MJ	gatk
BS_QWC51APP	cnvkit
BS_QWC51APP	freec
BS_QWC51APP	gatk
BS_QWM9BPDY	gatk
BS_QWS88QXE	gatk
BS_QWX24M4X	gatk
BS_QX754ADQ	gatk
BS_QXZTRMWM	gatk
BS_QXZZY4SJ	gatk
BS_QYWGB52C	gatk
BS_QZAV7XVF	cnvkit
BS_QZAV7XVF	gatk
BS_QZRP3NSG	freec
BS_QZRP3NSG	gatk
BS_QZT3SPY7	gatk
BS_QZTPJ8YW	gatk
BS_R0WH31Q0	gatk
BS_R13WNSAR	gatk
BS_R1CV479M	gatk
BS_R1G6SG0K	gatk
BS_R1RMKH1B	gatk
BS_R1ZBTEAG	gatk
BS_R2G2TPBV	gatk
BS_R3WB0PP7	cnvkit
BS_R3WB0PP7	gatk
BS_R5G3QP11	gatk
BS_R66Z3ENM	gatk
BS_R6CKWZW6	gatk
BS_R726FKHP	gatk
BS_R7YMKNJN	gatk
BS_R82MYPKB	gatk
BS_R8ZKDFWH	freec
BS_R8ZKDFWH	gatk
BS_R913E3VB	gatk
BS_R922P3XJ	gatk
BS_R94EDP5H	gatk
BS_R9V82BC1	gatk
BS_RA0VCMWC	gatk
BS_RA5HNMDP	cnvkit
BS_RA5HNMDP	gatk
BS_RB8VSEVG	gatk
BS_RCAZ62J7	gatk
BS_RFEDCJTP	gatk
BS_RG6JK7ZN	gatk
BS_RGSJMSRE	freec
BS_RGSJMSRE	gatk
BS_RH9PMH3G	gatk
BS_RHEBGZF8	gatk
BS_RQ5Z7KNW	gatk
BS_RQZZ6T97	gatk
BS_RR3DKGKY	gatk
BS_RR3T675W	freec
BS_RR3T675W	gatk
BS_RWJ0571Q	gatk
BS_RXP2ZRQT	gatk
BS_RXSBJ929	gatk
BS_RZNNEX1Y	gatk
BS_S0T1WT6R	gatk
BS_S0T3CQ97	gatk
BS_S34SCYW4	cnvkit
BS_S34SCYW4	gatk
BS_S4R97RNZ	gatk
BS_S791VC80	gatk
BS_S7S6YEHA	cnvkit
BS_S7S6YEHA	gatk
BS_S88G7BXH	gatk
BS_S8Q6R8MX	gatk
BS_S8STY9B1	gatk
BS_SCQNN2A2	gatk
BS_SD28E0SC	gatk
BS_SDT1J3A7	cnvkit
BS_SDT1J3A7	gatk
BS_SE82EQF8	gatk
BS_SFH8TGKT	freec
BS_SFH8TGKT	gatk
BS_SFQWVZ4N	gatk
BS_SFZ3A07S	cnvkit
BS_SFZ3A07S	gatk
BS_SGRCCAVT	gatk
BS_SK4H5MJQ	gatk
BS_SK949N33	gatk
BS_SKRY0BJ4	gatk
BS_SMCPASF0	gatk
BS_SMJRCVQB	gatk
BS_SNC5WMVN	gatk
BS_SPGHWHXY	freec
BS_SPGHWHXY	gatk
BS_SQSH5G7A	gatk
BS_SSHQFYA8	freec
BS_SSHQFYA8	gatk
BS_SSS5J8P5	gatk
BS_SSYNTXDC	gatk
BS_ST3Z2B9B	gatk
BS_STK02B14	freec
BS_STK02B14	gatk
BS_STNH7YSX	gatk
BS_SWHQ8FDW	freec
BS_SWHQ8FDW	gatk
BS_SXVVN52M	freec
BS_SXVVN52M	gatk
BS_SY6CCX4G	freec
BS_SY6CCX4G	gatk
BS_SYGKQD8M	gatk
BS_SYQG48V0	gatk
BS_SYSZCYYZ	gatk
BS_SYWRCE3Z	gatk
BS_T1SNKF50	gatk
BS_T54TAE3R	gatk
BS_T5BAS1JN	gatk
BS_T5HPW4Z0	gatk
BS_T5T21G7N	gatk
BS_T62SHZA7	gatk
BS_T7WMJ08W	gatk
BS_T8C13KNH	cnvkit
BS_T8C13KNH	gatk
BS_T8TCEBB1	gatk
BS_T97EP8H0	gatk
BS_T99M7842	gatk
BS_T9KJYH7M	freec
BS_T9KJYH7M	gatk
BS_T9T3R2J0	gatk
BS_T9VPRPVA	gatk
BS_TBSPYEEW	gatk
BS_TDV0SYNR	gatk
BS_TE8QFF7T	gatk
BS_TF5TTEXH	freec
BS_TF5TTEXH	gatk
BS_TF6H437Q	gatk
BS_THH0CE5A	gatk
BS_THY6PFYF	freec
BS_THY6PFYF	gatk
BS_TKRH7YW7	gatk
BS_TN8CGS84	cnvkit
BS_TN8CGS84	gatk
BS_TNQKJZCP	gatk
BS_TPX7YY57	gatk
BS_TQ0J7WJQ	gatk
BS_TR758MB1	gatk
BS_TRGECFNP	gatk
BS_TS07B3TC	gatk
BS_TT4PHFV7	gatk
BS_TWN989ZD	gatk
BS_TX2WGF8K	gatk
BS_TX8C5VAJ	gatk
BS_TZPJHKQR	gatk
BS_V2MDX7HG	gatk
BS_V3SC6NWH	gatk
BS_V3ZNXRHK	gatk
BS_V4VGG98Y	gatk
BS_V6HKXX1Z	gatk
BS_V79WFJ6N	gatk
BS_V7B79J5R	gatk
BS_V8G6BZRR	gatk
BS_VA07453Z	gatk
BS_VCE73HPW	cnvkit
BS_VCE73HPW	gatk
BS_VCXG53E7	gatk
BS_VDSR4X6N	gatk
BS_VE90VKZY	gatk
BS_VF099E8S	gatk
BS_VGAKW5G6	gatk
BS_VHD4ARSG	gatk
BS_VK46N40F	gatk
BS_VKH9KYDB	gatk
BS_VKK21QBZ	gatk
BS_VMZMGB7B	gatk
BS_VPJ9CARN	gatk
BS_VQC2PE2B	freec
BS_VQC2PE2B	gatk
BS_VQEPFE1P	gatk
BS_VTTTQYQA	gatk
BS_VVD8TJNE	freec
BS_VVD8TJNE	gatk
BS_VW4XN9Y7	gatk
BS_VW96PFKQ	gatk
BS_VXDGXQKZ	cnvkit
BS_VXDGXQKZ	gatk
BS_VXNT1TDB	gatk
BS_W05MC7QG	gatk
BS_W09W6AAS	gatk
BS_W22EEJCZ	freec
BS_W22EEJCZ	gatk
BS_W23ERYW3	gatk
BS_W2BC0CVT	gatk
BS_W2QCHQ7E	gatk
BS_W3R2DQ86	freec
BS_W3R2DQ86	gatk
BS_W41Y820G	freec
BS_W41Y820G	gatk
BS_W50WEJE7	gatk
BS_W5P7SPDH	gatk
BS_W6B48DD5	gatk
BS_W74D279Q	freec
BS_W74D279Q	gatk
BS_W8DA9AXT	gatk
BS_W9FW1PAE	gatk
BS_W9P0PFDH	gatk
BS_WB8P21ED	gatk
BS_WBTZK7A2	gatk
BS_WBZBDN0A	gatk
BS_WCEHT7D0	gatk
BS_WCNPE0AC	gatk
BS_WD37M8SD	gatk
BS_WD7AQV83	gatk
BS_WDTT7PG2	gatk
BS_WEGGXVYA	gatk
BS_WFZG82XZ	freec
BS_WFZG82XZ	gatk
BS_WH8KWW5J	cnvkit
BS_WH8KWW5J	freec
BS_WH8KWW5J	gatk
BS_WJ7GMQTF	gatk
BS_WJB33V17	freec
BS_WJB33V17	gatk
BS_WJF6ZXWN	gatk
BS_WKPJ7S74	gatk
BS_WMEYJGDC	gatk
BS_WMM0MP1J	gatk
BS_WP2D11SK	freec
BS_WP2D11SK	gatk
BS_WP9J88EB	gatk
BS_WPCBK1EG	gatk
BS_WQ19Z6MD	gatk
BS_WRJNMEX2	gatk
BS_WRZATZQF	gatk
BS_WSD8PV27	cnvkit
BS_WSD8PV27	freec
BS_WSD8PV27	gatk
BS_WSFB4SA2	gatk
BS_WSK7MH3C	cnvkit
BS_WSK7MH3C	gatk
BS_WVMWHF4P	cnvkit
BS_WVMWHF4P	freec
BS_WVMWHF4P	gatk
BS_WXKCR17Q	freec
BS_WXKCR17Q	gatk
BS_WY5KYSHJ	gatk
BS_WYF8NGSD	gatk
BS_WZXHZN97	gatk
BS_X1DSETVE	freec
BS_X1DSETVE	gatk
BS_X1R0N8QS	gatk
BS_X242DJMF	gatk
BS_X2D8S1HY	gatk
BS_X3AFTRNM	gatk
BS_X5VN0FW0	cnvkit
BS_X5VN0FW0	gatk
BS_X6361T19	gatk
BS_X6BEG5J1	freec
BS_X6BEG5J1	gatk
BS_X6H86RTA	gatk
BS_X7QJCVJB	freec
BS_X7QJCVJB	gatk
BS_X8H38ZNB	cnvkit
BS_X8H38ZNB	freec
BS_X8H38ZNB	gatk
BS_X9PJ715R	gatk
BS_XA3KEKC6	freec
BS_XA3KEKC6	gatk
BS_XBBBE8V2	gatk
BS_XBE002WV	freec
BS_XBE002WV	gatk
BS_XCFNEZ8E	gatk
BS_XCNGQ25H	gatk
BS_XDH1Y1TQ	gatk
BS_XDY9BYRK	gatk
BS_XEVMEYFS	freec
BS_XEVMEYFS	gatk
BS_XGMXJKFX	gatk
BS_XGVSX8BX	gatk
BS_XH5JP8DB	gatk
BS_XH6P7BY8	gatk
BS_XHAQXDR0	gatk
BS_XJZQA3AP	gatk
BS_XKE77TR4	gatk
BS_XKM2EAT4	gatk
BS_XKP747AS	gatk
BS_XKXDH0YJ	gatk
BS_XM302FF4	freec
BS_XM302FF4	gatk
BS_XMNBSBGN	gatk
BS_XMP9XNR9	gatk
BS_XNTQBZAJ	gatk
BS_XPSD2NRJ	gatk
BS_XQC9PNZP	gatk
BS_XQSEQPAZ	gatk
BS_XSWF2MR1	cnvkit
BS_XSWF2MR1	gatk
BS_XVBX7ZK1	gatk
BS_XVNNWN2Z	gatk
BS_XVYRXN8J	gatk
BS_XW26N96W	gatk
BS_XWKDJ2M6	gatk
BS_XWQTX5HH	gatk
BS_XX68G6KE	gatk
BS_Y2C78JC4	gatk
BS_Y3472DYJ	gatk
BS_Y35YEDFF	gatk
BS_Y3ETG5AE	gatk
BS_Y3KBY0FY	gatk
BS_Y43VC4VG	cnvkit
BS_Y43VC4VG	gatk
BS_Y4V9JXG4	gatk
BS_Y4ZX0YX7	gatk
BS_Y5DA59M3	gatk
BS_Y74XAFJX	cnvkit
BS_Y74XAFJX	gatk
BS_Y7CA8B5R	gatk
BS_Y9BHAPG3	freec
BS_Y9BHAPG3	gatk
BS_Y9GHDZKS	gatk
BS_YB99Q6TN	gatk
BS_YBCQBCQC	gatk
BS_YETTZ1NC	gatk
BS_YEWX69X4	gatk
BS_YGQS4660	freec
BS_YGQS4660	gatk
BS_YH4DYNQ2	gatk
BS_YH60H2FS	gatk
BS_YHXMYDBN	cnvkit
BS_YHXMYDBN	gatk
BS_YK9W04XG	freec
BS_YK9W04XG	gatk
BS_YKQP4SBX	gatk
BS_YMDPFK0V	gatk
BS_YPCTK927	gatk
BS_YPKSF86W	gatk
BS_YRC54VPP	gatk
BS_YTQ6Y7FQ	gatk
BS_YV3MJ2BD	gatk
BS_YVFFHJ1Q	gatk
BS_YXCVR90M	gatk
BS_YYAPSA5P	gatk
BS_YZ0P5E8H	cnvkit
BS_YZ0P5E8H	gatk
BS_YZ2YNEJJ	gatk
BS_YZD4SSMA	gatk
BS_Z14Z2JMW	gatk
BS_Z1BBZ01F	gatk
BS_Z2G9EG1X	gatk
BS_Z34PQDYT	freec
BS_Z34PQDYT	gatk
BS_Z3AB3KMP	freec
BS_Z4Q8RH5M	gatk
BS_Z4S81HG1	gatk
BS_Z5D6G1S6	cnvkit
BS_Z5D6G1S6	freec
BS_Z5D6G1S6	gatk
BS_Z5VJCFNP	cnvkit
BS_Z5VJCFNP	gatk
BS_Z7R92XX6	gatk
BS_Z862V8M7	freec
BS_Z862V8M7	gatk
BS_Z9NCH2XA	cnvkit
BS_Z9NCH2XA	gatk
BS_Z9PKZ4RT	gatk
BS_ZAH4FHV2	gatk
BS_ZAT0XJE5	gatk
BS_ZBWQG7VR	gatk
BS_ZCY4ECNV	gatk
BS_ZECKZTFC	gatk
BS_ZED6T1CT	gatk
BS_ZH6PC8KM	gatk
BS_ZHJFX6C9	gatk
BS_ZJSMC22A	gatk
BS_ZJT1REVB	gatk
BS_ZJZFT0AJ	gatk
BS_ZK0GRMB1	gatk
BS_ZKFEMJZ8	gatk
BS_ZKZACPVV	gatk
BS_ZP89F1JY	gatk
BS_ZPF89720	gatk
BS_ZPXVVM8K	gatk
BS_ZQEDB5RA	gatk
BS_ZR75EKKX	freec
BS_ZR75EKKX	gatk
BS_ZRG2V7T2	freec
BS_ZRG2V7T2	gatk
BS_ZS1QRMXS	gatk
BS_ZSH09N84	gatk
BS_ZV21J6YW	gatk
BS_ZX1YPQ88	cnvkit
BS_ZX1YPQ88	gatk
BS_ZYXTC212	cnvkit
BS_ZYXTC212	freec
BS_ZYXTC212	gatk
BS_ZZJF26C4	gatk
